source_sentence,pred,gold,sentence_id,bert_score_precision_pred_with_brevity_penalty,dae_score_pred,bart_score_pred,bert_score_precision_gold_with_brevity_penalty,dae_score_gold,bart_score_gold
"The name combines the names of Laurentia , the name given to the North American craton , and Eurasia . As suggested by the geologic naming , Laurasia included most of the landmasses which make up today 's continents of the Northern Hemisphere , chiefly Laurentia -LRB- i.e. the core North American continent -RRB- , Baltica , Siberia , Kazakhstania , and the North China and East China cratons .","The name Laurasia comes from the North American continent, Laurentia -LRB- Baltica, Siberia, Kazakhstania, and the North China and East China cratons.","Laurasia included most of the landmasses which make up today 's continents of the northern hemisphere , chiefly Laurentia -LRB- the name given to the North American craton -RRB- , Europe , Baltica , Siberia , Kazakhstan , and China .",10,0.318884638,0.0,-1.245004535,0.323640748,0.0,-1.623785138
"LOCATION@1 -LRB- , ; ; -RRB- is a commune in the Nord department in northern LOCATION@2 .",It is found in the region Nord in the Nord department in the north of LOCATION@2.,LOCATION@1 is twinned with :,11,0.747416396,0.998753846,-2.928646326,0.316167419,0.01888036,-3.464788198
"In computing , a serial port is a serial communication physical interface through which information transfers in or out one bit at a time -LRB- contrast parallel port -RRB- .","In computing, a serial port is a physical interface used to transfer information between bits.","In computing , a serial port is a serial communication physical interface through which information transfers , either in or out , one bit at a time -LRB- in contrast with parallel port -RRB- .",12,0.474175404,0.999688745,-1.117956758,0.669161246,0.997556448,-1.368359447
"It has been determined by the ORGANIZATION@1 to be part of the German Spitz breed , and in many countries , they are known as the Zwergspitz -LRB- Dwarf Spitz -RRB- , or Toy German PERSON@1 .",It is part of the German Spitz breed.,The Pomeranian is a dog from LOCATION@1 -LRB- in LOCATION@2 and LOCATION@3 -RRB- .,13,0.160176216,0.285625011,-0.797377765,0.599540273,0.077601641,-3.130821705
"Henryk started piano and harmony training with his mother when he was 5 , and at age 7 turned to the violin , receiving instruction from Maurice Frenkel .",Henryk started playing the piano and harmony when he was 5.,Henryk started to learn the piano from his mother when he was five .,14,0.330702546,0.9992975,-1.446276188,0.840130383,0.999315143,-3.533702374
a.k.a. Pro Player Park -LRB- -RRB-,Pro Player Park -LRB- -RRB-,"The ORGANIZATION@1 are a ORGANIZATION@2 team in LOCATION@1 , LOCATION@2 .",15,0.681961251,0.989768982,-1.090436816,0.814329445,0.003990107,-4.749712944
He published partial research results in a NUMBER@1 book .,He published some of his research results in a NUMBER@1 book.,He published some of his research in a NUMBER@1 book .,16,0.935288727,0.66382575,-0.764848292,0.932265382,0.960930467,-1.973982692
"PERSON@1 y SantibÃ Ã ez PERSON@2 -LRB- LOCATION@1 , NUMBER@1 September NUMBER@2 â '' Villanueva de los ORGANIZATION@1 , NUMBER@3 September NUMBER@4 -RRB- was a nobleman , politician and writer of the Baroque era .","PERSON@1 y Santib  ez PERSON@2 -LRB- LOCATION@1, NUMBER@1 September NUMBER@2 â '' Villanueva de los ORGANIZATION@1, NUMBER@3 September NUMBER@4 -RRB- was a nobleman, politician and writer of the Baroque era.","PERSON@1 y SantibÃ Ã ez PERSON@2 -LRB- LOCATION@1 , September NUMBER@1 , NUMBER@2 â '' Villanueva de los ORGANIZATION@1 , September NUMBER@3 , NUMBER@4 -RRB- was a nobleman , politician and writer of the Spanish Golden Age .",17,0.927754613,0.948771477,-0.542821109,0.90112403,0.0,-1.256550193
He currently plays for the Japanese team Yokohama F. Marinos .,He plays for Yokohama F. Marinos.,Tetsuya Enomoto -LRB- born 2 May 1983 -RRB- is a Japanese football player .,18,0.498340239,0.992416739,-0.795893967,0.434431612,0.0010694,-4.625374317
More decreases are planned in the future as the LOCATION@1 hands over more and more of the security responsibility for defending the LOCATION@2 to the Military of the ORGANIZATION@1 .,More decreases are planned in the future as the LOCATION@1 hands more and more of the security responsibility for defending the LOCATION@2 to the Military of the ORGANIZATION@1.,"There were NUMBER@1 American military people , but now there are about NUMBER@2 .",19,0.940341574,0.996038914,-0.453043312,0.810003154,0.000448974,-4.351177692
"In modern usage , sophism , sophist , and sophistry are derogatory terms , due to the influence of many past philosophers .","In modern usage, sophism, sophist, and sophistry are derogatory terms, because of the influence of past philosophers.","In modern usage , sophism , sophist , and sophistry are derogatory terms , due the influence of many philosophers in the past -LRB- sophism and platonism were enemy schools -RRB- .",20,0.896484868,0.963458478,-0.822053611,0.93265272,0.771986604,-3.585757494
"Cadmium iodide , CdI2 , is a chemical compound of cadmium and iodine .",Cadmium iodide -LRB- CdI2 -RRB- is a chemical compound of cadmium and iodine.,Cadmium iodide is a chemical compound . Its chemical formula is CdI2 .,21,0.953760803,0.980776608,-2.050850868,0.588149812,0.99969548,-1.563486576
"In professional wrestling , a tag team consists of two wrestlers who are working together as a team -LRB- more than two is called a stable -RRB- .","In tag wrestling, a tag team consists of two wrestlers who are working together as a team -LRB- more than two is called a stable -RRB-.","In professional wrestling , a tag team is a team of two wrestlers who are working together as a team -LRB- more than two is called a stable -RRB- .",22,0.890820696,0.988316,-0.839743793,0.978569377,0.996141553,-0.572063684
"One day , when the pianist failed to arrive by show time , PERSON@1 took his place .","One day, when the pianist failed to arrive by show time, PERSON@1 took his place.","One day , when the pianist did not arrive in time for the show , PERSON@1 played instead .",23,0.931822402,0.9999066,-0.383609891,0.364045211,0.999858022,-2.205153465
His replacement was PERSON@1 leaving the band with the line-up they retain .,His replacement was PERSON@1 leaving the band with the line-up they keep.,PERSON@1 was his replacement .,24,0.931904294,0.868592083,-0.51615864,0.804654373,0.970143616,-3.209986448
"According to the movie ORGANIZATION@1 : Six Decades of Magic -LRB-/O1988/O-RRB- ORGANIZATION@1 : Six Decades of Magic -LRB-/O1988/O-RRB- , PERSON@1 could dribble the ball as many as six times a second .","According to the movie ORGANIZATION@1 : Six Decades of Magic -LRB-/O1988/O-RRB-, PERSON@1 could dribble the ball up to six times a second.","Instead , he started his own barnstorming team , the ORGANIZATION@2 .",25,0.631747991,0.999063015,-0.445330322,0.549414851,0.002853866,-4.119181156
He bled to death after about an hour .,He bled to death after about an hour.,Fechter bled to death after about an hour .,26,0.943836185,0.999802411,-0.44698438,0.953162645,0.906031251,-2.967683554
The first inhabitants settled in the territory of today 's Ain about 15000 B.C. .,The first inhabitants settled in the land of today's Ain about 15000 B.C..,The first inhabitants of the Ain arrived around 15000 B.C. .,27,0.882329964,0.724901199,-1.331383348,0.889965713,0.997722447,-1.135902405
"Lost was the recipient of hundreds of US award nominations throughout its run , and won numerous industry awards , including the Emmy Award for US primetime Outstanding Drama Series in 2005 , Best American Import at the British Academy Television Awards in 2005 , the Hollywood Foreign Press Association Golden Globe Award for Best Drama in 2006 and a US Screen Actors Guild Award for Outstanding Ensemble in a Drama Series .","Lost won numerous industry awards, including the Emmy Award for primetime Outstanding Drama Series in 2005, Best American Import at the British Academy Television Awards in 2005, the Hollywood Foreign Press Association Golden Globe Award for Best Drama in 2006 and a US Screen Actors Guild Award for Outstanding Ensemble in a Drama Series.",It won many awards including the Emmy Award for outstanding drama series in 2005 and best American import at the British Academy Television Awards also in 2005 .,28,0.753296038,0.0,-0.476661235,0.533175106,0.999532044,-2.112386942
"The trackâ s reputation improved so much the 500-Mile Race became part of the Formula One World Championship for NUMBER@1 years -LRB- NUMBER@2 â '' NUMBER@3 -RRB- , even though none of the Indy drivers raced in Formula One and only ORGANIZATION@1 's PERSON@1 of the NUMBER@4 drivers at the time raced in the NUMBER@5 .",The race became part of the Formula One World Championship for NUMBER@1 years -LRB- NUMBER@2 â '' NUMBER@3 -RRB-.,The 500-Mile Race became part of the Formula One World Championship for NUMBER@1 years -LRB- NUMBER@2 â '' NUMBER@3 -RRB- . None of the regular Indy drivers raced in Formula One .,29,0.30175092,0.989882231,-0.585349917,0.894246542,0.0,-0.836595297
The stories became the basis of the animated television series produced by Cookie Jar Entertainment of Canada and Bee Train of Japan .,The stories were the basis of the animated television series produced by Cookie Jar Entertainment of Canada and Bee Train of Japan.,The animated series is produced by Cookie Jar Entertainment of Canada and Bee Train of Japan .,30,0.958972115,0.996093154,-0.422945112,0.936155744,0.928939044,-1.183229208
"Wartburgkreis is a PERSON@1 -LRB- district -RRB- in the west of LOCATION@1 , LOCATION@2 .","Wartburgkreis is a district in the west of LOCATION@1, LOCATION@2.","Wartburgkreis is a Landkreis -LRB- rural district -RRB- in the west of LOCATION@1 , LOCATION@2 .",31,0.682377774,0.595271349,-0.988928854,0.712776749,0.999497294,-2.409605265
"For example , many different things can be red .","For example, many different things can be red.","For example , many different things can be the color red .",32,0.896521829,0.999861479,-0.652962863,0.946053664,0.887124717,-2.110282183
"Afrodisiac is the fourth studio album by American singer Brandy , released by Atlantic Records on June 28 , 2004 on most international territories and on June 29 , 2004 -LRB- see 2004 in music -RRB- in Canada and the United States .",Afrodisiac is the fourth studio album by American singer Brandy.,"Afrodisiac is the fourth studio album by American R&B \/O/ pop singer Brandy , released by Atlantic Records on June 28 , 2004 outside North America and on June 29 , 2004 -LRB- see 2004 in music -RRB- in Canada and the United States .",33,0.228956782,0.99481982,-0.322196633,0.831605734,0.989257634,-1.932198048
"Early life PERSON@1 was born on NUMBER@1 June NUMBER@2 , at LOCATION@1 in LOCATION@2 , LOCATION@3 .","Early life PERSON@1 was born on June NUMBER@1 NUMBER@2, at LOCATION@1 in LOCATION@2, LOCATION@3.","PERSON@2 was born in LOCATION@1 , LOCATION@4 , LOCATION@5 .",34,0.906853878,0.997688413,-0.914949656,0.746839776,0.553991437,-2.050712824
"The second place rider , PERSON@1 , became the race 's official winner .","The second place rider, PERSON@1, became the race's official winner.","As PERSON@2 forfeited his Tour title , the second place rider , PERSON@1 , became the race 's official winner .",35,0.890191462,0.999926925,-0.492213249,0.811640508,0.571451128,-2.572869062
"Northampton Town Football Club -LRB- -RRB- , -LRB- often simply known as Northampton , or by their nickname The Cobblers , after the local shoemaking industry -RRB- are an English professional football club based in Northampton , Northamptonshire .","Northampton Town Football Club -LRB- or Northampton County Football Club -RRB- is an English football club which plays in Northamptonshire, England.",Northampton Town F.C. is an English football club .,36,0.511964662,0.999900997,-1.235460162,0.366586042,0.993404567,-2.058280945
"Rawson , E. : '' Cicero , a portrait '' -LRB-/O1975/O-RRB- p. 8 Cicero used his knowledge of Greek to translate many of the theoretical concepts of Greek philosophy into Latin , thus translating Greek philosophical works for a larger audience .","Rawson, E. : '' Cicero, a portrait '' -LRB-/O1975/O-RRB- p. 8 Cicero used his knowledge of Greek to translate many of the theoretical concepts of Greek philosophy into Latin.",Works by Cicero,37,0.681475726,0.999915957,-0.408860922,0.754073565,0.467625052,-3.699230909
The importance of such industry is still seen in the town in the present day in companies such as LOCATION@1 and PERSON@1 .,The importance of such industry is still seen in the town in the present day in companies such as LOCATION@1 and PERSON@1.,Companies such as LOCATION@1 and PERSON@1 are still based in the town .,38,0.97415625,0.999905765,-0.202630803,0.876345372,0.783322513,-1.562454462
"In February 2006 , an expedition led by Conservation International reported finding a population of the mammals as part of what they described as a '' Lost world '' of wildlife in the Foja Mountains of Papua Province , Indonesia .","In February 2006, an expedition led by Conservation International reported finding a population of the mammals as part of what they described as a '' Lost world '' of wildlife in the Foja Mountains of Papua Province, Indonesia.","In February of 2006 , an expedition led by Conservation International reported finding a population of the mammals as part of what they described as a '' Lost world '' of wildlife in the Foja Mountains of Papua Province , Indonesia .",39,0.96023474,0.999951541,-0.362137705,0.985725386,0.964732826,-0.847971916
"A cold seep -LRB- sometimes called a cold vent -RRB- is an area of the ocean floor where hydrogen sulfide , methane and other hydrocarbon-rich fluid seepage occurs , often in the form of a brine pool .","A cold seep -LRB- sometimes called a cold vent -RRB- is an area of the ocean floor where hydrogen sulfide, methane and other hydrocarbon-rich fluid seepage occurs, often in the form of a brine pool.","A cold seep -LRB- sometimes called a cold vent -RRB- is an area of the ocean floor where hydrogen sulfide , methane and other hydrocarbon-rich liquids leak out of the Earth 's crust , often in the form of a brine pool .",40,0.962222446,0.999933839,-0.300662935,0.759586561,0.999907374,-1.154722095
"As long as sufficient values are received correctly , the receiver can deduce what the original polynomial was , and hence decode the original data .","As long as enough values are received correctly, the receiver can deduce what the original polynomial was, and hence decode the original data.","As long as sufficient values are received correctly , the receiver can deduce what the original polynomial was , and decode the original data .",41,0.916739885,0.933539748,-0.582550168,0.940689143,0.994577587,-0.821546972
"The Retezat Mountains have many glacial lakes , including the largest glacial lake in Romania , Bucura Lake -LRB- lacul Bucura -RRB- , which covers 8.9 ha and is situated at an altitude of 2030 metres .","The Retezat Mountains have many glacial lakes, including Bucura Lake -LRB- lacul Bucura -RRB-, which covers 8.9 ha and is situated at an altitude of 2030 metres.","The Retezat Mountains have many glacial lakes . The largest glacial lake in Romania , Bucura Lake -LRB- lacul Bucura -RRB- is in these mountains .",42,0.762580002,0.999913216,-0.522967577,0.912024451,0.953088641,-1.129411697
They were at first inspired by The Beatles and other sixties pop groups like The Kinks .,They were at first inspired by The Beatles and other sixties pop groups like The Kinks.,They were at first inspired by The Beatles and other typical sixties pop groups like The Kinks .,43,0.968966307,0.999891162,-0.292961657,0.974747998,0.90898329,-1.273530841
The idea of holding a Pan American Games grew from the Central American Games which were first organized in the 1920s .,The idea of holding a Pan American Games grew from the Central American Games which were first organized in the 1920s.,"From that time , the Games are held every four years .",44,0.975737503,0.999921441,-0.260464817,0.856195748,0.001162919,-3.61717248
The actual confidence interval is calculated by entering the measured masses in the formula .,The actual confidence interval is calculated by entering the measured masses in the formula.,The actual confidence interval is calculated by entering the measured weights in the formula .,45,0.965233859,0.999902308,-0.333787948,0.975240182,0.60090822,-1.409884453
"If the lock does n't open , it means they 've counted wrong and they can go back and correct their mistakes .","If the lock does not open, it means they've counted wrong and they can go back and correct their mistakes.","If the lock does n't open , it means they 've counted wrong and they can go back and fix their mistakes .",46,0.925278596,0.93417424,-0.581669331,0.960330947,0.819880247,-1.080959439
"In addition to writing all six Rocky films , PERSON@1 also wrote Cobra , Driven and Rambo .","In addition to writing all six Rocky movies, PERSON@1 also wrote Cobra, Driven and Rambo.","PERSON@1 wrote all six Rocky films , He also wrote Cobra , Driven and Rambo .",47,0.941352426,0.99626112,-0.521685183,0.942043393,0.878669262,-1.459582925
"Edinho , real name Edino Nazareth Filho , -LRB- born June 5 , 1955 in Rio de Janeiro -RRB- was a football -LRB- soccer -RRB- player from Brazil .",Edinho -LRB- born 5 June 1955 -RRB- is a former Brazilian football player.,"Edino Nazareth Filho -LRB- born 5 June , 1955 -RRB- is a former Brazilian football player .",48,0.432081169,0.999929309,-1.299141049,0.578680594,0.999929965,-1.664640188
PERSON@1 -- the sensible and reserved eldest daughter of Mr. and Mrs. PERSON@2 .,PERSON@1 -- the sensible and reserved eldest daughter of Mr. and Mrs. PERSON@2.,PERSON@3 -- the youngest daughter of Mr. and Mrs. PERSON@2 .,49,0.963530434,0.999889314,-0.60981226,0.921652839,0.854435325,-1.962599158
He has reported for Independent Television News -LRB- ITN -RRB- .,He has reported for Independent Television News -LRB- ITN -RRB-.,He has reported for Independent Television News .,50,0.956042774,0.999740303,-0.616083562,0.856301645,0.990297496,-2.189986944
LOCATION@1 is a chemical element with the symbol Sg and atomic number NUMBER@1 .,It has the chemical symbol Sg and atomic number NUMBER@1.,It has the symbol ORGANIZATION@1 . It has the atomic number NUMBER@1 .,51,0.64101301,0.999734581,-1.158979774,0.367688131,0.428269327,-2.247334242
'' There is her little Balochi-style face with pouting lips and insolent look in the eyes .,'' There is her little Balochi-style face with pouting lips and insolent look in the eyes.,'' There is her ... pouting lips and insolent look in the eyes .,52,0.972219476,0.999919295,-0.32494247,0.910487463,0.988232136,-2.184520483
"For example , if the frequency of an allele is 20 % in a given population , then among population members , one in five chromosomes will carry that allele .","For example, if the frequency of an allele is 20 % in a given population, then among population members, one in five chromosomes will carry that allele.",Allele frequencies may be used to describe genetic diversity in a population . If the frequency of any allele is above 1 % it is probable that natural selection is maintaining it at this level .,53,0.927051746,0.999922335,-0.423328936,0.809833669,0.655936122,-3.306137085
"A thermodynamic cycle consists of a series of thermodynamic processes transferring heat and work , while varying pressure , temperature , and other state variables , eventually returning a system to its initial state .","A thermodynamic cycle consists of a series of thermodynamic processes transferring heat and work, while varying pressure, temperature, and other state variables, eventually returning a system to its initial state.",A thermodynamic cycle is a series of thermodynamic processes which returns a system to its initial state .,54,0.936268805,0.999921799,-0.554568827,0.8854441,0.998562753,-1.586438417
"Her real name was Maria Jansson , but she is known in history as Kisamor -LRB- '' The Mother in Kisa '' -RRB- after the place were she worked .","Her real name was Maria Jansson, but she is known in history as Kisamor -LRB- '' The Mother in Kisa '' -RRB- after the place where she worked.","Her real name was Maria Jansson , but she was always called Kisamor .",55,0.967078462,0.999939978,-0.337487757,0.874874064,0.999736428,-1.543299556
She later held the title of Duchess of Teck by marriage .,She later held the title of Duchess of Teck by marriage.,She later married the Duke of Teck .,56,0.956763694,0.999902487,-0.287421763,0.898909912,0.868303597,-2.673134327
"Texas A&M University , often referred to as A&M or TAMU , is a coeducational public research university located in College Station , Texas . It is the flagship institution of the Texas A&M University System .","Texas A&M University is a public university in College Station, Texas.","Texas A&M University is a public university in College Station , Texas .",57,0.290313933,0.992463231,-0.817400753,0.333621774,0.992463231,-1.462690353
"Dikes are mostly built using locally available materials and each has its own risk factor : sand is prone to collapse due to oversaturation by water while dry peat is lighter than water , making the barrier potentially unstable in very dry seasons .","Dikes are mostly built using locally available materials and each has its own risk factor : sand is prone to collapse due to oversaturation by water while dry peat is lighter than water, making the barrier potentially unstable in very dry seasons.","Availability of sand ,",58,0.980983936,0.999904454,-0.327887595,0.765283457,0.659072101,-6.872545242
Italy purchased the city in 1905 and made Mogadishu the capital of Italian Somaliland .,Italy bought the city in 1905 and made it the capital of Italian Somaliland.,Italy bought the city in 1905 . They made Mogadiscio -LRB- Italian for Mogadishu -RRB- the capital of Italian Somaliland .,59,0.82776305,0.996319413,-0.659650624,0.917619892,0.996852696,-3.914541483
Maquoketa -LRB- -RRB- is a city in Jackson county in the U.S. state of Iowa .,Maquoketa is a city in the U.S. state of Iowa.,Maquoketa is a city of Iowa in the United States .,60,0.542525589,0.974280715,-0.595487237,0.540523246,0.419890583,-2.492396832
"Many civilians and military officers living or stationed in LOCATION@1 and the LOCATION@2 moved to LOCATION@3 , LOCATION@4 and other cities of LOCATION@5 , LOCATION@6 , and LOCATION@7 , as well as LOCATION@8 .","Many civilians and military officers living or stationed in LOCATION@1 and the LOCATION@2 moved to LOCATION@3, LOCATION@4 and other cities of LOCATION@5, LOCATION@6, and LOCATION@7, as well as LOCATION@8.","Many civilians and military officers in LOCATION@1 and the LOCATION@9 moved to LOCATION@4 and other surrounding areas of LOCATION@5 , LOCATION@6 , and LOCATION@7 .",61,0.941970574,0.999939442,-0.316612393,0.922520098,0.998697758,-1.563711762
"Billericay -LRB- -RRB- is a small commuter town in Essex , England with a population of 40,000 .","Billericay is a small town in Essex, England.",The,62,0.412227865,0.951339722,-0.868433952,0.345801702,0.0,-5.380001068
PERSON@1 -LRB- b. ORGANIZATION@1 NUMBER@1 November NUMBER@2 -- d. LOCATION@1 NUMBER@3 July NUMBER@4 -RRB- was a famous german composer and organist .,PERSON@1 -LRB- NUMBER@1 November NUMBER@2 -- died LOCATION@1 NUMBER@3 July NUMBER@4 -RRB- was a famous German composer and organist.,PERSON@1 -LRB- born ORGANIZATION@1 NUMBER@1 November NUMBER@2 -- died LOCATION@1 NUMBER@3 July NUMBER@4 -RRB- was a famous German composer and organist .,63,0.809424613,0.988070846,-1.142176151,0.861390399,0.995329857,-1.631710052
Kluisbergen is a municipality located in the Belgian province of East Flanders .,Kluisbergen is a municipality located in the Belgian province of East Flanders.,"It is located at 50 46 North , 03 29 East .",64,0.965231241,0.999901116,-0.228103608,0.742496029,0.000510076,-5.437754154
"Ian Russell McEwan CBE , FRSA , FRSL -LRB- born 21 June 1948 -RRB- is an English novelist and screenwriter , and one of Britain 's most highly regarded writers .","Ian Russell McEwan -LRB- born June 21, 1948 -RRB- is an English writer.","Ian Russell McEwan CBE , FRSA , FRSL -LRB- born 21 June 1948 -RRB- , is an English novelist -LRB- sometimes nicknamed '' Ian Macabre '' because of the nature of his early work -RRB- .",65,0.380026032,0.992860675,-1.383955717,0.469892129,0.99949491,-2.79337883
Ultratop is the official Belgian record charts .,Ultratop is the official Belgian record charts.,Ultratop is the name of the official Belgian record charts .,66,0.945475468,0.999915242,-0.261321783,0.942797589,0.59935528,-3.064779758
The Best Buy version of the album contains two bonus tracks : '' Hold On '' and an acoustic demo of '' Hate -LRB- I Really Do n't Like You -RRB- '' .,The Best Buy version of the album contains two bonus tracks : '' Hold On '' and an acoustic demo of '' I Really Don't Like You -RRB-.,The Best Buy version of the album contains two bonus tracks : '' Hold On '' and an acoustic demo of '' Hate -LRB- I Really Dont Like You -RRB- '' .,67,0.847138014,0.998300433,-0.838540614,0.782020602,0.99982059,-0.731103897
This warning was discontinued within NUMBER@1 hours .,This warning was stopped within NUMBER@1 hours.,This warning was removed within NUMBER@1 hours .,68,0.842494841,0.241398886,-0.865829706,0.954383018,0.340440571,-2.052031994
"It is the home of the Earl and Countess of Strathmore and Kinghorne , and is open to the public .",It is the home of the Earl and Countess of Strathmore and Kinghorne.,It is the home of the Earl and Countess of Strathmore and Kinghorne .,69,0.657833112,0.99755162,-0.304787099,0.931756638,0.99755162,-0.803741813
Electronic gear used by audiophiles can be bought at specialist shops and websites .,Electronic gear used by audiophiles can be bought at specialist shops and websites.,Other websites,70,0.97066701,0.999902844,-0.275441676,0.555711499,0.000608865,-7.3359828
"The Rocker is a 2008 comedy starring Rainn Wilson , Josh Gad , Teddy Geiger , Emma Stone , Christina Applegate and Jason Sudeikis .","The Rocker is a 2008 comedy starring Rainn Wilson, Josh Gad, Teddy Geiger, Emma Stone, Christina Applegate and Jason Sudeikis.",Cast,71,0.923728362,0.999926269,-0.270780474,0.547682012,0.0,-7.186322689
To the south of LOCATION@1 are the LOCATION@2 and the You LOCATION@3 .,To the south of LOCATION@1 are the LOCATION@2 and the You LOCATION@3.,"There is a mineral spring at LOCATION@1 , South of LOCATION@1 are the LOCATION@2 and the You LOCATION@3 .",72,0.953852218,0.999896169,-0.26313135,0.940665308,0.641026199,-2.066406727
"After the death of the child-king Baldwin V , his mother succeeds him as Sibylla of Jerusalem and appoints her disfavoured husband Guy de Lusignan king consort .","After the death of the child-king Baldwin V, his mother succeeds him as Sibylla of Jerusalem and appoints her disfavoured husband Guy de Lusignan king consort.",Baldwin V of Jerusalem -LRB- b. 1177 -RRB-,73,0.969749259,0.999923408,-0.246832862,0.757249974,0.004732346,-4.79997921
"Most commonly , nihilism is presented in the form of existential nihilism which argues that life is without objective meaning , purpose , or intrinsic value .","Most often, nihilism is presented in the form of existential nihilism which says that life has no purpose or intrinsic value.","Nihilism is the belief that values are falsely invented . The term nihilism can also be used to describe the idea that life , or the world , has no distinct meaning or purpose .",74,0.739897212,0.999863803,-1.060305595,0.869994979,0.999875188,-2.789824247
"Marie Antoinette -LRB- pronounced ; ; -RRB- ; -LRB- Vienna , 2 November 1755 -- Paris , 16 October 1793 -RRB- was an Archduchess of Austria and Queen of France and of Navarre .","Marie Antoinette -LRB- Vienna, 2 November 1755 -- Paris, 16 October 1793 -RRB- was an Archduchess of Austria and Queen of France.","Marie Antoinette -LRB- born Maria Antonia Josepha , Archduchess of Bavaria -RRB- -LRB- November 2 , 1755 in Vienna -- October 16 , 1793 in Paris -RRB- was an Archduchess of Austria and a Queen of France and Navarre .",75,0.678474884,0.999674439,-0.585504472,0.773364544,0.999895751,-2.11835742
The ORGANIZATION@1 is open to the public .,The ORGANIZATION@1 is open to the public.,The house is open to the public .,76,0.926497918,0.999893963,-0.441762477,0.870997982,0.513064504,-2.571825743
"Cheese is produced throughout the world in wide-ranging flavors , textures , and forms .","Cheese is produced throughout the world in many flavors, textures, and forms.",Different types of cheese include :,77,0.810235918,0.927871585,-0.795450687,0.772913297,0.465005904,-5.210314274
