source_sentence,pred,gold,sentence_id,bert_score_precision_pred_with_brevity_penalty,dae_score_pred,bart_score_pred,bert_score_precision_gold_with_brevity_penalty,dae_score_gold,bart_score_gold
simplify: The first inhabitants settled in the territory of today 's Ain about 15000 B.C. .,['The first inhabitants settled in the territory of todays Ain about 15000 B.C..'],The first inhabitants of the Ain arrived around 15000 B.C. .,27,0.87027556,0.844615042,-1.958123684,0.889965713,0.997722447,-1.135902405
"simplify: Lost was the recipient of hundreds of US award nominations throughout its run , and won numerous industry awards , including the Emmy Award for US primetime Outstanding Drama Series in 2005 , Best American Import at the British Academy Television Awards in 2005 , the Hollywood Foreign Press Association Golden Globe Award for Best Drama in 2006 and a US Screen Actors Guild Award for Outstanding Ensemble in a Drama Series .","['Lost was the recipient of hundreds of US award nominations throughout its run, and won numerous industry awards, including the Emmy Award for US primetime Outstanding Drama Series in 2005, Best American Import at the British Academy Television Awards in 2005, the Hollywood Foreign Press Association Golden Globe Award for Best Drama in 2006 and a US Screen Actors Guild Award for Outstanding Ensemble in a Drama Series.']",It won many awards including the Emmy Award for outstanding drama series in 2005 and best American import at the British Academy Television Awards also in 2005 .,28,0.920516367,0.0,-0.615397394,0.533175106,0.999532044,-2.112386942
"simplify: The trackâ s reputation improved so much the 500-Mile Race became part of the Formula One World Championship for NUMBER@1 years -LRB- NUMBER@2 â '' NUMBER@3 -RRB- , even though none of the Indy drivers raced in Formula One and only ORGANIZATION@1 's PERSON@1 of the NUMBER@4 drivers at the time raced in the NUMBER@5 .","[""The track's reputation improved so much the 500-Mile Race became part of the Formula One World Championship for NUMBER@1 years -LRB- NUMBER@2 â '' NUMBER@3 -RRB-.""]",The 500-Mile Race became part of the Formula One World Championship for NUMBER@1 years -LRB- NUMBER@2 â '' NUMBER@3 -RRB- . None of the regular Indy drivers raced in Formula One .,29,0.429765475,0.99599427,-0.742222846,0.894246542,0.0,-0.836595297
simplify: The stories became the basis of the animated television series produced by Cookie Jar Entertainment of Canada and Bee Train of Japan .,['The stories became the basis of the animated television series produced by Cookie Jar Entertainment of Canada and Bee Train of Japan.'],The animated series is produced by Cookie Jar Entertainment of Canada and Bee Train of Japan .,30,0.933249051,0.999939144,-0.909615219,0.936155744,0.928939044,-1.183229208
"simplify: Wartburgkreis is a PERSON@1 -LRB- district -RRB- in the west of LOCATION@1 , LOCATION@2 .","['Wartburgkreis is a district in the west of LOCATION@1, LOCATION@2.']","Wartburgkreis is a Landkreis -LRB- rural district -RRB- in the west of LOCATION@1 , LOCATION@2 .",31,0.650629558,0.595271349,-1.342234373,0.712776749,0.999497294,-2.409605265
"simplify: For example , many different things can be red .","['For example, many different things can be red.']","For example , many different things can be the color red .",32,0.806466413,0.999861479,-2.031031132,0.946053664,0.887124717,-2.110282183
"simplify: Afrodisiac is the fourth studio album by American singer Brandy , released by Atlantic Records on June 28 , 2004 on most international territories and on June 29 , 2004 -LRB- see 2004 in music -RRB- in Canada and the United States .","['Afrodisiac is the fourth studio album by American singer Brandy, released on June 28, 2004 on Atlantic Records.']","Afrodisiac is the fourth studio album by American R&B \/O/ pop singer Brandy , released by Atlantic Records on June 28 , 2004 outside North America and on June 29 , 2004 -LRB- see 2004 in music -RRB- in Canada and the United States .",33,0.394406439,0.999694407,-1.109804392,0.831605734,0.989257634,-1.932198048
"simplify: Early life PERSON@1 was born on NUMBER@1 June NUMBER@2 , at LOCATION@1 in LOCATION@2 , LOCATION@3 .","['Early life PERSON@1 was born on NUMBER@1 June NUMBER@2 at LOCATION@1 in LOCATION@2, LOCATION@3.']","PERSON@2 was born in LOCATION@1 , LOCATION@4 , LOCATION@5 .",34,0.849395533,0.989326835,-0.889693916,0.746839776,0.553991437,-2.050712824
"simplify: The second place rider , PERSON@1 , became the race 's official winner .","['The second place rider, PERSON@1, won the race.']","As PERSON@2 forfeited his Tour title , the second place rider , PERSON@1 , became the race 's official winner .",35,0.586223646,0.985169649,-1.712007761,0.811640508,0.571451128,-2.572869062
"simplify: Northampton Town Football Club -LRB- -RRB- , -LRB- often simply known as Northampton , or by their nickname The Cobblers , after the local shoemaking industry -RRB- are an English professional football club based in Northampton , Northamptonshire .",['Northampton Town Football Club is an English football club.'],Northampton Town F.C. is an English football club .,36,0.209483969,0.983534992,-1.66029191,0.366586042,0.993404567,-2.058280945
"simplify: Rawson , E. : '' Cicero , a portrait '' -LRB-/O1975/O-RRB- p. 8 Cicero used his knowledge of Greek to translate many of the theoretical concepts of Greek philosophy into Latin , thus translating Greek philosophical works for a larger audience .","[""Rawson, E. : Cicero, a portrait '' -LRB-/O1975/O-RRB- p. 8 Cicero used his knowledge of Greek to translate many of the theoretical concepts of Greek philosophy into Latin, translating Greek philosophical works for a larger audience.""]",Works by Cicero,37,0.88791063,0.999728322,-0.777987421,0.754073565,0.467625052,-3.699230909
simplify: The importance of such industry is still seen in the town in the present day in companies such as LOCATION@1 and PERSON@1 .,['The importance of such industry is still seen in the town in the present day in companies such as LOCATION@1 and PERSON@1.'],Companies such as LOCATION@1 and PERSON@1 are still based in the town .,38,0.930449498,0.999905765,-0.61027205,0.876345372,0.783322513,-1.562454462
"simplify: In February 2006 , an expedition led by Conservation International reported finding a population of the mammals as part of what they described as a '' Lost world '' of wildlife in the Foja Mountains of Papua Province , Indonesia .","[""In February 2006, an expedition led by Conservation International reported finding a population of the mammals as part of what they described as a '' Lost world '' of wildlife in the Foja Mountains of Papua Province, Indonesia.""]","In February of 2006 , an expedition led by Conservation International reported finding a population of the mammals as part of what they described as a '' Lost world '' of wildlife in the Foja Mountains of Papua Province , Indonesia .",39,0.936440377,0.999951541,-0.640066624,0.985725386,0.964732826,-0.847971916
"simplify: A cold seep -LRB- sometimes called a cold vent -RRB- is an area of the ocean floor where hydrogen sulfide , methane and other hydrocarbon-rich fluid seepage occurs , often in the form of a brine pool .","['A cold seep -LRB- sometimes called a cold vent -RRB- is an area of the ocean floor where hydrogen sulfide, methane and other hydrocarbon-rich fluid seepage occurs, often in the form of a brine pool.']","A cold seep -LRB- sometimes called a cold vent -RRB- is an area of the ocean floor where hydrogen sulfide , methane and other hydrocarbon-rich liquids leak out of the Earth 's crust , often in the form of a brine pool .",40,0.935137052,0.999933839,-0.501190364,0.759586561,0.999907374,-1.154722095
"simplify: As long as sufficient values are received correctly , the receiver can deduce what the original polynomial was , and hence decode the original data .","['As long as values are received correctly, the receiver can deduce what the original polynomial was, and hence decode the original data.']","As long as sufficient values are received correctly , the receiver can deduce what the original polynomial was , and decode the original data .",41,0.840933642,0.996986747,-1.1598562,0.940689143,0.994577587,-0.821546972
"simplify: The Retezat Mountains have many glacial lakes , including the largest glacial lake in Romania , Bucura Lake -LRB- lacul Bucura -RRB- , which covers 8.9 ha and is situated at an altitude of 2030 metres .",['The Retezat Mountains have many glacial lakes.'],"The Retezat Mountains have many glacial lakes . The largest glacial lake in Romania , Bucura Lake -LRB- lacul Bucura -RRB- is in these mountains .",42,0.225655046,0.998217225,-1.459142566,0.912024451,0.953088641,-1.129411697
simplify: They were at first inspired by The Beatles and other sixties pop groups like The Kinks .,['They were first influenced by the Beatles and other sixties pop groups like The Kinks.'],They were at first inspired by The Beatles and other typical sixties pop groups like The Kinks .,43,0.900095373,0.782467842,-1.413519025,0.974747998,0.90898329,-1.273530841
simplify: The idea of holding a Pan American Games grew from the Central American Games which were first organized in the 1920s .,"['The idea of holding a Pan American Games came from the Central American Games, which were first organized in the 1920s.']","From that time , the Games are held every four years .",44,0.938238722,0.844267964,-1.148101687,0.856195748,0.001162919,-3.61717248
simplify: The actual confidence interval is calculated by entering the measured masses in the formula .,['The actual confidence interval is calculated by entering the measured masses in the formula.'],The actual confidence interval is calculated by entering the measured weights in the formula .,45,0.909414088,0.999902308,-1.094498873,0.975240182,0.60090822,-1.409884453
"simplify: If the lock does n't open , it means they 've counted wrong and they can go back and correct their mistakes .","[""If the lock doesn't open, it means they've done something wrong and they can go back and correct their mistakes.""]","If the lock does n't open , it means they 've counted wrong and they can go back and fix their mistakes .",46,0.927479195,0.827610016,-1.379042149,0.960330947,0.819880247,-1.080959439
"simplify: In addition to writing all six Rocky films , PERSON@1 also wrote Cobra , Driven and Rambo .","['He also wrote Cobra, Driven and Rambo.']","PERSON@1 wrote all six Rocky films , He also wrote Cobra , Driven and Rambo .",47,0.400250192,0.923982561,-2.070286989,0.942043393,0.878669262,-1.459582925
"simplify: Edinho , real name Edino Nazareth Filho , -LRB- born June 5 , 1955 in Rio de Janeiro -RRB- was a football -LRB- soccer -RRB- player from Brazil .","['Edinho Filho -LRB- born 5 June, 1955 -RRB- is a Brazilian football player.']","Edino Nazareth Filho -LRB- born 5 June , 1955 -RRB- is a former Brazilian football player .",48,0.426053882,0.999893308,-1.930819988,0.578680594,0.999929965,-1.664640188
simplify: PERSON@1 -- the sensible and reserved eldest daughter of Mr. and Mrs. PERSON@2 .,['PERSON@1 -- the sensible and reserved eldest daughter of Mr. and Mrs. PERSON@2.'],PERSON@3 -- the youngest daughter of Mr. and Mrs. PERSON@2 .,49,0.899837142,0.999889314,-1.294874191,0.921652839,0.854435325,-1.962599158
simplify: He has reported for Independent Television News -LRB- ITN -RRB- .,['He has reported for Independent Television News -LRB- ITN -RRB-'],He has reported for Independent Television News .,50,0.867409642,0.990170896,-1.079841256,0.856301645,0.990297496,-2.189986944
simplify: LOCATION@1 is a chemical element with the symbol Sg and atomic number NUMBER@1 .,['LOCATION@1 is a chemical element with the symbol Sg and atomic number NUMBER@1.'],It has the symbol ORGANIZATION@1 . It has the atomic number NUMBER@1 .,51,0.829693253,0.999917209,-0.786786318,0.367688131,0.428269327,-2.247334242
simplify: '' There is her little Balochi-style face with pouting lips and insolent look in the eyes .,['There is her little Balochi-style face with pouting lips and insolent look in the eyes.'],'' There is her ... pouting lips and insolent look in the eyes .,52,0.885693012,0.9994663,-0.561674595,0.910487463,0.988232136,-2.184520483
"simplify: For example , if the frequency of an allele is 20 % in a given population , then among population members , one in five chromosomes will carry that allele .","['For example, if the frequency of an allele is 20 % in a given population, then one in five chromosomes will carry that allele.']",Allele frequencies may be used to describe genetic diversity in a population . If the frequency of any allele is above 1 % it is probable that natural selection is maintaining it at this level .,53,0.745109758,0.998265922,-1.035519361,0.809833669,0.655936122,-3.306137085
"simplify: A thermodynamic cycle consists of a series of thermodynamic processes transferring heat and work , while varying pressure , temperature , and other state variables , eventually returning a system to its initial state .","['A thermodynamic cycle is a series of processes that transfer heat and work, while changing pressure, temperature, and other state variables. These processes return the system to its original state.']",A thermodynamic cycle is a series of thermodynamic processes which returns a system to its initial state .,54,0.844770334,0.999944031,-1.289064169,0.8854441,0.998562753,-1.586438417
"simplify: Her real name was Maria Jansson , but she is known in history as Kisamor -LRB- '' The Mother in Kisa '' -RRB- after the place were she worked .","[""Her real name was Maria Jansson, but she is known in history as Kisamor -LRB- '' The Mother in Kisa '' -RRB- after the place where she worked.""]","Her real name was Maria Jansson , but she was always called Kisamor .",55,0.929331867,0.999939978,-0.579050064,0.874874064,0.999736428,-1.543299556
simplify: She later held the title of Duchess of Teck by marriage .,['She later held the title of Duchess of Teck by marriage.'],She later married the Duke of Teck .,56,0.872103367,0.999902487,-1.13661778,0.898909912,0.868303597,-2.673134327
"simplify: Texas A&M University , often referred to as A&M or TAMU , is a coeducational public research university located in College Station , Texas . It is the flagship institution of the Texas A&M University System .","['Texas A&M University is a public university in College Station, Texas.']","Texas A&M University is a public university in College Station , Texas .",57,0.292825168,0.992463231,-1.496152997,0.333621774,0.992463231,-1.462690353
"simplify: Dikes are mostly built using locally available materials and each has its own risk factor : sand is prone to collapse due to oversaturation by water while dry peat is lighter than water , making the barrier potentially unstable in very dry seasons .",['The sand is prone to collapse due to oversaturation by water while dry peat is lighter than water.'],"Availability of sand ,",58,0.389461648,0.994637132,-1.530215383,0.765283457,0.659072101,-6.872545242
simplify: Italy purchased the city in 1905 and made Mogadishu the capital of Italian Somaliland .,['Italy bought the city in 1905 and made Mogadishu the capital of Italian Somaliland.'],Italy bought the city in 1905 . They made Mogadiscio -LRB- Italian for Mogadishu -RRB- the capital of Italian Somaliland .,59,0.849883143,0.998775065,-0.909824312,0.917619892,0.996852696,-3.914541483
simplify: Maquoketa -LRB- -RRB- is a city in Jackson county in the U.S. state of Iowa .,['Maquoketa is a city in the U.S. state of Iowa.'],Maquoketa is a city of Iowa in the United States .,60,0.521919919,0.974280715,-1.113711119,0.540523246,0.419890583,-2.492396832
"simplify: Many civilians and military officers living or stationed in LOCATION@1 and the LOCATION@2 moved to LOCATION@3 , LOCATION@4 and other cities of LOCATION@5 , LOCATION@6 , and LOCATION@7 , as well as LOCATION@8 .","['Many civilians and military officers living or stationed in LOCATION@1 and the LOCATION@2 moved to LOCATION@3, LOCATION@4 and other cities of LOCATION@5, LOCATION@6, and LOCATION@7, as well as LOCATION@8.']","Many civilians and military officers in LOCATION@1 and the LOCATION@9 moved to LOCATION@4 and other surrounding areas of LOCATION@5 , LOCATION@6 , and LOCATION@7 .",61,0.916584851,0.999939442,-0.535281181,0.922520098,0.998697758,-1.563711762
"simplify: Billericay -LRB- -RRB- is a small commuter town in Essex , England with a population of 40,000 .","['Billericay is a small town in Essex, England.']",The,62,0.406524084,0.951339722,-1.478406549,0.345801702,0.0,-5.380001068
simplify: PERSON@1 -LRB- b. ORGANIZATION@1 NUMBER@1 November NUMBER@2 -- d. LOCATION@1 NUMBER@3 July NUMBER@4 -RRB- was a famous german composer and organist .,"['PERSON@1 -LRB- November NUMBER@1, NUMBER@2 -- July NUMBER@3, NUMBER@4 -RRB- was a famous composer and organist.']",PERSON@1 -LRB- born ORGANIZATION@1 NUMBER@1 November NUMBER@2 -- died LOCATION@1 NUMBER@3 July NUMBER@4 -RRB- was a famous German composer and organist .,63,0.660829557,0.993699372,-1.744970441,0.861390399,0.995329857,-1.631710052
simplify: Kluisbergen is a municipality located in the Belgian province of East Flanders .,['It is located in the Belgian province of East Flanders.'],"It is located at 50 46 North , 03 29 East .",64,0.640772357,0.820642471,-1.792533875,0.742496029,0.000510076,-5.437754154
"simplify: Ian Russell McEwan CBE , FRSA , FRSL -LRB- born 21 June 1948 -RRB- is an English novelist and screenwriter , and one of Britain 's most highly regarded writers .","['Ian Russell McEwan -LRB- born June 21, 1948 -RRB- is an English writer and novelist.']","Ian Russell McEwan CBE , FRSA , FRSL -LRB- born 21 June 1948 -RRB- , is an English novelist -LRB- sometimes nicknamed '' Ian Macabre '' because of the nature of his early work -RRB- .",65,0.443473258,0.998938441,-1.691484809,0.469892129,0.99949491,-2.79337883
simplify: Ultratop is the official Belgian record charts .,['Ultratop is the official Belgian record charts chart.'],Ultratop is the name of the official Belgian record charts .,66,0.94894383,0.282555699,-1.62670207,0.942797589,0.59935528,-3.064779758
simplify: The Best Buy version of the album contains two bonus tracks : '' Hold On '' and an acoustic demo of '' Hate -LRB- I Really Do n't Like You -RRB- '' .,"[""The Best Buy version of the album contains two bonus tracks : '' Hold On '' and an acoustic demo of '' Hate -LRB- I Really Don't Like You -RRB- ''.""]",The Best Buy version of the album contains two bonus tracks : '' Hold On '' and an acoustic demo of '' Hate -LRB- I Really Dont Like You -RRB- '' .,67,0.901298443,0.99992907,-0.937577724,0.782020602,0.99982059,-0.731103897
simplify: This warning was discontinued within NUMBER@1 hours .,['This warning was discontinued within NUMBER@1 hours.'],This warning was removed within NUMBER@1 hours .,68,0.844486554,0.999785542,-1.384956479,0.954383018,0.340440571,-2.052031994
"simplify: It is the home of the Earl and Countess of Strathmore and Kinghorne , and is open to the public .",['It is the home of the Earl and Countess of Strathmore and Kinghorne.'],It is the home of the Earl and Countess of Strathmore and Kinghorne .,69,0.631432992,0.99755162,-0.982159436,0.931756638,0.99755162,-0.803741813
simplify: Electronic gear used by audiophiles can be bought at specialist shops and websites .,['Audio gear for audiophiles can be bought at specialist shops and websites.'],Other websites,70,0.815151275,0.850481868,-1.672365069,0.555711499,0.000608865,-7.3359828
"simplify: The Rocker is a 2008 comedy starring Rainn Wilson , Josh Gad , Teddy Geiger , Emma Stone , Christina Applegate and Jason Sudeikis .",['The Rocker is a 2008 comedy movie.'],Cast,71,0.258826961,0.36801362,-2.164578199,0.547682012,0.0,-7.186322689
simplify: To the south of LOCATION@1 are the LOCATION@2 and the You LOCATION@3 .,['To the south of LOCATION@1 are the LOCATION@2 and the You LOCATION@3.'],"There is a mineral spring at LOCATION@1 , South of LOCATION@1 are the LOCATION@2 and the You LOCATION@3 .",72,0.883004498,0.999896169,-0.795874238,0.940665308,0.641026199,-2.066406727
"simplify: After the death of the child-king Baldwin V , his mother succeeds him as Sibylla of Jerusalem and appoints her disfavoured husband Guy de Lusignan king consort .","['After the death of the child king Baldwin V, his mother succeeds him as Sibylla of Jerusalem and appoints her husband Guy de Lusignan king consort.']",Baldwin V of Jerusalem -LRB- b. 1177 -RRB-,73,0.867099718,0.961574852,-0.744846225,0.757249974,0.004732346,-4.79997921
"simplify: Most commonly , nihilism is presented in the form of existential nihilism which argues that life is without objective meaning , purpose , or intrinsic value .","['Most commonly, nihilism is presented in the form of existential nihilism which argues that life is without objective meaning, purpose, or intrinsic value.']","Nihilism is the belief that values are falsely invented . The term nihilism can also be used to describe the idea that life , or the world , has no distinct meaning or purpose .",74,0.879561619,0.999935031,-0.883883178,0.869994979,0.999875188,-2.789824247
