source_sentence,pred,gold,sentence_id,bert_score_precision_pred_with_brevity_penalty,dae_score_pred,bart_score_pred,bert_precision_gold_with_brevity_penalty,dae_score_gold,bart_score_gold
PERSON y Santib ez PERSON LRB LOCATION NUMBER September NUMBER Villanueva de los ORGANIZATION NUMBER September NUMBER RRB was a nobleman politician and writer of the Baroque era.,person lrb born number september number rrb was a spanish politician and politician. he was the mayor of location.,PERSON y Santib ez PERSON LRB LOCATION September NUMBER NUMBER Villanueva de los ORGANIZATION September NUMBER NUMBER RRB was a nobleman politician and writer of the Spanish Golden Age.,17,0.611402527,0.995562792,-4.748353004,0.90112403,0,-1.256550193
He currently plays for the Japanese team Yokohama F. Marinos.,he plays for japan national team and has played for the japanese national team.,Tetsuya Enomoto LRB born May RRB is a Japanese football player.,18,0.936275601,0.701163113,-3.745502472,0.434431612,0.0010694,-4.625374317
More decreases are planned in the future as the LOCATION hands over more and more of the security responsibility for defending the LOCATION to the Military of the ORGANIZATION.,the organization wants to protect the population in the location as well as the location and the location.,There were NUMBER American military people but now there are about NUMBER.,19,0.585540121,0.124561541,-3.903801441,0.810003154,0.000448974,-4.351177692
In modern usage sophism sophist and sophistry are derogatory terms due to the influence of many past philosophers.,in modern greek philosophy philosophy is the philosophy of philosophy and philosophical philosophy.,In modern usage sophism sophist and sophistry are derogatory terms due the influence of many philosophers in the past LRB sophism and platonism were enemy schools RRB.,20,0.81845076,0.084889539,-3.969491959,0.93265272,0.771986604,-3.585757494
Cadmium iodide CdI is a chemical compound of cadmium and iodine.,cadmium is a chemical chemical compound that is the lead element of lead. it is used as a protective chemical compound.,Cadmium iodide is a chemical compound. Its chemical formula is CdI.,21,0.953760803,0.015052208,-2.756165028,0.588149812,0.99969548,-1.563486576
In professional wrestling a tag team consists of two wrestlers who are working together as a team LRB more than two is called a stable RRB.,a referee lrb also known as a referee rrb is a professional wrestler that is a team of two wrestlers who are one or more wrestlers lrb a team rrb and two doubles wrestlers.,In professional wrestling a tag team is a team of two wrestlers who are working together as a team LRB more than two is called a stable RRB.,22,0.963406086,0.999871433,-3.785592318,0.978569377,0.996141553,-0.572063684
One day when the pianist failed to arrive by show time PERSON took his place.,after his return to location person performed a show when he was not performing.,One day when the pianist did not arrive in time for the show PERSON played instead.,23,0.966334343,0.962361872,-4.94295454,0.364045211,0.999858022,-2.205153465
His replacement was PERSON leaving the band with the line up they retain.,person left the band after the band s leaving the band.,PERSON was his replacement.,24,0.730973907,0.647949576,-3.755820513,0.804654373,0.970143616,-3.209986448
According to the movie ORGANIZATION Six Decades of Magic LRB O O RRB ORGANIZATION Six Decades of Magic LRB O O RRB PERSON could dribble the ball as many as six times a second.,the organization lrb number rrb is one of the most important books in the history of the organization.,Instead he started his own barnstorming team the ORGANIZATION.,25,0.538986981,0.001816809,-4.358537674,0.549414851,0.002853866,-4.119181156
He bled to death after about an hour.,he died of a fever and died of an hour.,Fechter bled to death after about an hour.,26,0.969345272,0.752445281,-3.462070704,0.953162645,0.906031251,-2.967683554
The first inhabitants settled in the territory of today s Ain about B.C..,in the th century the settlement started in the mid s.,The first inhabitants of the Ain arrived around B.C..,27,0.71442267,0.940959454,-5.13243866,0.889965713,0.997722447,-1.135902405
Lost was the recipient of hundreds of US award nominations throughout its run and won numerous industry awards including the Emmy Award for US primetime Outstanding Drama Series in Best American Import at the British Academy Television Awards in the Hollywood Foreign Press Association Golden Globe Award for Best Drama in and a US Screen Actors Guild Award for Outstanding Ensemble in a Drama Series.,in the united states the film was awarded an emmy award for best drama series in. it won two emmy awards for best dramatic drama drama drama.,It won many awards including the Emmy Award for outstanding drama series in and best American import at the British Academy Television Awards also in.,28,0.33207001,0.991683841,-3.68677187,0.533175106,0.999532044,-2.112386942
The track s reputation improved so much the Mile Race became part of the Formula One World Championship for NUMBER years LRB NUMBER NUMBER RRB even though none of the Indy drivers raced in Formula One and only ORGANIZATION s PERSON of the NUMBER drivers at the time raced in the NUMBER.,in number the number number championship was held at the number location in location. it was the first time that the number lrb number rrb was held in number.,The Mile Race became part of the Formula One World Championship for NUMBER years LRB NUMBER NUMBER RRB. None of the regular Indy drivers raced in Formula One.,29,0.469124736,0.626490712,-4.36243391,0.894246542,0,-0.836595297
The stories became the basis of the animated television series produced by Cookie Jar Entertainment of Canada and Bee Train of Japan.,the series was created by the canadian television network canadian broadcasting corporation and the television network of canada.,The animated series is produced by Cookie Jar Entertainment of Canada and Bee Train of Japan.,30,0.951431555,0.022488954,-4.394568443,0.936155744,0.928939044,-1.183229208
Wartburgkreis is a PERSON LRB district RRB in the west of LOCATION LOCATION.,person lrb german district rrb is a district in the district of location in location location.,Wartburgkreis is a Landkreis LRB rural district RRB in the west of LOCATION LOCATION.,31,0.920176089,0.486286163,-4.961595058,0.712776749,0.999497294,-2.409605265
For example many different things can be red.,some of them can be made into different colors.,For example many different things can be the color red.,32,0.935501039,0.997235,-3.132020235,0.946053664,0.887124717,-2.110282183
Afrodisiac is the fourth studio album by American singer Brandy released by Atlantic Records on June on most international territories and on June LRB see in music RRB in Canada and the United States.,the album was released on april in the united states and canada on june in canada and canada.,Afrodisiac is the fourth studio album by American R B O pop singer Brandy released by Atlantic Records on June outside North America and on June LRB see in music RRB in Canada and the United States.,33,0.385935275,0.87990123,-4.197582722,0.831605734,0.989257634,-1.932198048
Early life PERSON was born on NUMBER June NUMBER at LOCATION in LOCATION LOCATION.,person was born on june number number in location location.,PERSON was born in LOCATION LOCATION LOCATION.,34,0.672882813,0.855927408,-3.399441481,0.746839776,0.553991437,-2.050712824
The second place rider PERSON became the race s official winner.,person s first race was the first race of the person s team.,As PERSON forfeited his Tour title the second place rider PERSON became the race s official winner.,35,0.883645937,0.273629338,-4.320621967,0.811640508,0.571451128,-2.572869062
Northampton Town Football Club LRB RRB LRB often simply known as Northampton or by their nickname The Cobblers after the local shoemaking industry RRB are an English professional football club based in Northampton Northamptonshire.,the town is a small town in the united kingdom. it is home to the town of coventry who play for the coventry saints.,Northampton Town F.C. is an English football club.,36,0.430800263,0.173706934,-3.942181826,0.366586042,0.993404567,-2.058280945
Rawson E. Cicero a portrait LRB O O RRB p. Cicero used his knowledge of Greek to translate many of the theoretical concepts of Greek philosophy into Latin thus translating Greek philosophical works for a larger audience.,he wrote a grammar of greek classical mythology lrb latin latin rrb.,Works by Cicero,37,0.295377357,0.985825896,-5.623891354,0.754073565,0.467625052,-3.699230909
The importance of such industry is still seen in the town in the present day in companies such as LOCATION and PERSON.,in the history of location people in location are still people in the towns of location.,Companies such as LOCATION and PERSON are still based in the town.,38,0.732444238,0.205387369,-4.200430393,0.876345372,0.783322513,-1.562454462
In February an expedition led by Conservation International reported finding a population of the mammals as part of what they described as a Lost world of wildlife in the Foja Mountains of Papua Province Indonesia.,in a study of animals in a range of animals reported that there were an estimated number of animals living on the island of papua which were reported by a team of researchers.,In February of an expedition led by Conservation International reported finding a population of the mammals as part of what they described as a Lost world of wildlife in the Foja Mountains of Papua Province Indonesia.,39,0.795616293,0.999643564,-4.067857265,0.985725386,0.964732826,-0.847971916
A cold seep LRB sometimes called a cold vent RRB is an area of the ocean floor where hydrogen sulfide methane and other hydrocarbon rich fluid seepage occurs often in the form of a brine pool.,a hydrothermal vent is a type of lake that is usually found in shallow water near the bottom of the sea.,A cold seep LRB sometimes called a cold vent RRB is an area of the ocean floor where hydrogen sulfide methane and other hydrocarbon rich liquids leak out of the Earth s crust often in the form of a brine pool.,40,0.529100853,0.999126136,-3.201805115,0.759586561,0.999907374,-1.154722095
As long as sufficient values are received correctly the receiver can deduce what the original polynomial was and hence decode the original data.,this means that the original value of the data is the same as the original original value and therefore the resulting result is correct.,As long as sufficient values are received correctly the receiver can deduce what the original polynomial was and decode the original data.,41,0.908490661,0.633580089,-2.994715452,0.940689143,0.994577587,-0.821546972
The Retezat Mountains have many glacial lakes including the largest glacial lake in Romania Bucura Lake LRB lacul Bucura RRB which covers. ha and is situated at an altitude of metres.,it is found in the region of location in the u. s.. lrb about km rrb of location.,The Retezat Mountains have many glacial lakes. The largest glacial lake in Romania Bucura Lake LRB lacul Bucura RRB is in these mountains.,42,0.423491633,0.772773385,-5.850573063,0.912024451,0.953088641,-1.129411697
They were at first inspired by The Beatles and other sixties pop groups like The Kinks.,they were the most famous bands from the late s and early s.,They were at first inspired by The Beatles and other typical sixties pop groups like The Kinks.,43,0.67593369,0.001071083,-4.234990597,0.974747998,0.90898329,-1.273530841
The idea of holding a Pan American Games grew from the Central American Games which were first organized in the s.,in the united states the first international games were held in the city of location.,From that time the Games are held every four years.,44,0.733689031,0.150084138,-3.896606922,0.856195748,0.001162919,-3.61717248
The actual confidence interval is calculated by entering the measured masses in the formula.,the measured mean of the gas is measured by the method used by the actual measurements in the ersatz.,The actual confidence interval is calculated by entering the measured weights in the formula.,45,0.975725532,0.023126833,-4.533611774,0.975240182,0.60090822,-1.409884453
If the lock does n t open it means they ve counted wrong and they can go back and correct their mistakes.,when the player s choice to move back to the game if they do wrong wrong if they turn up.,If the lock does n t open it means they ve counted wrong and they can go back and fix their mistakes.,46,0.806480472,0.125161141,-4.81035471,0.960330947,0.819880247,-1.080959439
In addition to writing all six Rocky films PERSON also wrote Cobra Driven and Rambo.,he was also the main lead villain in the movie directed by person.,PERSON wrote all six Rocky films He also wrote Cobra Driven and Rambo.,47,0.756255039,0.007477016,-4.818401814,0.942043393,0.878669262,-1.459582925
Edinho real name Edino Nazareth Filho LRB born June in Rio de Janeiro RRB was a football LRB soccer RRB player from Brazil.,monteiro lrb born july rrb is a brazilian football player.,Edino Nazareth Filho LRB born June RRB is a former Brazilian football player.,48,0.399231227,0.999653518,-5.173780918,0.578680594,0.999929965,-1.664640188
PERSON the sensible and reserved eldest daughter of Mr. and Mrs. PERSON.,she was the eldest daughter of person and the eldest child of person.,PERSON the youngest daughter of Mr. and Mrs. PERSON.,49,0.935071729,0.483564556,-2.776659727,0.921652839,0.854435325,-1.962599158
He has reported for Independent Television News LRB ITN RRB.,he has worked for bbc radio and television television including bbc radio n t lrb rrb and the independent newspaper.,He has reported for Independent Television News.,50,0.970980942,0.999653399,-5.212620258,0.856301645,0.990297496,-2.189986944
LOCATION is a chemical element with the symbol Sg and atomic number NUMBER.,location is the atomic number and its atomic number is number.,It has the symbol ORGANIZATION. It has the atomic number NUMBER.,51,0.743725036,0.29877907,-2.918383121,0.367688131,0.428269327,-2.247334242
 There is her little Balochi style face with pouting lips and insolent look in the eyes.,she is also a kind of girl in the karpat and is a kind girl in her country., There is her... pouting lips and insolent look in the eyes.,52,0.837802768,0.009179868,-4.404459953,0.910487463,0.988232136,-2.184520483
For example if the frequency of an allele is in a given population then among population members one in five chromosomes will carry that allele.,in the case of chromosomes there is a total number of chromosomes and there are about number genes in each species.,Allele frequencies may be used to describe genetic diversity in a population. If the frequency of any allele is above it is probable that natural selection is maintaining it at this level.,53,0.75983682,0.044665694,-3.797277689,0.809833669,0.655936122,-3.306137085
A thermodynamic cycle consists of a series of thermodynamic processes transferring heat and work while varying pressure temperature and other state variables eventually returning a system to its initial state.,thermodynamic equilibrium is a process where a system is stored in a liquid state lrb thermosynamic state rrb and then then changes to a slow rate of temperature.,A thermodynamic cycle is a series of thermodynamic processes which returns a system to its initial state.,54,0.742756006,0.693238854,-4.625702858,0.8854441,0.998562753,-1.586438417
Her real name was Maria Jansson but she is known in history as Kisamor LRB The Mother in Kisa RRB after the place were she worked.,she was the mother of the first woman in the history of location.,Her real name was Maria Jansson but she was always called Kisamor.,55,0.486944437,0.695023358,-3.634776354,0.874874064,0.999736428,-1.543299556
She later held the title of Duchess of Teck by marriage.,she was the wife of the duke of location and was married to the duke.,She later married the Duke of Teck.,56,0.97384876,0.996361136,-2.826284885,0.898909912,0.868303597,-2.673134327
Texas A M University often referred to as A M or TAMU is a coeducational public research university located in College Station Texas. It is the flagship institution of the Texas A M University System.,the university of texas is a public university located in houston texas.,Texas A M University is a public university in College Station Texas.,57,0.310552962,0.760828257,-3.742418051,0.333621774,0.992463231,-1.462690353
Dikes are mostly built using locally available materials and each has its own risk factor sand is prone to collapse due to oversaturation by water while dry peat is lighter than water making the barrier potentially unstable in very dry seasons.,this is due to the presence of sand which is not allowed to move through the surface but is possible to be avoided by water erosion.,Availability of sand ,58,0.534993363,0.999689758,-3.602040052,0.765283457,0.659072101,-6.872545242
Italy purchased the city in and made Mogadishu the capital of Italian Somaliland.,in the middle of somaliland the somali city of ethiopia became the capital of the somaliland. it became part of ethiopia.,Italy bought the city in. They made Mogadiscio LRB Italian for Mogadishu RRB the capital of Italian Somaliland.,59,0.94757086,0.999184847,-4.039567471,0.917619892,0.996852696,-3.914541483
Maquoketa LRB RRB is a city in Jackson county in the U.S. state of Iowa.,it is a city of iowa in the united states.,Maquoketa is a city of Iowa in the United States.,60,0.529748718,0.212520868,-4.08719635,0.540523246,0.419890583,-2.492396832
Many civilians and military officers living or stationed in LOCATION and the LOCATION moved to LOCATION LOCATION and other cities of LOCATION LOCATION and LOCATION as well as LOCATION.,in location location location and location were part of the government of location.,Many civilians and military officers in LOCATION and the LOCATION moved to LOCATION and other surrounding areas of LOCATION LOCATION and LOCATION.,61,0.435325116,0.682568431,-4.426814556,0.922520098,0.998697758,-1.563711762
Billericay LRB RRB is a small commuter town in Essex England with a population of.,it is a small town in the united kingdom.,The,62,0.439709723,0.364300579,-3.92032814,0.345801702,0,-5.380001068
PERSON LRB b. ORGANIZATION NUMBER November NUMBER d. LOCATION NUMBER July NUMBER RRB was a famous german composer and organist.,person lrb july number number november number number rrb was a german composer and organist.,PERSON LRB born ORGANIZATION NUMBER November NUMBER died LOCATION NUMBER July NUMBER RRB was a famous German composer and organist.,63,0.661870234,0.918224752,-4.731981277,0.861390399,0.995329857,-1.631710052
Kluisbergen is a municipality located in the Belgian province of East Flanders.,it is located in the belgian province of west flanders.,It is located at North East.,64,0.680502717,0.677411735,-4.21485424,0.742496029,0.000510076,-5.437754154
Ian Russell McEwan CBE FRSA FRSL LRB born June RRB is an English novelist and screenwriter and one of Britain s most highly regarded writers.,it was born in inverness scotland lrb born july rrb is a scottish writer and writer.,Ian Russell McEwan CBE FRSA FRSL LRB born June RRB is an English novelist LRB sometimes nicknamed Ian Macabre because of the nature of his early work RRB.,65,0.513382486,0.991426885,-5.042169094,0.469892129,0.99949491,-2.79337883
Ultratop is the official Belgian record charts.,the belgian national football club is the national football team of belgium.,Ultratop is the name of the official Belgian record charts.,66,0.965591967,0.125383258,-3.842583179,0.942797589,0.59935528,-3.064779758
The Best Buy version of the album contains two bonus tracks Hold On and an acoustic demo of Hate LRB I Really Do n t Like You RRB.,the album is based on the music of the band s first album lrb o o rrb.,The Best Buy version of the album contains two bonus tracks Hold On and an acoustic demo of Hate LRB I Really Dont Like You RRB.,67,0.511026575,0.006150489,-4.415011883,0.782020602,0.99982059,-0.731103897
This warning was discontinued within NUMBER hours.,on number february number was stopped by a warning of number mph.,This warning was removed within NUMBER hours.,68,0.950047374,0.033963818,-6.421003819,0.954383018,0.340440571,-2.052031994
It is the home of the Earl and Countess of Strathmore and Kinghorne and is open to the public.,it is located in the royal park of windsor and the royal court of windsor on the north west of the royal palace and is on the south side of the park.,It is the home of the Earl and Countess of Strathmore and Kinghorne.,69,0.938379586,0.953596532,-3.662431955,0.931756638,0.99755162,-0.803741813
Electronic gear used by audiophiles can be bought at specialist shops and websites.,electronic audiophiles are used by many shops and electronic shops such as electronic shops.,Other websites,70,0.982361794,0.218118325,-3.690945864,0.555711499,0.000608865,-7.3359828
The Rocker is a comedy starring Rainn Wilson Josh Gad Teddy Geiger Emma Stone Christina Applegate and Jason Sudeikis.,the band was formed in april and is the lead singer and best friend john mattei and songwriter matt beckham. they are best known for their comedy comedy comedy pop rock.,Cast,71,0.96038425,0.12802808,-5.036983967,0.547682012,0,-7.186322689
To the south of LOCATION are the LOCATION and the You LOCATION.,the location and location are the same as the location.,There is a mineral spring at LOCATION South of LOCATION are the LOCATION and the You LOCATION.,72,0.84479665,0.753211319,-3.099583149,0.940665308,0.641026199,-2.066406727
After the death of the child king Baldwin V his mother succeeds him as Sibylla of Jerusalem and appoints her disfavoured husband Guy de Lusignan king consort.,after the death of john iv of antioch he took over the throne of antioch and became king of the byzantine empire.,Baldwin V of Jerusalem LRB b. RRB ,73,0.70227881,0.02802575,-3.993836164,0.757249974,0.004732346,-4.79997921
Most commonly nihilism is presented in the form of existential nihilism which argues that life is without objective meaning purpose or intrinsic value.,in philosophy philosophy philosophy is about the expression of self expression in a non existentismism. it is considered to be non non existential.,Nihilism is the belief that values are falsely invented. The term nihilism can also be used to describe the idea that life or the world has no distinct meaning or purpose.,74,0.91045577,0.978125691,-4.371468544,0.869994979,0.999875188,-2.789824247
Marie Antoinette LRB pronounced RRB LRB Vienna November Paris October RRB was an Archduchess of Austria and Queen of France and of Navarre.,anastasia lrb born october rrb was a french princess of france and queen of france of france.,Marie Antoinette LRB born Maria Antonia Josepha Archduchess of Bavaria RRB LRB November in Vienna October in Paris RRB was an Archduchess of Austria and a Queen of France and Navarre.,75,0.619333942,0.999016106,-4.908272743,0.773364544,0.999895751,-2.11835742
The ORGANIZATION is open to the public.,the organization is open to public public. it is open and open to the public.,The house is open to the public.,76,0.949095428,0.291789591,-3.049869299,0.870997982,0.513064504,-2.571825743
Cheese is produced throughout the world in wide ranging flavors textures and forms.,it is made of different kinds of foods grown in the region. it is grown in different regions throughout the world.,Different types of cheese include ,77,0.925983906,0.948524892,-2.887779236,0.772913297,0.465005904,-5.210314274
Outward appearance Throughout the series Harry is described as sporting his father s perpetually untidy black hair his mother s bright green eyes and a lightning bolt shaped scar on his forehead.,he is most famous as a young man who looks like a cartoonish figure on his face and has a bright eye on his eyes.,Throughout the entire series Harry sports his father s perpetually untidy black hair his mother s green eyes and a lightning bolt shaped scar on his forehead because of his encounter with Lord Voldemort and round thick eyeglasses.,78,0.530989594,0.989706933,-3.950978279,0.819350216,0.999892712,-2.441000462
Billboard LRB Positive RRB link,lrb lrb rrb rrb lrb o rrb,This studio album was released June in the United States June in Australia and on May in Europe.,79,0.806451709,0.212911487,-4.510117054,0.80093056,0.001032685,-4.322354317
he did his Phd in london. RRB ,he completed his phd in physics from london.,Department of Renewable Energy,80,0.948186696,0.997374833,-3.158193111,0.61101187,0.008526793,-5.06714201
NUMBER ndash PERSON French painter and graphic artist LRB d. NUMBER RRB ,person lrb d. number rrb is a french painter.,NUMBER PERSON painter and graphic artist LRB d. NUMBER RRB ,81,0.567770042,0.906561375,-3.895644903,0.825710835,0.906741798,-1.402586579
No songs from the album have ever been performed live by Pink Floyd since although Roger Waters has played a number of the songs live on all of his subsequent solo tours starting with his very first such tour promoting The Pros and Cons of Hitchhiking in.,the band has performed live on many of the world s biggest tours of all time and has also performed live live at the same time for many years including the band s live tour of the show.,None of the album s songs has ever been performed live by Pink Floyd though some have been performed live by Waters during solo tours.,82,0.618820597,0.261044592,-4.10220623,0.739369651,0.999714553,-2.201273203
He then attended the Methodist affiliated Boston University earning an A.B. in and went on to graduate from Boston University School of Law in.,he studied law at the university of virginia and was admitted to the bar in.,In Bates was elected Governor holding office from to.,83,0.499851012,0.99882257,-3.011396885,0.357477712,0.000665477,-4.639742374
It is the band s only album produced by Rick Rubin.,the album is the first album by the band s studio album. it was released on the album label., LRB The Subliminal Verses RRB is the third studio album by American alternative metal rock band Slipknot.,84,0.948491454,0.117892303,-3.199825048,0.817916464,0.001810254,-4.907991886
The dealer shuffles the cards the player on the chair to their right cuts and the dealer deals the appropriate number of cards to the players one at a time beginning with the player to their left.,the players play one card from the deck of each player. the two players play the same cards as the other player.,The deck is then cut and the appropriate number of cards are dealt face down to the players.,85,0.54623362,0.740068972,-2.999107838,0.623166365,0.999849021,-2.701326132
The ORGANIZATION however turned disarmed soldiers and civilians over to the partisan forces.,the germans were forced to move to the town. they refused to leave.,The ORGANIZATION then turned over a number of them to the partisan forces.,86,0.681760382,0.000109572,-3.917086363,0.797476795,0.995332122,-2.532021999
They vary in size but are usually not much larger than the areola.,it is very small in size but are smaller than the smaller ones.,They vary in size and are usually not much larger than the persons areola.,87,0.901073391,0.987882972,-3.271553993,0.674600767,0.841324985,-1.894640446
The first eyeborg was created in England in by Adam Montandon in collaboration with colourblind artist Neil Harbisson.,in the united kingdom he was the first artist to be awarded a gold medal by the royal academy.,The first eyeborg was made in England in by Adam Montandon in collaboration with colourblind artist Neil Harbisson.,88,0.778555076,0.030651039,-4.081546307,0.688592703,0.950813472,-0.862324953
PERSON had experienced PERSON s tardiness stage fright and inability to remember lines during production of The Seven Year Itch.,person s treatment of the head was difficult to prevent the treatment of person s head.,PERSON had experienced PERSON s lateness stage fright and inability to remember lines during production of The Seven Year Itch.,89,0.652338827,0.034063574,-4.921195507,0.957405012,0.923560858,-1.332830906
The translation table rules established in this fashion are flushed after a short period without new traffic refreshing their state.,the standard rules were changed to use the same system in the use of the current rules.,The translation table rules established in the above way are cleared after a short period without new traffic refreshing their state.,90,0.639080449,0.000563402,-3.668106079,0.967502434,0.870657027,-1.775660872
Chess boxing is a hybrid sport which combines the sport of boxing with games of chess in alternating rounds.,chess chess is a sport played in the summer of bc.,Chess boxing is a mixed sport which puts together the sport of boxing with games of chess in every other round.,91,0.454955658,0.066965327,-4.064589977,0.885104032,0.999757826,-2.234913588
They are rebuilds with reconditioned engines of former Class NUMBER locomotives originally introduced in NUMBER.,in number number locomotives were built from number to number. they were rebuilt in number.,They are rebuilds with new engines of older Class NUMBER locomotives originally introduced in NUMBER.,92,0.779949471,0.45438543,-3.686650515,0.922465951,0.85019505,-1.746250987
His older brother died in and Charles Emmanuel then became heir apparent.,he was the son of charles iii and his wife died in.,His older brother the Prince of Piedmont died in and then Charles Emmanuel became Heir apparent.,93,0.617998297,0.99545455,-4.041017056,0.946775664,0.637279809,-2.606327534
It is a successor to the famous World War II Jeep vehicle by way of the Willys civilian Jeep LRB CJ RRB in the s later produced by Kaiser Jeep and by American Motors LRB AMC RRB.,it was built by the british company organization lrb built in by the united states rrb. it was also used by american military vehicles.,It replaced the Jeep CJ which came from the World War II Jeep or Willys MB.,94,0.674315031,0.996295631,-4.822906494,0.829063155,0.999891877,-3.51062727
