source_sentence,pred,gold,sentence_id,bert_score_precision_pred_with_brevity_penalty,dae_score_pred,bart_score_pred,bert_precision_gold_with_brevity_penalty,dae_score_gold,bart_score_gold
The name combines the names of Laurentia the name given to the North American craton and Eurasia. As suggested by the geologic naming Laurasia included most of the landmasses which make up today s continents of the Northern Hemisphere chiefly Laurentia LRB i.e. the core North American continent RRB Baltica Siberia Kazakhstania and the North China and East China cratons.,the world s largest continent lrb including the northern hemisphere rrb is the largest continent in the world including the southern hemisphere s northern hemisphere lrb antarctica rrb the great divide between the continents of asia and north america rrb.,Laurasia included most of the landmasses which make up today s continents of the northern hemisphere chiefly Laurentia LRB the name given to the North American craton RRB Europe Baltica Siberia Kazakhstan and China.,10,0.575621061,0.997839332,-4.277979374,0.323640748,0,-1.623785138
LOCATION LRB RRB is a commune in the Nord department in northern LOCATION.,location is twinned with location. it is twinned to location.,LOCATION is twinned with ,11,0.676964233,0.004998401,-3.629477978,0.316167419,0.01888036,-3.464788198
In computing a serial port is a serial communication physical interface through which information transfers in or out one bit at a time LRB contrast parallel port RRB.,compressing a write is a process in which a computer is transmitted to another computer at a time. computing is also used to transfer data between a physical physical device.,In computing a serial port is a serial communication physical interface through which information transfers either in or out one bit at a time LRB in contrast with parallel port RRB.,12,0.877728939,0.995343268,-3.660815954,0.669161246,0.997556448,-1.368359447
It has been determined by the ORGANIZATION to be part of the German Spitz breed and in many countries they are known as the Zwergspitz LRB Dwarf Spitz RRB or Toy German PERSON.,the location is a fictional dog from location location location.,The Pomeranian is a dog from LOCATION LRB in LOCATION and LOCATION RRB.,13,0.300674764,0.000965997,-5.900695801,0.599540273,0.077601641,-3.130821705
Henryk started piano and harmony training with his mother when he was and at age turned to the violin receiving instruction from Maurice Frenkel.,he learned to play piano when he was six years old when he played piano.,Henryk started to learn the piano from his mother when he was five.,14,0.428618332,0.347955346,-3.547700405,0.840130383,0.999315143,-3.533702374
a.k.a. Pro Player Park LRB RRB ,the organization are a organization in location location location.,The ORGANIZATION are a ORGANIZATION team in LOCATION LOCATION.,15,0.858766019,0.000650297,-6.136189938,0.814329445,0.003990107,-4.749712944
He published partial research results in a NUMBER book.,he wrote a number of articles about his work in number.,He published some of his research in a NUMBER book.,16,0.935288727,0.99683094,-2.980827093,0.932265382,0.960930467,-1.973982692
PERSON y Santib ez PERSON LRB LOCATION NUMBER September NUMBER Villanueva de los ORGANIZATION NUMBER September NUMBER RRB was a nobleman politician and writer of the Baroque era.,person person lrb may number number may number rrb was a spanish poet and poet. he lived in location location location.,PERSON y Santib ez PERSON LRB LOCATION September NUMBER NUMBER Villanueva de los ORGANIZATION September NUMBER NUMBER RRB was a nobleman politician and writer of the Spanish Golden Age.,17,0.638218427,0.829905629,-5.168040752,0.90112403,0,-1.256550193
He currently plays for the Japanese team Yokohama F. Marinos.,enohito nishimoto lrb born may rrb is a former japanese football player.,Tetsuya Enomoto LRB born May RRB is a Japanese football player.,18,0.936275601,0.028220411,-6.188678741,0.434431612,0.0010694,-4.625374317
More decreases are planned in the future as the LOCATION hands over more and more of the security responsibility for defending the LOCATION to the Military of the ORGANIZATION.,people who lived there were about number people. there are about number american soldiers.,There were NUMBER American military people but now there are about NUMBER.,19,0.497156707,0.00035666,-5.443311214,0.810003154,0.000448974,-4.351177692
In modern usage sophism sophist and sophistry are derogatory terms due to the influence of many past philosophers.,in latin america lrb latin american schools rrb is one of the most popular schools of modern day and is considered as an antisticsticist.,In modern usage sophism sophist and sophistry are derogatory terms due the influence of many philosophers in the past LRB sophism and platonism were enemy schools RRB.,20,0.942458451,0.646120667,-5.452144623,0.93265272,0.771986604,-3.585757494
Cadmium iodide CdI is a chemical compound of cadmium and iodine.,it is made by reacting the chemical compound iodide.,Cadmium iodide is a chemical compound. Its chemical formula is CdI.,21,0.774930652,0.973527849,-3.974067688,0.588149812,0.99969548,-1.563486576
In professional wrestling a tag team consists of two wrestlers who are working together as a team LRB more than two is called a stable RRB.,a team is a team of two wrestlers lrb usually called a tag team rrb lrb two tag team teams rrb.,In professional wrestling a tag team is a team of two wrestlers who are working together as a team LRB more than two is called a stable RRB.,22,0.658443008,0.904483199,-3.957916737,0.978569377,0.996141553,-0.572063684
One day when the pianist failed to arrive by show time PERSON took his place.,during the show person played the piano at the end of the show the pianist was not allowed to play it.,One day when the pianist did not arrive in time for the show PERSON played instead.,23,0.966334343,0.996226072,-3.368729591,0.364045211,0.999858022,-2.205153465
His replacement was PERSON leaving the band with the line up they retain.,person was replaced by person. person replaced person.,PERSON was his replacement.,24,0.717683472,0.009445011,-4.507549763,0.804654373,0.970143616,-3.209986448
According to the movie ORGANIZATION Six Decades of Magic LRB O O RRB ORGANIZATION Six Decades of Magic LRB O O RRB PERSON could dribble the ball as many as six times a second.,he started the organization as a team with the organization.,Instead he started his own barnstorming team the ORGANIZATION.,25,0.317051165,0.000170055,-4.661799431,0.549414851,0.002853866,-4.119181156
He bled to death after about an hour.,he died of a fever and died on august.,Fechter bled to death after about an hour.,26,0.969345272,0.002910123,-4.328821182,0.953162645,0.906031251,-2.967683554
The first inhabitants settled in the territory of today s Ain about B.C..,the first inhabitants lived in the area from c.. bc.,The first inhabitants of the Ain arrived around B.C..,27,0.687962571,0.995451152,-3.654628277,0.889965713,0.997722447,-1.135902405
Lost was the recipient of hundreds of US award nominations throughout its run and won numerous industry awards including the Emmy Award for US primetime Outstanding Drama Series in Best American Import at the British Academy Television Awards in the Hollywood Foreign Press Association Golden Globe Award for Best Drama in and a US Screen Actors Guild Award for Outstanding Ensemble in a Drama Series.,in he won an emmy award for best original play in the united kingdom and won an academy award in television drama in and in two other awards.,It won many awards including the Emmy Award for outstanding drama series in and best American import at the British Academy Television Awards also in.,28,0.33207001,0.999085188,-4.13784647,0.533175106,0.999532044,-2.112386942
The track s reputation improved so much the Mile Race became part of the Formula One World Championship for NUMBER years LRB NUMBER NUMBER RRB even though none of the Indy drivers raced in Formula One and only ORGANIZATION s PERSON of the NUMBER drivers at the time raced in the NUMBER.,the number championship was the first race of the number formula one championship. the race was held between number and number at number.,The Mile Race became part of the Formula One World Championship for NUMBER years LRB NUMBER NUMBER RRB. None of the regular Indy drivers raced in Formula One.,29,0.406772714,0.487655669,-4.630746841,0.894246542,0,-0.836595297
The stories became the basis of the animated television series produced by Cookie Jar Entertainment of Canada and Bee Train of Japan.,the game is made by chocolate factory and is produced by cookie jar. it is the first game made by organization.,The animated series is produced by Cookie Jar Entertainment of Canada and Bee Train of Japan.,30,0.818673664,0.001465933,-4.370031834,0.936155744,0.928939044,-1.183229208
Wartburgkreis is a PERSON LRB district RRB in the west of LOCATION LOCATION.,location is a district of location in the north west of location lrb modern location rrb.,Wartburgkreis is a Landkreis LRB rural district RRB in the west of LOCATION LOCATION.,31,0.920176089,0.478843212,-4.657091618,0.712776749,0.999497294,-2.409605265
For example many different things can be red.,the color of colors can be different from red or red.,For example many different things can be the color red.,32,0.935501039,0.969222844,-3.423619986,0.946053664,0.887124717,-2.110282183
Afrodisiac is the fourth studio album by American singer Brandy released by Atlantic Records on June on most international territories and on June LRB see in music RRB in Canada and the United States.,the album was released on june in canada on the united states and canada on june and in the united kingdom.,Afrodisiac is the fourth studio album by American R B O pop singer Brandy released by Atlantic Records on June outside North America and on June LRB see in music RRB in Canada and the United States.,33,0.444033058,0.957621396,-4.240344524,0.831605734,0.989257634,-1.932198048
Early life PERSON was born on NUMBER June NUMBER at LOCATION in LOCATION LOCATION.,person was born in location location. he was born location in location.,PERSON was born in LOCATION LOCATION LOCATION.,34,0.809740334,0.55591923,-3.661096096,0.746839776,0.553991437,-2.050712824
The second place rider PERSON became the race s official winner.,person s team won the race and person s first time the race was in number.,As PERSON forfeited his Tour title the second place rider PERSON became the race s official winner.,35,0.942555666,0.989402413,-4.679119587,0.811640508,0.571451128,-2.572869062
Northampton Town Football Club LRB RRB LRB often simply known as Northampton or by their nickname The Cobblers after the local shoemaking industry RRB are an English professional football club based in Northampton Northamptonshire.,f. f. c. is a football club that plays in england.,Northampton Town F.C. is an English football club.,36,0.185689769,0.996545553,-3.653789997,0.366586042,0.993404567,-2.058280945
Rawson E. Cicero a portrait LRB O O RRB p. Cicero used his knowledge of Greek to translate many of the theoretical concepts of Greek philosophy into Latin thus translating Greek philosophical works for a larger audience.,history of trojans by shakespeare and others are known by the romans.,Works by Cicero,37,0.299721142,0.001129057,-4.779529095,0.754073565,0.467625052,-3.699230909
The importance of such industry is still seen in the town in the present day in companies such as LOCATION and PERSON.,the town of location was founded in number by person in location.,Companies such as LOCATION and PERSON are still based in the town.,38,0.541009948,0.285388738,-4.752296925,0.876345372,0.783322513,-1.562454462
In February an expedition led by Conservation International reported finding a population of the mammals as part of what they described as a Lost world of wildlife in the Foja Mountains of Papua Province Indonesia.,in the early days of the unsciences a group of people living in the kara karakorum region of the u. s. territory were found by a team of tibetans in an expedition to find the missing whales.,In February of an expedition led by Conservation International reported finding a population of the mammals as part of what they described as a Lost world of wildlife in the Foja Mountains of Papua Province Indonesia.,39,0.863811975,0.998782456,-4.497903824,0.985725386,0.964732826,-0.847971916
A cold seep LRB sometimes called a cold vent RRB is an area of the ocean floor where hydrogen sulfide methane and other hydrocarbon rich fluid seepage occurs often in the form of a brine pool.,the deep water is a part of the deep ocean that is mostly filled with water lrb water rrb that is found in the deepest parts of the ocean.,A cold seep LRB sometimes called a cold vent RRB is an area of the ocean floor where hydrogen sulfide methane and other hydrocarbon rich liquids leak out of the Earth s crust often in the form of a brine pool.,40,0.702076131,0.999725759,-3.641679049,0.759586561,0.999907374,-1.154722095
As long as sufficient values are received correctly the receiver can deduce what the original polynomial was and hence decode the original data.,however the algorithm is now known as the correct algorithm because the original algorithm was used to correct the errors and therefore the resulting result could not be correct.,As long as sufficient values are received correctly the receiver can deduce what the original polynomial was and decode the original data.,41,0.961931288,0.385273039,-3.490576029,0.940689143,0.994577587,-0.821546972
The Retezat Mountains have many glacial lakes including the largest glacial lake in Romania Bucura Lake LRB lacul Bucura RRB which covers. ha and is situated at an altitude of metres.,the lake is the largest lake in the region of suceava. there are four lake lakes in the province of laci lac cucucururu lacu laca.,The Retezat Mountains have many glacial lakes. The largest glacial lake in Romania Bucura Lake LRB lacul Bucura RRB is in these mountains.,42,0.67967793,0.621416867,-5.262798786,0.912024451,0.953088641,-1.129411697
They were at first inspired by The Beatles and other sixties pop groups like The Kinks.,they were influenced by the beatles and the beatles. they were inspired by the music of the beatles who were also from the bands.,They were at first inspired by The Beatles and other typical sixties pop groups like The Kinks.,43,0.98010385,0.999747932,-3.436971426,0.974747998,0.90898329,-1.273530841
The idea of holding a Pan American Games grew from the Central American Games which were first organized in the s.,the games are held every year from to.,From that time the Games are held every four years.,44,0.328002155,0.000419011,-3.3645432,0.856195748,0.001162919,-3.61717248
The actual confidence interval is calculated by entering the measured masses in the formula.,the formula is calculated from the confidence in the confidence intervals. the confidence is calculated by weighing the weight of the weights.,The actual confidence interval is calculated by entering the measured weights in the formula.,45,0.975725532,0.422558129,-3.484233856,0.975240182,0.60090822,-1.409884453
If the lock does n t open it means they ve counted wrong and they can go back and correct their mistakes.,they do not get it back because they have to lose it because they lost it all time they get back and they lose it again again.,If the lock does n t open it means they ve counted wrong and they can go back and fix their mistakes.,46,0.951465726,0.104806028,-4.127804279,0.960330947,0.819880247,-1.080959439
In addition to writing all six Rocky films PERSON also wrote Cobra Driven and Rambo.,he is best known for directing the rocky horror and rocky jones movie rocky.,PERSON wrote all six Rocky films He also wrote Cobra Driven and Rambo.,47,0.870839136,0.612091601,-6.078369617,0.942043393,0.878669262,-1.459582925
Edinho real name Edino Nazareth Filho LRB born June in Rio de Janeiro RRB was a football LRB soccer RRB player from Brazil.,stefani lrb born july rrb is a former brazilian football player.,Edino Nazareth Filho LRB born June RRB is a former Brazilian football player.,48,0.44053101,0.999842286,-5.031847477,0.578680594,0.999929965,-1.664640188
PERSON the sensible and reserved eldest daughter of Mr. and Mrs. PERSON.,person is the oldest daughter of person and his second wife person.,PERSON the youngest daughter of Mr. and Mrs. PERSON.,49,0.907968201,0.999688506,-3.472120762,0.921652839,0.854435325,-1.962599158
He has reported for Independent Television News LRB ITN RRB.,he has been a commentator for bbc two news for the bbc.,He has reported for Independent Television News.,50,0.890065864,0.931620896,-5.175325871,0.856301645,0.990297496,-2.189986944
LOCATION is a chemical element with the symbol Sg and atomic number NUMBER.,it has the atomic number number. it has number atomic number.,It has the symbol ORGANIZATION. It has the atomic number NUMBER.,51,0.731729471,0.069946513,-4.006499767,0.367688131,0.428269327,-2.247334242
 There is her little Balochi style face with pouting lips and insolent look in the eyes.,she is noted for her fearlessness in acting at the end of the film., There is her... pouting lips and insolent look in the eyes.,52,0.74843714,0.000161722,-3.551791191,0.910487463,0.988232136,-2.184520483
For example if the frequency of an allele is in a given population then among population members one in five chromosomes will carry that allele.,at this point it is possible that the genetic diversity of a species is not possible to be observed at all. at the same time it is not likely that the population should be stable.,Allele frequencies may be used to describe genetic diversity in a population. If the frequency of any allele is above it is probable that natural selection is maintaining it at this level.,53,0.951447845,0.002729136,-3.035219908,0.809833669,0.655936122,-3.306137085
A thermodynamic cycle consists of a series of thermodynamic processes transferring heat and work while varying pressure temperature and other state variables eventually returning a system to its initial state.,thermodynamic equilibrium is a process where the system is stored at a specific time as the current of a system is controlled by a system of chemical reactions.,A thermodynamic cycle is a series of thermodynamic processes which returns a system to its initial state.,54,0.733586179,0.637859225,-3.116864443,0.8854441,0.998562753,-1.586438417
Her real name was Maria Jansson but she is known in history as Kisamor LRB The Mother in Kisa RRB after the place were she worked.,she is the name of another swedish actress. she was one of the most popular members of the rucker dynasty.,Her real name was Maria Jansson but she was always called Kisamor.,55,0.794094005,0.350166082,-3.58344698,0.874874064,0.999736428,-1.543299556
She later held the title of Duchess of Teck by marriage.,the duke of duke duke duke teck was given the title duke of tortow.,She later married the Duke of Teck.,56,0.97384876,0.969689906,-4.811963558,0.898909912,0.868303597,-2.673134327
Texas A M University often referred to as A M or TAMU is a coeducational public research university located in College Station Texas. It is the flagship institution of the Texas A M University System.,university of texas is a public university in texas in the united states.,Texas A M University is a public university in College Station Texas.,57,0.314866197,0.962296307,-3.697033882,0.333621774,0.992463231,-1.462690353
Dikes are mostly built using locally available materials and each has its own risk factor sand is prone to collapse due to oversaturation by water while dry peat is lighter than water making the barrier potentially unstable in very dry seasons.,location sandboxes are likely to be used for sand storage.,Availability of sand ,58,0.235072841,0.304366589,-4.846247196,0.765283457,0.659072101,-6.872545242
Italy purchased the city in and made Mogadishu the capital of Italian Somaliland.,the city became the capital of the somalimachist dynasty in italy after the fall of mozzara in.,Italy bought the city in. They made Mogadiscio LRB Italian for Mogadishu RRB the capital of Italian Somaliland.,59,0.94757086,0.999068737,-5.271294594,0.917619892,0.996852696,-3.914541483
Maquoketa LRB RRB is a city in Jackson county in the U.S. state of Iowa.,iowa is a city of iowa in the united states. it is the capital of the iowa country.,Maquoketa is a city of Iowa in the United States.,60,0.908140659,0.668792725,-3.288679123,0.540523246,0.419890583,-2.492396832
Many civilians and military officers living or stationed in LOCATION and the LOCATION moved to LOCATION LOCATION and other cities of LOCATION LOCATION and LOCATION as well as LOCATION.,many parts of location and other parts of the location including location and location were taken to the location and the location.,Many civilians and military officers in LOCATION and the LOCATION moved to LOCATION and other surrounding areas of LOCATION LOCATION and LOCATION.,61,0.6870794,0.985425591,-3.395374537,0.922520098,0.998697758,-1.563711762
Billericay LRB RRB is a small commuter town in Essex England with a population of.,the town is located in the province of location.,The,62,0.514782115,0.001614713,-4.231534004,0.345801702,0,-5.380001068
PERSON LRB b. ORGANIZATION NUMBER November NUMBER d. LOCATION NUMBER July NUMBER RRB was a famous german composer and organist.,person lrb born person november number number died location number december number number rrb was a german organist and organist.,PERSON LRB born ORGANIZATION NUMBER November NUMBER died LOCATION NUMBER July NUMBER RRB was a famous German composer and organist.,63,0.913668692,0.723188519,-5.280373573,0.861390399,0.995329857,-1.631710052
Kluisbergen is a municipality located in the Belgian province of East Flanders.,it is located at the north east of the city of location.,It is located at North East.,64,0.692875494,0.000932754,-3.477667093,0.742496029,0.000510076,-5.437754154
Ian Russell McEwan CBE FRSA FRSL LRB born June RRB is an English novelist and screenwriter and one of Britain s most highly regarded writers.,james mcneill lrb born july rrb is a british writer who is best known for his books about the family and the history of the scottish family.,Ian Russell McEwan CBE FRSA FRSL LRB born June RRB is an English novelist LRB sometimes nicknamed Ian Macabre because of the nature of his early work RRB.,65,0.855637476,0.99862498,-3.735453129,0.469892129,0.99949491,-2.79337883
Ultratop is the official Belgian record charts.,the ultratop chart is the official chart of the belgian language country chart.,Ultratop is the name of the official Belgian record charts.,66,0.965591967,0.473852932,-3.749892473,0.942797589,0.59935528,-3.064779758
The Best Buy version of the album contains two bonus tracks Hold On and an acoustic demo of Hate LRB I Really Do n t Like You RRB.,the album also has a cover of the song lrb o rrb lrb rrb and a cover rrb.,The Best Buy version of the album contains two bonus tracks Hold On and an acoustic demo of Hate LRB I Really Dont Like You RRB.,67,0.532927714,0.316446602,-4.266377449,0.782020602,0.99982059,-0.731103897
This warning was discontinued within NUMBER hours.,pred,gold,68,0.07600379,0,-7.304527283,0.954383018,0.340440571,-2.052031994
It is the home of the Earl and Countess of Strathmore and Kinghorne and is open to the public.,the earl of earldon is the name and the seat of the earl s earl of location and the earldom of location.,It is the home of the Earl and Countess of Strathmore and Kinghorne.,69,0.938379586,0.61569488,-4.60474062,0.931756638,0.99755162,-0.803741813
Electronic gear used by audiophiles can be bought at specialist shops and websites.,websites websites websites website websites websites of websites,Other websites,70,0.757483793,0.031192541,-5.76116991,0.555711499,0.000608865,-7.3359828
The Rocker is a comedy starring Rainn Wilson Josh Gad Teddy Geiger Emma Stone Christina Applegate and Jason Sudeikis.,the cast was cast by person.,Cast,71,0.229835547,0.000597448,-5.308442593,0.547682012,0,-7.186322689
To the south of LOCATION are the LOCATION and the You LOCATION.,the location and location are located in location location location. there are two springs near location.,There is a mineral spring at LOCATION South of LOCATION are the LOCATION and the You LOCATION.,72,0.967676163,0.552980006,-4.360378742,0.940665308,0.641026199,-2.066406727
After the death of the child king Baldwin V his mother succeeds him as Sibylla of Jerusalem and appoints her disfavoured husband Guy de Lusignan king consort.,david i of jerusalem lrb died rrb,Baldwin V of Jerusalem LRB b. RRB ,73,0.205090272,0.003804811,-8.656477928,0.757249974,0.004732346,-4.79997921
Most commonly nihilism is presented in the form of existential nihilism which argues that life is without objective meaning purpose or intrinsic value.,the word god is also used to mean something that is not thought of as spiritual or spiritually as an idea of god or god or something else else than spiritualism.,Nihilism is the belief that values are falsely invented. The term nihilism can also be used to describe the idea that life or the world has no distinct meaning or purpose.,74,0.935230076,0.197738811,-4.231895447,0.869994979,0.999875188,-2.789824247
Marie Antoinette LRB pronounced RRB LRB Vienna November Paris October RRB was an Archduchess of Austria and Queen of France and of Navarre.,joan of austria lrb born april rrb was a french empress of the netherlands and queen consort of france.,Marie Antoinette LRB born Maria Antonia Josepha Archduchess of Bavaria RRB LRB November in Vienna October in Paris RRB was an Archduchess of Austria and a Queen of France and Navarre.,75,0.685928989,0.999920487,-4.465164185,0.773364544,0.999895751,-2.11835742
The ORGANIZATION is open to the public.,the hall is kept in the house.,The house is open to the public.,76,0.730073406,0.002223299,-5.386544704,0.870997982,0.513064504,-2.571825743
Cheese is produced throughout the world in wide ranging flavors textures and forms.,variety of cheeses include cheese variety cheese and cheese.,Different types of cheese include ,77,0.669385956,0.472590089,-4.182884693,0.772913297,0.465005904,-5.210314274
Outward appearance Throughout the series Harry is described as sporting his father s perpetually untidy black hair his mother s bright green eyes and a lightning bolt shaped scar on his forehead.,he is best known for his appearance in the dark lord s dark lord and his short haircut in his best friend harry potter and his first appearance in his own book dark days in the series.,Throughout the entire series Harry sports his father s perpetually untidy black hair his mother s green eyes and a lightning bolt shaped scar on his forehead because of his encounter with Lord Voldemort and round thick eyeglasses.,78,0.864620223,0.967354119,-4.595227242,0.819350216,0.999892712,-2.441000462
Billboard LRB Positive RRB link,the album was released in may and was released june in the united states on june in may.,This studio album was released June in the United States June in Australia and on May in Europe.,79,1.000000119,0.017643111,-5.340056896,0.80093056,0.001032685,-4.322354317
he did his Phd in london. RRB ,the department of environment lrb renewable energy department of energy rrb,Department of Renewable Energy,80,0.948186696,0.085389599,-7.128106117,0.61101187,0.008526793,-5.06714201
NUMBER ndash PERSON French painter and graphic artist LRB d. NUMBER RRB ,person lrb number number rrb was a painter and painter.,NUMBER PERSON painter and graphic artist LRB d. NUMBER RRB ,81,0.693941162,0.63164705,-4.643873692,0.825710835,0.906741798,-1.402586579
No songs from the album have ever been performed live by Pink Floyd since although Roger Waters has played a number of the songs live on all of his subsequent solo tours starting with his very first such tour promoting The Pros and Cons of Hitchhiking in.,the song has been performed live by many of the band s band s albums. it has been covered by several of the bands who have ever done so.,None of the album s songs has ever been performed live by Pink Floyd though some have been performed live by Waters during solo tours.,82,0.454916763,0.052188545,-3.567020416,0.739369651,0.999714553,-2.201273203
He then attended the Methodist affiliated Boston University earning an A.B. in and went on to graduate from Boston University School of Law in.,in bates was elected governor from to.,In Bates was elected Governor holding office from to.,83,0.249925506,0.000274888,-7.67618084,0.357477712,0.000665477,-4.639742374
It is the band s only album produced by Rick Rubin.,the epistle to the hip hop group is the second album by the american heavy metal band coldplay., LRB The Subliminal Verses RRB is the third studio album by American alternative metal rock band Slipknot.,84,0.948491454,0.007693553,-3.839692831,0.817916464,0.001810254,-4.907991886
The dealer shuffles the cards the player on the chair to their right cuts and the dealer deals the appropriate number of cards to the players one at a time beginning with the player to their left.,the player is dealt with a card and then then put it to the deck. the cards are dealt to the player.,The deck is then cut and the appropriate number of cards are dealt face down to the players.,85,0.487708589,0.941038728,-3.554958344,0.623166365,0.999849021,-2.701326132
The ORGANIZATION however turned disarmed soldiers and civilians over to the partisan forces.,the organization was given over to the organization in number and they were sent to the location.,The ORGANIZATION then turned over a number of them to the partisan forces.,86,0.936148584,0.061437584,-4.338909149,0.797476795,0.995332122,-2.532021999
They vary in size but are usually not much larger than the areola.,they are usually smaller than the rest of the species but are not the same as the rest.,They vary in size and are usually not much larger than the persons areola.,87,0.943981647,0.999098897,-2.83295846,0.674600767,0.841324985,-1.894640446
The first eyeborg was created in England in by Adam Montandon in collaboration with colourblind artist Neil Harbisson.,the first image was taken by neil neil neilson in the uk in at the age of.,The first eyeborg was made in England in by Adam Montandon in collaboration with colourblind artist Neil Harbisson.,88,0.61290506,0.537205398,-5.183895111,0.688592703,0.950813472,-0.862324953
PERSON had experienced PERSON s tardiness stage fright and inability to remember lines during production of The Seven Year Itch.,person s injury was one of the worst episodes of the series s history. it was written out of the script for the episode number days after person was ill.,PERSON had experienced PERSON s lateness stage fright and inability to remember lines during production of The Seven Year Itch.,89,0.959762871,0.006794604,-4.003834248,0.957405012,0.923560858,-1.332830906
The translation table rules established in this fashion are flushed after a short period without new traffic refreshing their state.,the rules are changed from the original state in the present format but there are changes to the previous rules.,The translation table rules established in the above way are cleared after a short period without new traffic refreshing their state.,90,0.822724256,0.001003602,-3.909012556,0.967502434,0.870657027,-1.775660872
Chess boxing is a hybrid sport which combines the sport of boxing with games of chess in alternating rounds.,boxing is a sport that consists of boxing boxing boxing and boxing boxing.,Chess boxing is a mixed sport which puts together the sport of boxing with games of chess in every other round.,91,0.673334374,0.984044433,-3.857970715,0.885104032,0.999757826,-2.234913588
They are rebuilds with reconditioned engines of former Class NUMBER locomotives originally introduced in NUMBER.,they are now used by older locomotives from number to number with new engines.,They are rebuilds with new engines of older Class NUMBER locomotives originally introduced in NUMBER.,92,0.668528118,0.999347687,-3.527266979,0.922465951,0.85019505,-1.746250987
His older brother died in and Charles Emmanuel then became heir apparent.,the prince of savoy became king when charles vii died and his brother charles vii was the heir to charles vii.,His older brother the Prince of Piedmont died in and then Charles Emmanuel became Heir apparent.,93,0.884585798,0.999623835,-3.943155766,0.946775664,0.637279809,-2.606327534
It is a successor to the famous World War II Jeep vehicle by way of the Willys civilian Jeep LRB CJ RRB in the s later produced by Kaiser Jeep and by American Motors LRB AMC RRB.,the mbb is a type of truck that is used by the british army since the world war ii.,It replaced the Jeep CJ which came from the World War II Jeep or Willys MB.,94,0.414578871,0.999668598,-4.246280193,0.829063155,0.999891877,-3.51062727
PERSON LRB February NUMBER NUMBER September NUMBER NUMBER RRB was an American politician and jurist.,person lrb september number number february number number rrb was an american politician and politician.,PERSON LRB February NUMBER NUMBER September NUMBER NUMBER RRB was an American judge and politician.,95,0.96610719,0.882654011,-4.753412247,0.956797112,0.999558628,-1.400359273
