,source_sentence,simplified_sentence,dae_score_pred
30,The stories became the basis of the animated television series produced by Cookie Jar Entertainment of Canada and Bee Train of Japan.,the series was created by the canadian television network canadian broadcasting corporation and the television network of canada.,0.022488953545689583
31,Wartburgkreis is a PERSON LRB district RRB in the west of LOCATION LOCATION.,person lrb german district rrb is a district in the district of location in location location.,0.4862861633300781
32,For example many different things can be red.,some of them can be made into different colors.,0.9972350001335144
33,Afrodisiac is the fourth studio album by American singer Brandy released by Atlantic Records on June on most international territories and on June LRB see in music RRB in Canada and the United States.,the album was released on april in the united states and canada on june in canada and canada.,0.8799012303352356
34,Early life PERSON was born on NUMBER June NUMBER at LOCATION in LOCATION LOCATION.,person was born on june number number in location location.,0.8559274077415466
35,The second place rider PERSON became the race s official winner.,person s first race was the first race of the person s team.,0.2736293375492096
36,Northampton Town Football Club LRB RRB LRB often simply known as Northampton or by their nickname The Cobblers after the local shoemaking industry RRB are an English professional football club based in Northampton Northamptonshire.,the town is a small town in the united kingdom. it is home to the town of coventry who play for the coventry saints.,0.17370693385601044
37,Rawson E. Cicero a portrait LRB O O RRB p. Cicero used his knowledge of Greek to translate many of the theoretical concepts of Greek philosophy into Latin thus translating Greek philosophical works for a larger audience.,he wrote a grammar of greek classical mythology lrb latin latin rrb.,0.9858258962631226
38,The importance of such industry is still seen in the town in the present day in companies such as LOCATION and PERSON.,in the history of location people in location are still people in the towns of location.,0.20538736879825592
39,In February an expedition led by Conservation International reported finding a population of the mammals as part of what they described as a Lost world of wildlife in the Foja Mountains of Papua Province Indonesia.,in a study of animals in a range of animals reported that there were an estimated number of animals living on the island of papua which were reported by a team of researchers.,0.9996435642242432
40,A cold seep LRB sometimes called a cold vent RRB is an area of the ocean floor where hydrogen sulfide methane and other hydrocarbon rich fluid seepage occurs often in the form of a brine pool.,a hydrothermal vent is a type of lake that is usually found in shallow water near the bottom of the sea.,0.999126136302948
41,As long as sufficient values are received correctly the receiver can deduce what the original polynomial was and hence decode the original data.,this means that the original value of the data is the same as the original original value and therefore the resulting result is correct.,0.6335800886154175
42,The Retezat Mountains have many glacial lakes including the largest glacial lake in Romania Bucura Lake LRB lacul Bucura RRB which covers. ha and is situated at an altitude of metres.,it is found in the region of location in the u. s.. lrb about km rrb of location.,0.7727733850479126
43,They were at first inspired by The Beatles and other sixties pop groups like The Kinks.,they were the most famous bands from the late s and early s.,0.0010710828937590122
44,The idea of holding a Pan American Games grew from the Central American Games which were first organized in the s.,in the united states the first international games were held in the city of location.,0.15008413791656494
45,The actual confidence interval is calculated by entering the measured masses in the formula.,the measured mean of the gas is measured by the method used by the actual measurements in the ersatz.,0.023126833140850067
46,If the lock does n t open it means they ve counted wrong and they can go back and correct their mistakes.,when the player s choice to move back to the game if they do wrong wrong if they turn up.,0.12516114115715027
47,In addition to writing all six Rocky films PERSON also wrote Cobra Driven and Rambo.,he was also the main lead villain in the movie directed by person.,0.007477015722543001
48,Edinho real name Edino Nazareth Filho LRB born June in Rio de Janeiro RRB was a football LRB soccer RRB player from Brazil.,monteiro lrb born july rrb is a brazilian football player.,0.9996535181999207
49,PERSON the sensible and reserved eldest daughter of Mr. and Mrs. PERSON.,she was the eldest daughter of person and the eldest child of person.,0.483564555644989
50,He has reported for Independent Television News LRB ITN RRB.,he has worked for bbc radio and television television including bbc radio n t lrb rrb and the independent newspaper.,0.9996533989906311
51,LOCATION is a chemical element with the symbol Sg and atomic number NUMBER.,location is the atomic number and its atomic number is number.,0.29877907037734985
52, There is her little Balochi style face with pouting lips and insolent look in the eyes.,she is also a kind of girl in the karpat and is a kind girl in her country.,0.009179867804050446
53,For example if the frequency of an allele is in a given population then among population members one in five chromosomes will carry that allele.,in the case of chromosomes there is a total number of chromosomes and there are about number genes in each species.,0.04466569423675537
54,A thermodynamic cycle consists of a series of thermodynamic processes transferring heat and work while varying pressure temperature and other state variables eventually returning a system to its initial state.,thermodynamic equilibrium is a process where a system is stored in a liquid state lrb thermosynamic state rrb and then then changes to a slow rate of temperature.,0.6932388544082642
55,Her real name was Maria Jansson but she is known in history as Kisamor LRB The Mother in Kisa RRB after the place were she worked.,she was the mother of the first woman in the history of location.,0.6950233578681946
56,She later held the title of Duchess of Teck by marriage.,she was the wife of the duke of location and was married to the duke.,0.9963611364364624
57,Texas A M University often referred to as A M or TAMU is a coeducational public research university located in College Station Texas. It is the flagship institution of the Texas A M University System.,the university of texas is a public university located in houston texas.,0.7608282566070557
58,Dikes are mostly built using locally available materials and each has its own risk factor sand is prone to collapse due to oversaturation by water while dry peat is lighter than water making the barrier potentially unstable in very dry seasons.,this is due to the presence of sand which is not allowed to move through the surface but is possible to be avoided by water erosion.,0.9996897578239441
59,Italy purchased the city in and made Mogadishu the capital of Italian Somaliland.,in the middle of somaliland the somali city of ethiopia became the capital of the somaliland. it became part of ethiopia.,0.9991848468780518
60,Maquoketa LRB RRB is a city in Jackson county in the U.S. state of Iowa.,it is a city of iowa in the united states.,0.21252086758613586
61,Many civilians and military officers living or stationed in LOCATION and the LOCATION moved to LOCATION LOCATION and other cities of LOCATION LOCATION and LOCATION as well as LOCATION.,in location location location and location were part of the government of location.,0.6825684309005737
62,Billericay LRB RRB is a small commuter town in Essex England with a population of.,it is a small town in the united kingdom.,0.36430057883262634
63,PERSON LRB b. ORGANIZATION NUMBER November NUMBER d. LOCATION NUMBER July NUMBER RRB was a famous german composer and organist.,person lrb july number number november number number rrb was a german composer and organist.,0.9182247519493103
64,Kluisbergen is a municipality located in the Belgian province of East Flanders.,it is located in the belgian province of west flanders.,0.6774117350578308
65,Ian Russell McEwan CBE FRSA FRSL LRB born June RRB is an English novelist and screenwriter and one of Britain s most highly regarded writers.,it was born in inverness scotland lrb born july rrb is a scottish writer and writer.,0.9914268851280212
66,Ultratop is the official Belgian record charts.,the belgian national football club is the national football team of belgium.,0.12538325786590576
67,The Best Buy version of the album contains two bonus tracks Hold On and an acoustic demo of Hate LRB I Really Do n t Like You RRB.,the album is based on the music of the band s first album lrb o o rrb.,0.006150488741695881
68,This warning was discontinued within NUMBER hours.,on number february number was stopped by a warning of number mph.,0.03396381810307503
69,It is the home of the Earl and Countess of Strathmore and Kinghorne and is open to the public.,it is located in the royal park of windsor and the royal court of windsor on the north west of the royal palace and is on the south side of the park.,0.9535965323448181
70,Electronic gear used by audiophiles can be bought at specialist shops and websites.,electronic audiophiles are used by many shops and electronic shops such as electronic shops.,0.2181183248758316
71,The Rocker is a comedy starring Rainn Wilson Josh Gad Teddy Geiger Emma Stone Christina Applegate and Jason Sudeikis.,the band was formed in april and is the lead singer and best friend john mattei and songwriter matt beckham. they are best known for their comedy comedy comedy pop rock.,0.12802807986736298
72,To the south of LOCATION are the LOCATION and the You LOCATION.,the location and location are the same as the location.,0.7532113194465637
73,After the death of the child king Baldwin V his mother succeeds him as Sibylla of Jerusalem and appoints her disfavoured husband Guy de Lusignan king consort.,after the death of john iv of antioch he took over the throne of antioch and became king of the byzantine empire.,0.028025750070810318
74,Most commonly nihilism is presented in the form of existential nihilism which argues that life is without objective meaning purpose or intrinsic value.,in philosophy philosophy philosophy is about the expression of self expression in a non existentismism. it is considered to be non non existential.,0.9781256914138794
75,Marie Antoinette LRB pronounced RRB LRB Vienna November Paris October RRB was an Archduchess of Austria and Queen of France and of Navarre.,anastasia lrb born october rrb was a french princess of france and queen of france of france.,0.9990161061286926
76,The ORGANIZATION is open to the public.,the organization is open to public public. it is open and open to the public.,0.29178959131240845
77,Cheese is produced throughout the world in wide ranging flavors textures and forms.,it is made of different kinds of foods grown in the region. it is grown in different regions throughout the world.,0.9485248923301697
78,Outward appearance Throughout the series Harry is described as sporting his father s perpetually untidy black hair his mother s bright green eyes and a lightning bolt shaped scar on his forehead.,he is most famous as a young man who looks like a cartoonish figure on his face and has a bright eye on his eyes.,0.9897069334983826
79,Billboard LRB Positive RRB link,lrb lrb rrb rrb lrb o rrb,0.2129114866256714
80,he did his Phd in london. RRB ,he completed his phd in physics from london.,0.9973748326301575
81,NUMBER ndash PERSON French painter and graphic artist LRB d. NUMBER RRB ,person lrb d. number rrb is a french painter.,0.9065613746643066
82,No songs from the album have ever been performed live by Pink Floyd since although Roger Waters has played a number of the songs live on all of his subsequent solo tours starting with his very first such tour promoting The Pros and Cons of Hitchhiking in.,the band has performed live on many of the world s biggest tours of all time and has also performed live live at the same time for many years including the band s live tour of the show.,0.26104459166526794
83,He then attended the Methodist affiliated Boston University earning an A.B. in and went on to graduate from Boston University School of Law in.,he studied law at the university of virginia and was admitted to the bar in.,0.9988225698471069
84,It is the band s only album produced by Rick Rubin.,the album is the first album by the band s studio album. it was released on the album label.,0.1178923025727272
85,The dealer shuffles the cards the player on the chair to their right cuts and the dealer deals the appropriate number of cards to the players one at a time beginning with the player to their left.,the players play one card from the deck of each player. the two players play the same cards as the other player.,0.7400689721107483
86,The ORGANIZATION however turned disarmed soldiers and civilians over to the partisan forces.,the germans were forced to move to the town. they refused to leave.,0.00010957214544760063
87,They vary in size but are usually not much larger than the areola.,it is very small in size but are smaller than the smaller ones.,0.9878829717636108
88,The first eyeborg was created in England in by Adam Montandon in collaboration with colourblind artist Neil Harbisson.,in the united kingdom he was the first artist to be awarded a gold medal by the royal academy.,0.030651038512587547
89,PERSON had experienced PERSON s tardiness stage fright and inability to remember lines during production of The Seven Year Itch.,person s treatment of the head was difficult to prevent the treatment of person s head.,0.03406357392668724
90,The translation table rules established in this fashion are flushed after a short period without new traffic refreshing their state.,the standard rules were changed to use the same system in the use of the current rules.,0.00056340207811445
91,Chess boxing is a hybrid sport which combines the sport of boxing with games of chess in alternating rounds.,chess chess is a sport played in the summer of bc.,0.06696532666683197
92,They are rebuilds with reconditioned engines of former Class NUMBER locomotives originally introduced in NUMBER.,in number number locomotives were built from number to number. they were rebuilt in number.,0.4543854296207428
93,His older brother died in and Charles Emmanuel then became heir apparent.,he was the son of charles iii and his wife died in.,0.9954545497894287
94,It is a successor to the famous World War II Jeep vehicle by way of the Willys civilian Jeep LRB CJ RRB in the s later produced by Kaiser Jeep and by American Motors LRB AMC RRB.,it was built by the british company organization lrb built in by the united states rrb. it was also used by american military vehicles.,0.9962956309318542
95,PERSON LRB February NUMBER NUMBER September NUMBER NUMBER RRB was an American politician and jurist.,person lrb january number number july number number rrb was an american politician and politician.,0.8239447474479675
96,PERSON illegally entered the ring to enact revenge on Sniper and Recon on behalf of The ORGANIZATION PERSON also illegally entered to eliminate PERSON and so left his partner PERSON.,person s return to the ring was signed by the organization s person to replace person who had left.,0.998464047908783
97,For example some animals can be entrained to a hour day but they can not be entrained to a hour day.,in this way they can be set off for a day if they are not able to shift into a set time.,0.9968810081481934
98,Pooh admits that this may happen but asks her to think about what will happen to Michael if she does n t tell.,he says that if if you think think that the doctor will think it it would be to say that if the doctor does not think it will not happen.,0.002638122532516718
99,Porter Theodore M. LRB O O RRB Trust in Numbers The Pursuit of Objectivity in Science and Public Life Princeton University Press.,in mathematics the princeton university press lrb o. o. rrb is a book published by the university of cambridge in.,0.41766357421875
100,Gene Simmons is a solo album from the bass player and singer of American hard rock band Kiss.,he is the lead singer of the american heavy metal band kiss.,0.999433159828186
101,The Maya cities of the northern lowlands in Yucat n continued to flourish for centuries more some of the important sites in this era were Chichen Itza Uxmal Edzn and Coba.,in the mayan maya maya had a population of thousands of people living in the region.,0.722813606262207
102,PERSON has outlined us the road to the freedom And great PERSON is leading us through it.,person says that person is the leader of the world. it is the way to make it.,0.9899932146072388
103,There is a lot of data O. that will take up a lot of space.,it is a huge amount of space space that is needed for a large volume of space.,0.9904807209968567
104,Encino LRB Spanish for evergreen or holm oak RRB is a hilly district of the City of Los Angeles California United States.,it is a city of los angeles california in the united states.,0.7238984107971191
105,PERSON the protagonist of her novel was a bohemian.,person was a bohemian bohemian writer and a writer.,0.9144423604011536
106,Karl Marginson,bretton was elected to the senate in.,0.0006496465066447854
107,Perm LRB Gramota.,gram gram gramm is a gram gram.,0.04433884471654892
108,After escaping from slavery into which she was born she made thirteen missions to rescue more than slaves using the network of antislavery activists and safe houses known as the Underground Railroad.,she was brought into the organization as a child of the united states government and led the organization to establish the organization in location.,0.6877637505531311
109,His famous setting of It was a lover and his lass from As You Like It has never been established as having been used in a performance of Shakespeare s play though the possibility that it was is obvious.,in it was written by shakespeare. it was said that the play was written in a play by shakespeare in the time of shakespeare s time.,0.5538690686225891
110,A derived binary relation between two sets is the subset relation also called set inclusion.,a set of set sets is a set set of sets set set set sets.,0.0005828931462019682
111,Asperger syndrome is also called Asperger s syndrome LRB AS RRB Asperger LRB or Asperger s RRB disorder LRB AD RRB or just Asperger s.,as per perl lrb lrb o o rrb aspert rrb is a german stage actor who was born in lrb aster rrb lrb rrb.,0.4815005660057068
112,Oulens sous Echallens,villers is a commune. it is located in the valais department in the north of france.,0.008516181260347366
113,As of Jyv skyl had a population of.,it was estimated to be a city and was estimated as of as of.,0.024236898869276047
114,Barbara Pierce Bush was born at Baylor University Medical Center in Dallas Texas.,she was born in dallas texas texas.,0.06923557817935944
115,He won only games while appearing in out of Boston s games which was the only time he missed games as a member of the Bruins.,in number he played for the boston bruins in the game of the first half of the season.,0.9998740553855896
116,The memorial is managed by the ORGANIZATION which was established as per the Jallianwala Bagh National Memorial Act passed by the Government of LOCATION in NUMBER.,in number the government of location was set up by the resolution of location in number. it was signed by the state government in number by the organization of pakistan.,0.09887941926717758
117,Lourmarin is a commune in the LOCATION department in the Provence Alpes C te d Azur region in southeastern LOCATION.,it is found in the region provence alpes c te d azur in the location department in the south of location.,0.868924081325531
118,It lies west southwest of Bristol north of Plymouth and northwest of the county town of Exeter.,it is located around the town of plymouth on the west of the county of devon.,0.9995414614677429
119,The four yellow arrows symbolize the native nations of LOCATION whereas their pointing into the four cardinal directions of the compass stands for the centralized emanating political power of LOCATION as the capital of the country.,the colors of the city are the colors representing the nation of location and the location of location.,0.20081420242786407
120,After the fall of Saipan the Japanese high command predicted that the Allies would try to capture the Philippines which were strategically important because of their location between the oilfields of Southeast Asia and Japan.,in the early s the japanese forces attacked the oil fields of the central asian coast. the japanese did not stop the japanese invasion of location.,0.9729449152946472
121,Aquincum originally a ORGANIZATION settlement was the direct ancestor of LOCATION becoming the Roman capital of LOCATION.,the roman empire was the first roman city of location. it was the capital of a roman empire.,0.8859317302703857
122,When the academy was founded the ballroom was the biggest room in Stockholm that could be heated and thus used in the winter so the king asked if he could borrow it.,in the winter the duke was invited to be the seat of the royal house. it was also the home of the duke of athens.,0.0026516930665820837
123,Re runs still air on ORGANIZATION and The Comedy Network in LOCATION ORGANIZATION in the LOCATION.,in location location location and location location are broadcasting on the organization in the location.,0.3805740177631378
124,The White Nights Festival in LOCATION LOCATION is an annual international arts festival during the season of the midnight sun.,the location is the year in the location. it is the month of the solar festival held in location location.,0.9517619013786316
125,ORGANIZATION LRB pronounced AZ har the Noble Azhar RRB in LOCATION founded in NUMBER is the chief centre of Arabic literature and Sunni Islamic learning in the world and the world s second oldest surviving degree granting university.,the islamic university of location is the oldest muslim university in location and the oldest in location.,0.19119761884212494
126,Two years later in NUMBER a combination of the physical standard from the ORGANIZATION of LOCATION and the ability standard from the ORGANIZATION led to the English Springer Spaniel breed being officially recognized by the ORGANIZATION.,in number the organization was selected for the organization the organization which was developed from the organization to the organization organization.,0.03131972625851631
127,In probability theory and statistics the normal distribution or Gaussian distribution is an absolutely continuous probability distribution whose cumulants of all orders above two are zero.,in statistics the mean mean mean normal normal distribution is defined as a mean of the mean of an average normal distribution lrb e. g. average density rrb and a mean mean of all other normal distributions.,0.9216848611831665
128,Survivor Africa is the third season of the United States reality show Survivor.,it is the fourth season of the american reality show survivor.,0.8485327363014221
129,Dracula is an epistolary novel written as a collection of realistic but completely fictional diary entries telegrams letters ship s logs and newspaper clippings all of which added a level of detailed realism to his story a skill he developed as a newspaper writer.,he wrote a book about his travels and wrote a travel account of his childhood and travel.,0.2955487072467804
130,These recent emigrants have most often fled to Australia Europe North America and Southeast Asia.,today many people live in the south east asia.,0.023533226922154427
131,Ry tei are typically a place where high level business or political meetings can take place discreetly.,the meeting is usually usually held at a hotel in location where meetings are held at places such as location.,0.010809154249727726
132,Walton decided to concentrate on the retail business instead of the shopping centers and opened larger stores which were called Walton s Family Center. ,in the middle of the mall was sold to the organization to the supermarket chain chain.,0.010492650792002678
133,At the same time the UKMET model had Tropical Depression Four E remaining offshore LOCATION.,in the mid number it was the only tropical cyclone in the location. it had a tropical depression of number km lrb number km rrb.,0.6244813203811646
134,PERSON finished seventh although he was later disqualified for an underweight car.,he was not able to finish the race but he was disqualified.,0.5456463098526001
135,Immediately after being recruited by the CIA he served as an officer in the United States Air Force.,he served as an air force officer in the united states army.,0.7319445610046387
136,It is contested at the end of November at LOCATION in LOCATION LOCATION at a distance of NUMBER meters LRB about miles RRB over the grass.,in the location it is located at about number feet lrb number meters rrb lrb about number miles rrb. it is about number meters lrb distance rrb in location rrb and is about meters long.,0.6717047095298767
137,With Nick voted out the former La Mina tribe attempted to flip some of the Casaya tribe members.,the tribal council decided that the tribal members of the tribe would vote out the tribal councillors.,0.2714306116104126
138,In September of she released her second single Strong Woman which also a commercial success.,she was the second female female singer in the united states. she also became a hit.,0.9996390342712402
139,The complaint accuses him of defamation and inciting violence against an ethnic group.,in a dispute between muslim groups against and against against the government and the government claims that a group of ethnic minorities hate people.,0.7267341613769531
140,The history of Li vin begins very early.,in the beginning of the history of the jin dynasty the jin began.,0.0721314400434494
141,A few parties now appear to have a spambot capable of spamming wikis from several different wiki engines analogous to the submitter scripts for guestbooks and blogs.,in some of these websites there are some wikies that can be edited from other websites like wiki wiki and wiki.,0.9956768751144409
142,On March Stallone saw the Muhammad Ali Chuck Wepner fight which inspired the foundation idea of Rocky.,in the late late of that year the organization announced that the organization would be closing down on july. the organization was told by the president of the organization.,0.00022994169557932764
143,Nagorny tried to come to her assistance he was roughly pushed back by one of the commisars... Baroness Sophie Buxhoeveden told of her sad last glimpse of Anastasia Once standing on some steps at the door of a house close by I saw a hand and a pink sleeved arm opening the topmost pane.,she was not allowed to see the child on her shoulder when she took a photograph of her mother in the front of a car. she was told that she was a little bit bit bit shy.,0.00020217304700054228
144,Reigning as PERSON or PERSON under the regency of the Hereditary Prince of LOCATION until he came of age in NUMBER the new duke also continued to use his British title PERSON of LOCATION. As a result of PERSON fighting for LOCATION against the British in the First World War he was stripped of his British titles in NUMBER.,in number person was the lord of the location from number to number. he was the last member of the british empire from number until his death.,0.8708344101905823
145,Hoverflies are harmless to most other animals despite their mimicry of the black and yellow stripes of wasps which serves to ward off predators.,they are used to hide out predators from predators and predators. they are able to hide from predators.,0.015709370374679565
146,The town employs the Open Town Meeting form of government with a Town Manager and an elected member Board of Selectmen.,the town has a council meeting held in the town hall and has a town meeting meeting meeting.,0.06150359287858009
147,Designed as a ORGANIZATION test track in NUMBER by PERSON LOCATION is one of few circuits in the world to have a figure NUMBER layout with the back straight passing over the front section by means of an overpass.,in location it was used as a number number road course in location location.,0.006642469204962254
148,Some seedless plants can also be considered annuals even though they do not grow a flower.,some plants can also have a seed. they may not have seeds.,0.2906433641910553
149,In New Super Mario Bros. PERSON is the boss of the first world which features a battle similar to that of Super Mario Bros..,the game is the first game in the game series which is set in location.,0.6459769010543823
150,However he was assigned to the minors and would never play an NHL game for the Seals and was dealt to the Boston Bruins mid way through the season.,he played for the new york rangers and the florida hurricanes in the winter time.,0.0233925711363554
151,In addition to thirty six novels Dick wrote approximately short stories many of which appeared in science fiction magazines.,he wrote several books about science fiction. he wrote many other books in the magazines.,0.31335946917533875
152,The FSF is incorporated in Massachusetts USA.,the united states is a member of united states government. it is the home of the united nations.,0.0016770827351137996
153,ORGANIZATION are a professional English football club based in LOCATION in the LOCATION Borough of LOCATION.,organization is a football club which plays in location location.,0.9787576794624329
154,Fumichon is a commune in the Calvados d partement in the LOCATION region of LOCATION.,it is found in the region basse normandie in the calvados department in the northwest of location.,0.9961933493614197
155, LRB See also Separation of church and state and La cit. RRB ,in addition to the u. s. government lrb u. rrb and the united states lrb rrb.,0.1075514629483223
156,Sportswear or activewear is clothing including footwear worn for sport or physical exercise.,sport is a sport that is worn in training and training and sports.,0.9993543028831482
157,For his first wish PERSON asks to become a prince so he can marry PERSON.,person marries person as a prince of the palace.,0.999191403388977
158,These eventually became known as Articles of Agreement or the pirate s code.,this code was also known as the code code of the trade union.,0.20248891413211823
159,The tropics include all the areas on the LOCATION where the sun reaches a point directly overhead and a point directly underneath at least once during the solar year.,the location is the highest point in the location where the sun is above the ground. it is on the right side of the earth.,0.9139500856399536
160,In the Malay language the tapir is commonly referred to as cipan tenuk or badak tampong.,it is also known as the pahang pahang or pahang as pahang.,0.571444034576416
161,Zeulenroda Triebes is a German town in the district of Greiz in the state of Thuringia.,the town is located in the state of saxony in the north of germany.,0.9941577911376953
162,He also sang for the character PERSON in the movie Corpse Bride.,he was the lead singer of the film the vampire bride in the movie.,0.999718964099884
163, Morning Glory is a song by English rock band Oasis written by Noel Gallagher and which was released on the band s second album LRB What s the Story RRB Morning Glory ?,the band s cover song lrb o o o rrb is a song by the australian rock band oasis. it was written by neil gallagher in the summer of.,0.999889075756073
164,Over of its supermarkets are located in Iowa with additional stores in Colorado Illinois Kansas Minnesota Missouri Nebraska and South Dakota with expansion under way into Wisconsin.,in the united states it has grown more than one percent of the interstate stores in iowa and in iowa.,0.9969240427017212
165,Real Madrid Club de F tbol LRB Royal Madrid Football Club RRB commonly known as Real Madrid is a professional football club based in Madrid Spain.,it is the home of madrid f. c. lrb c. rrb which plays in spain.,0.9998462200164795
166,The rear treatment leaves the engine totally exposed to aid in cooling.,the heating system is designed to cool the engine because the heat from the engine becomes lower.,0.9997702836990356
167,Because it is located east of the LOCATION the rain bearing westerly winds deposit rain and snow on the mountains leaving the Monaro region in a rain shadow.,the storm made landfall in the southern part of location in the location. it is also the source of the rain from the location and the north.,0.9523444175720215
168,In general cultured pearls are less valuable than natural pearls whereas imitation pearls almost have no value.,it is best known because it is not used to correct the wrong wrongness.,7.451834972016513e-05
169,The name Brig is derived from Briva or bridge. ,the name is derived from the roman word colossus or bridge.,0.851055383682251
