,source_sentence,simplified_sentence,dae_score_pred
29,The track s reputation improved so much the Mile Race became part of the Formula One World Championship for NUMBER years LRB NUMBER NUMBER RRB even though none of the Indy drivers raced in Formula One and only ORGANIZATION s PERSON of the NUMBER drivers at the time raced in the NUMBER.,in number the number number grand prix was held at the location in location and number lrb number number rrb location number number number in location rrb the number world championship was held in number.,0.7050574421882629
30,The stories became the basis of the animated television series produced by Cookie Jar Entertainment of Canada and Bee Train of Japan.,the series was created by walt disney animation and produced by walt walt disney pictures in the united states. it was also made into a television series that was adapted into a series of television series.,0.8916236162185669
31,Wartburgkreis is a PERSON LRB district RRB in the west of LOCATION LOCATION.,location is a district in the district of location in location location.,0.3775208592414856
32,For example many different things can be red.,as in many ways x can be mixed with different colors.,0.9996997117996216
33,Afrodisiac is the fourth studio album by American singer Brandy released by Atlantic Records on June on most international territories and on June LRB see in music RRB in Canada and the United States.,the album was released on june in canada canada canada in the united states and canada and canada on june.,0.8466854095458984
34,Early life PERSON was born on NUMBER June NUMBER at LOCATION in LOCATION LOCATION.,person lrb born july number number in location location location rrb is an american actress and singer.,0.9879712462425232
35,The second place rider PERSON became the race s official winner.,person won the race and was the first person to finish the race. person was the second fastest driver.,0.9996796250343323
36,Northampton Town Football Club LRB RRB LRB often simply known as Northampton or by their nickname The Cobblers after the local shoemaking industry RRB are an English professional football club based in Northampton Northamptonshire.,the town is known for its local football team the leeds city f. c. lrb rrb nicknamed the potters rrb is a local football club which plays in the local local football league.,0.9998800158500671
37,Rawson E. Cicero a portrait LRB O O RRB p. Cicero used his knowledge of Greek to translate many of the theoretical concepts of Greek philosophy into Latin thus translating Greek philosophical works for a larger audience.,he wrote a lot of commentary on greek philosophy such as the greek platonic grammar lrb number rrb and the greek language of plato s greek philosophy.,0.9996326565742493
38,The importance of such industry is still seen in the town in the present day in companies such as LOCATION and PERSON.,in location the town of location was founded in number. in number there were people working in the town in the location.,0.5657346844673157
39,In February an expedition led by Conservation International reported finding a population of the mammals as part of what they described as a Lost world of wildlife in the Foja Mountains of Papua Province Indonesia.,in august the unsc camp was evacuated by an unsc effort to capture the karakoro mountains in the south of the country. it was found by a team of volunteers from the u. s. army in august.,0.6755254864692688
40,A cold seep LRB sometimes called a cold vent RRB is an area of the ocean floor where hydrogen sulfide methane and other hydrocarbon rich fluid seepage occurs often in the form of a brine pool.,a hydrothermal vent is a type of vent that contains gaseous gas rich gas gas that can be found anywhere in the atmosphere. it is a part of the macrothermal system.,0.3607632517814636
41,As long as sufficient values are received correctly the receiver can deduce what the original polynomial was and hence decode the original data.,the data is the same as the original data. this means that that the data can be retrieved.,0.0007204879657365382
42,The Retezat Mountains have many glacial lakes including the largest glacial lake in Romania Bucura Lake LRB lacul Bucura RRB which covers. ha and is situated at an altitude of metres.,the lake has a large lake that has a natural area of km lrb km rrb lrb cucur rrb and a lake in the south of the city.,0.9968833923339844
43,They were at first inspired by The Beatles and other sixties pop groups like The Kinks.,they were influenced by the beatles and the beatles. they were very popular with british rock bands such as the beatles beatles and queen.,0.99991375207901
44,The idea of holding a Pan American Games grew from the Central American Games which were first organized in the s.,in the united states the world s first world games were held in los angeles california. the first games were organized by the mexican national congress which was organized in.,0.5544650554656982
45,The actual confidence interval is calculated by entering the measured masses in the formula.,the data in the data are estimated in the following formula. the calculated values are calculated in the confidence intervals from the data.,0.24516350030899048
46,If the lock does n t open it means they ve counted wrong and they can go back and correct their mistakes.,in the end the player has to answer the question if it is correct. if the lock is correct and it does not make it.,0.998749852180481
47,In addition to writing all six Rocky films PERSON also wrote Cobra Driven and Rambo.,person is a movie starring person person person and person. he directed the movie person and he wrote.,0.004930957220494747
48,Edinho real name Edino Nazareth Filho LRB born June in Rio de Janeiro RRB was a football LRB soccer RRB player from Brazil.,melo de souza lrb born july rrb is a brazilian football player. he plays for brazil national team.,0.9999018311500549
49,PERSON the sensible and reserved eldest daughter of Mr. and Mrs. PERSON.,person is the eldest daughter of person and the only child of person. she is the oldest daughter of the three eldest and youngest daughter.,0.3529953360557556
50,He has reported for Independent Television News LRB ITN RRB.,he is a member of the bbc television network. he has written for the bbc and bbc news television.,0.9960090517997742
51,LOCATION is a chemical element with the symbol Sg and atomic number NUMBER.,number is a number symbol. it is the atomic number symbol for atomic number.,0.3747928738594055
52, There is her little Balochi style face with pouting lips and insolent look in the eyes.,she is very popular with her friends and her mother and her husband person. she was born in the village of chapalini in pokwati and she was brought up as a child.,0.00042735380702652037
53,For example if the frequency of an allele is in a given population then among population members one in five chromosomes will carry that allele.,in the case of the same person there is an average of one million of the population in a single country.,0.05474712327122688
54,A thermodynamic cycle consists of a series of thermodynamic processes transferring heat and work while varying pressure temperature and other state variables eventually returning a system to its initial state.,a system of energy transfer happens when a system happens to transfer energy from the system through aynamic system. this happens because the temperature of the system changes in the system s temperature.,0.8369100689888
55,Her real name was Maria Jansson but she is known in history as Kisamor LRB The Mother in Kisa RRB after the place were she worked.,in the time of her mother person she was known as person lrb the lady of location rrb who was the mother of the people in location.,0.9998878836631775
56,She later held the title of Duchess of Teck by marriage.,she was the first lady of the duchy of anhalt. she was a member of the royal house of windsor and was given the title of duchess of location.,0.9983251094818115
57,Texas A M University often referred to as A M or TAMU is a coeducational public research university located in College Station Texas. It is the flagship institution of the Texas A M University System.,it is a private university in the state of texas. it is one of the largest private universities in texas.,0.9624320864677429
58,Dikes are mostly built using locally available materials and each has its own risk factor sand is prone to collapse due to oversaturation by water while dry peat is lighter than water making the barrier potentially unstable in very dry seasons.,it is made of sand that is used to clean sand and sand dunes but it is not safe to move easily because it is very unstable to the wind and is easily trapped in the ground.,0.9991236925125122
59,Italy purchased the city in and made Mogadishu the capital of Italian Somaliland.,in the mid s the city became part of the italian republic of sicily and was known as the somali coast of somalia.,0.9998092651367188
60,Maquoketa LRB RRB is a city in Jackson county in the U.S. state of Iowa.,it is located in the u. s. state of iowa in the united states.,0.41224896907806396
61,Many civilians and military officers living or stationed in LOCATION and the LOCATION moved to LOCATION LOCATION and other cities of LOCATION LOCATION and LOCATION as well as LOCATION.,location location and location were moved to location location location as part of the american civil war and location location to location and other places.,0.9956320524215698
62,Billericay LRB RRB is a small commuter town in Essex England with a population of.,the village has a population of about people living in the village. it is about a mile lrb km rrb.,0.9895263910293579
63,PERSON LRB b. ORGANIZATION NUMBER November NUMBER d. LOCATION NUMBER July NUMBER RRB was a famous german composer and organist.,person lrb born number march number number died location number november number rrb was a german composer and organist.,0.9304057955741882
64,Kluisbergen is a municipality located in the Belgian province of East Flanders.,it is a municipality located in the belgian province of west flanders.,0.6855196952819824
65,Ian Russell McEwan CBE FRSA FRSL LRB born June RRB is an English novelist and screenwriter and one of Britain s most highly regarded writers.,he is best known for his work as a writer for the bbc television television drama series casualty and the true true story lrb o rrb.,0.2567581832408905
66,Ultratop is the official Belgian record charts.,the belgian album is the official album of the belgian flanders and belgian albums chart.,0.26008889079093933
67,The Best Buy version of the album contains two bonus tracks Hold On and an acoustic demo of Hate LRB I Really Do n t Like You RRB.,the album is a cover version of the song never never have you and it has been released on the itunes store lrb ep.,0.5461546778678894
68,This warning was discontinued within NUMBER hours.,on september number number the storm was reported to be out of control and a warning was issued.,0.6188000440597534
69,It is the home of the Earl and Countess of Strathmore and Kinghorne and is open to the public.,it is the third largest and most haunted attraction in the country. it is one of the most visited attractions in the world.,0.001030588522553444
70,Electronic gear used by audiophiles can be bought at specialist shops and websites.,some parts of audiophiles can be used to make audio recordings. they can also be used in audiophile shops.,0.9934760332107544
71,The Rocker is a comedy starring Rainn Wilson Josh Gad Teddy Geiger Emma Stone Christina Applegate and Jason Sudeikis.,the movie was nominated for an academy award for best comedy comedy comedy performance performance and best actress.,0.0068739717826247215
72,To the south of LOCATION are the LOCATION and the You LOCATION.,location is a country of the south and the south of location in location.,0.7589367628097534
73,After the death of the child king Baldwin V his mother succeeds him as Sibylla of Jerusalem and appoints her disfavoured husband Guy de Lusignan king consort.,after the death of king henry iv of navarre the king of navarre marries her and marries her to the prince of lussage.,0.9574764966964722
74,Most commonly nihilism is presented in the form of existential nihilism which argues that life is without objective meaning purpose or intrinsic value.,the term connotations of the self conscious self self defense is a term that means that the soul of a human being is satisfied with the potential for existence of a living person.,0.9574066400527954
75,Marie Antoinette LRB pronounced RRB LRB Vienna November Paris October RRB was an Archduchess of Austria and Queen of France and of Navarre.,catherine of austria lrb may february rrb was a french princess of france and was the mother of louis xviie of france lrb rrb.,0.9996992349624634
76,The ORGANIZATION is open to the public.,the organization is open to all members of the organization.,0.3490504026412964
77,Cheese is produced throughout the world in wide ranging flavors textures and forms.,there are many different kinds of cheeses such as cream cheese cheese and cream.,0.9544966816902161
78,Outward appearance Throughout the series Harry is described as sporting his father s perpetually untidy black hair his mother s bright green eyes and a lightning bolt shaped scar on his forehead.,he has also seen his father s face in his short hair and has a long hair on his face. he has a short haircut that looks like his mother s father.,0.9737197160720825
79,Billboard LRB Positive RRB link,the album is one of the most successful albums of all time lrb rrb.,0.6336154937744141
80,he did his Phd in london. RRB ,he was admitted to the london university of london in.,0.9820084571838379
81,NUMBER ndash PERSON French painter and graphic artist LRB d. NUMBER RRB ,person french painter lrb d. number rrb,0.9694293737411499
82,No songs from the album have ever been performed live by Pink Floyd since although Roger Waters has played a number of the songs live on all of his subsequent solo tours starting with his very first such tour promoting The Pros and Cons of Hitchhiking in.,the video was first shown in theaters as well as the video has been played on all of the bands of all time. it has also been played live live live and on many other shows.,0.021858641877770424
83,He then attended the Methodist affiliated Boston University earning an A.B. in and went on to graduate from Boston University School of Law in.,he was admitted to the university of cambridge in. he was a fellow of the harvard university faculty of law and then went on to harvard university.,0.9997386932373047
84,It is the band s only album produced by Rick Rubin.,organization is the second studio album by the american american hard rock band heavy metal.,0.013014890253543854
85,The dealer shuffles the cards the player on the chair to their right cuts and the dealer deals the appropriate number of cards to the players one at a time beginning with the player to their left.,on the left side of the player s right hand is dealt with the player playing the cards from the left to the left.,0.9660666584968567
86,The ORGANIZATION however turned disarmed soldiers and civilians over to the partisan forces.,the organization was forced to withdraw from the organization and was forced back to the side of the army.,0.9968822002410889
87,They vary in size but are usually not much larger than the areola.,they are more closely related in size but the larger than the smaller ones are smaller than the small ones.,0.9946356415748596
88,The first eyeborg was created in England in by Adam Montandon in collaboration with colourblind artist Neil Harbisson.,in the first edition of the book was published in the united kingdom and was first published in in.,0.24887169897556305
89,PERSON had experienced PERSON s tardiness stage fright and inability to remember lines during production of The Seven Year Itch.,person s voice voice was poor for a few years. person s performance was poor and badly worn the voice of person s sister person s mother s voice.,0.7714701890945435
90,The translation table rules established in this fashion are flushed after a short period without new traffic refreshing their state.,this is the same as the use of the unclipped text in a language where the user can change the state of the text.,0.02498776465654373
91,Chess boxing is a hybrid sport which combines the sport of boxing with games of chess in alternating rounds.,in chess chess chess is a combination of chess chess and chess chess. chess is played in a style of chess with boxing and boxing.,0.9993354678153992
92,They are rebuilds with reconditioned engines of former Class NUMBER locomotives originally introduced in NUMBER.,in number the locomotives were converted to diesel locomotives which were converted from class number units.,0.9995371699333191
93,His older brother died in and Charles Emmanuel then became heir apparent.,he was succeeded by charles charles charles de montfort and his second wife marie louise charles charles.,0.37497204542160034
94,It is a successor to the famous World War II Jeep vehicle by way of the Willys civilian Jeep LRB CJ RRB in the s later produced by Kaiser Jeep and by American Motors LRB AMC RRB.,the name was originally used by the american car company in the united states from the time of the american model s. this car was used by some americans in the late s and the american national guard.,0.6156495809555054
95,PERSON LRB February NUMBER NUMBER September NUMBER NUMBER RRB was an American politician and jurist.,person lrb february number number january number number rrb was an american politician and lawyer.,0.8673887848854065
96,PERSON illegally entered the ring to enact revenge on Sniper and Recon on behalf of The ORGANIZATION PERSON also illegally entered to eliminate PERSON and so left his partner PERSON.,person is also known to be a member of the organization when he was attacked by person and person as well as person s partner.,0.9994704127311707
97,For example some animals can be entrained to a hour day but they can not be entrained to a hour day.,in the early hours of the day the person will normally be able to speak to a person who is able to talk to them to a minimum time of hours.,0.48058584332466125
98,Pooh admits that this may happen but asks her to think about what will happen to Michael if she does n t tell.,after the story tells how the children will see what happens to her parents and her father decides to tell her that it will not be easy.,0.9011573791503906
99,Porter Theodore M. LRB O O RRB Trust in Numbers The Pursuit of Objectivity in Science and Public Life Princeton University Press.,in mathematics mathematics the abstract of mathematics lrb number rrb the mathematical association lrb rrb a... mathematics.,0.16745729744434357
100,Gene Simmons is a solo album from the bass player and singer of American hard rock band Kiss.,he is the current lead singer of the kiss kiss kiss and is the fourth member of the pink floyd band kiss.,0.9455355405807495
101,The Maya cities of the northern lowlands in Yucat n continued to flourish for centuries more some of the important sites in this era were Chichen Itza Uxmal Edzn and Coba.,in the th century the mayan people of the maya had many people living in the maya region. the maya maya lived in the region of azur and azur.,0.35333195328712463
102,PERSON has outlined us the road to the freedom And great PERSON is leading us through it.,person is the leader of the movement. he is one of the most important people of the world.,0.010342497378587723
103,There is a lot of data O. that will take up a lot of space.,a large space of data is a lot of data. it can be used to store data.,0.9981955289840698
104,Encino LRB Spanish for evergreen or holm oak RRB is a hilly district of the City of Los Angeles California United States.,the california heights estates estates estate is a city of california in the united states of america. it is in the los angeles area of california.,0.9992355704307556
105,PERSON the protagonist of her novel was a bohemian.,person was a bohemian writer and a bohemian.,0.7537878751754761
106,Karl Marginson,the most recent recent work was the book the encyclopedia of evolution,0.0005145611357875168
107,Perm LRB Gramota.,kelpa lrb rrb is a suborder of the saffron.,0.43042147159576416
108,After escaping from slavery into which she was born she made thirteen missions to rescue more than slaves using the network of antislavery activists and safe houses known as the Underground Railroad.,in the united states she was hired by the organization as a captive for women s rights and abolitionists. she became one of the first women s abolitionists to join the organization of abolitionists in.,0.8229710459709167
109,His famous setting of It was a lover and his lass from As You Like It has never been established as having been used in a performance of Shakespeare s play though the possibility that it was is obvious.,he was also a part of the opera the lover s lover which was written by person. it was also the first time it was to be performed as an opera by person who had written it before.,0.9829791188240051
110,A derived binary relation between two sets is the subset relation also called set inclusion.,a binary binary relation lrb or binary binary binary rrb is a group of binary binary sets of binary and binary binary groups.,0.0014370548306033015
111,Asperger syndrome is also called Asperger s syndrome LRB AS RRB Asperger LRB or Asperger s RRB disorder LRB AD RRB or just Asperger s.,as a result of the birth of a german woman she was treated as a transgenice lrb born rrb as an uncognized person rrb.,0.019910432398319244
112,Oulens sous Echallens,chasses en aisne en valais en aisys en en arles.,0.4246070384979248
113,As of Jyv skyl had a population of.,it has an area of km lrb km rrb and a population of.,0.0006086703506298363
114,Barbara Pierce Bush was born at Baylor University Medical Center in Dallas Texas.,she was born in los angeles california. she is honored by the texas medical association.,0.029352160170674324
115,He won only games while appearing in out of Boston s games which was the only time he missed games as a member of the Bruins.,he was a regular starter for the pittsburgh steelers but was not allowed to play any games in the regular season but he did not play in any games.,0.856656551361084
116,The memorial is managed by the ORGANIZATION which was established as per the Jallianwala Bagh National Memorial Act passed by the Government of LOCATION in NUMBER.,it was laid in number by the government of pakistan in number and is the national museum of pakistan. it is in location.,0.11989232897758484
117,Lourmarin is a commune in the LOCATION department in the Provence Alpes C te d Azur region in southeastern LOCATION.,it is found in the region provence alpes c te d azur in the location department in the south of location.,0.868924081325531
118,It lies west southwest of Bristol north of Plymouth and northwest of the county town of Exeter.,it is located on the south west coast of the island of plymouth and is about miles north west of plymouth.,0.9997729659080505
119,The four yellow arrows symbolize the native nations of LOCATION whereas their pointing into the four cardinal directions of the compass stands for the centralized emanating political power of LOCATION as the capital of the country.,location is the name given to the three major cities of location in the location state of location. it means the capital of the country of the location.,0.045739077031612396
120,After the fall of Saipan the Japanese high command predicted that the Allies would try to capture the Philippines which were strategically important because of their location between the oilfields of Southeast Asia and Japan.,the japanese government believed that the japanese would take control of the southern parts of the country until the next year the japanese took control of location from the japanese mainland.,0.8964267373085022
121,Aquincum originally a ORGANIZATION settlement was the direct ancestor of LOCATION becoming the Roman capital of LOCATION.,after the conquest of location location was the capital of the roman empire. it was the second most important city of location after location.,0.9868456721305847
122,When the academy was founded the ballroom was the biggest room in Stockholm that could be heated and thus used in the winter so the king asked if he could borrow it.,in the summertime it was the biggest hotel in the world and the biggest ballroom in the palace was built in which it was called the royal palace.,0.9982361197471619
123,Re runs still air on ORGANIZATION and The Comedy Network in LOCATION ORGANIZATION in the LOCATION.,in location location location and location location the organization aired in location on the organization in location.,0.2631138265132904
124,The White Nights Festival in LOCATION LOCATION is an annual international arts festival during the season of the midnight sun.,the location festival is a yearly festival held in location in the location location. it is held in the summer months of the year number.,0.9980210065841675
125,ORGANIZATION LRB pronounced AZ har the Noble Azhar RRB in LOCATION founded in NUMBER is the chief centre of Arabic literature and Sunni Islamic learning in the world and the world s second oldest surviving degree granting university.,location lrb arabic rrb is the oldest arabic language in location and the oldest in location. it was founded in number by the founder of the location university of location in location in number.,0.8250890970230103
126,Two years later in NUMBER a combination of the physical standard from the ORGANIZATION of LOCATION and the ability standard from the ORGANIZATION led to the English Springer Spaniel breed being officially recognized by the ORGANIZATION.,in the location the name of the organization was given to the organization in number. it was given the name to the american national horse and organization. the organization received the designation of the american horse.,0.8559382557868958
127,In probability theory and statistics the normal distribution or Gaussian distribution is an absolutely continuous probability distribution whose cumulants of all orders above two are zero.,in statistics statistics statistics mean that a sample of random random random variables is a percentage of the total statistical distribution of a random random variable. in statistics statistical statistics statistics and statistics the mean mean of all random variables are known as a constant.,0.804040253162384
128,Survivor Africa is the third season of the United States reality show Survivor.,the survivor series is a reality show that is aired on the american reality show survivor.,0.9996299147605896
129,Dracula is an epistolary novel written as a collection of realistic but completely fictional diary entries telegrams letters ship s logs and newspaper clippings all of which added a level of detailed realism to his story a skill he developed as a newspaper writer.,he wrote a novel of a short story and wrote a series of short stories which he wrote in the early s and was published in number. he wrote several books about his life as a child and as a book.,0.3339390456676483
130,These recent emigrants have most often fled to Australia Europe North America and Southeast Asia.,the migrations of the migration migrations continue to australia and australia. this migration continues.,0.861158013343811
131,Ry tei are typically a place where high level business or political meetings can take place discreetly.,as a result some people want to go to private parties where they are expected to be at home or in private places.,0.0017608222551643848
132,Walton decided to concentrate on the retail business instead of the shopping centers and opened larger stores which were called Walton s Family Center. ,in the mall grew to become a center for shopping centers. it became the center of the mall that grew larger than the mall.,0.9047859311103821
133,At the same time the UKMET model had Tropical Depression Four E remaining offshore LOCATION.,the location was a small state of tropical cyclone number. it was also well known for its strength.,0.0012803430436179042
134,PERSON finished seventh although he was later disqualified for an underweight car.,person won the race and was classified in the first race.,0.026252757757902145
135,Immediately after being recruited by the CIA he served as an officer in the United States Air Force.,he was a member of the united states air force. he was an officer in the air force from to.,0.6698576807975769
136,It is contested at the end of November at LOCATION in LOCATION LOCATION at a distance of NUMBER meters LRB about miles RRB over the grass.,location is a small town located in the location region of location in the south of location. it is located at number miles lrb km rrb in location.,0.3711596429347992
137,With Nick voted out the former La Mina tribe attempted to flip some of the Casaya tribe members.,after the immunity challenge the immunityo voted out the immunity immunity challenge to the tribal council.,0.28610703349113464
138,In September of she released her second single Strong Woman which also a commercial success.,in april number person released her second album person s dream of love and she released one more single.,0.9900761842727661
139,The complaint accuses him of defamation and inciting violence against an ethnic group.,he said that he had a hate hate against his father and that there is a lot of hate hate.,0.0004302506276872009
140,The history of Li vin begins very early.,the earliest records of jinhuan is in the history of jin.,0.8835015296936035
141,A few parties now appear to have a spambot capable of spamming wikis from several different wiki engines analogous to the submitter scripts for guestbooks and blogs.,some wiki pages are free to download from other websites such as wikibooks wiki and wiki wiki. there are many other websites with wiki connections.,0.006010369397699833
142,On March Stallone saw the Muhammad Ali Chuck Wepner fight which inspired the foundation idea of Rocky.,on march the movie was shown on the howard brothers brothers television show the lion temple.,0.0007145986310206354
143,Nagorny tried to come to her assistance he was roughly pushed back by one of the commisars... Baroness Sophie Buxhoeveden told of her sad last glimpse of Anastasia Once standing on some steps at the door of a house close by I saw a hand and a pink sleeved arm opening the topmost pane.,in she was one of the last few survivors of the terror of the holocaust she was asked to leave the room to watch her mother s mother. she said she was a little bit bit bit shy.,0.0002507266472093761
144,Reigning as PERSON or PERSON under the regency of the Hereditary Prince of LOCATION until he came of age in NUMBER the new duke also continued to use his British title PERSON of LOCATION. As a result of PERSON fighting for LOCATION against the British in the First World War he was stripped of his British titles in NUMBER.,person was born in location in number when he was number years old and was a member of the british army in the location. he was one of the most famous british officers of the first world war from number to number.,0.9862011671066284
145,Hoverflies are harmless to most other animals despite their mimicry of the black and yellow stripes of wasps which serves to ward off predators.,however it can also be seen as a camouflage of the antbird lrb red antbird rrb. it is also seen in some of the black antbird species.,0.01353510096669197
146,The town employs the Open Town Meeting form of government with a Town Manager and an elected member Board of Selectmen.,however the town has a council council elected by the town council and mayor of the town s meeting.,0.9878048300743103
147,Designed as a ORGANIZATION test track in NUMBER by PERSON LOCATION is one of few circuits in the world to have a figure NUMBER layout with the back straight passing over the front section by means of an overpass.,in number the number number location number number is a number place in location location. it was built in number by person and person who built a number number mph lrb number mph rrb in location.,0.020514659583568573
148,Some seedless plants can also be considered annuals even though they do not grow a flower.,however there are fewer species that can live in the same location. they are called evergreens.,0.9606789350509644
149,In New Super Mario Bros. PERSON is the boss of the first world which features a battle similar to that of Super Mario Bros..,person as the main character in super mario world which is set in the main world of super mario.,0.9994981288909912
150,However he was assigned to the minors and would never play an NHL game for the Seals and was dealt to the Boston Bruins mid way through the season.,he went on to play for the new york rangers for the entire season and then went to the florida panthers for a few months and two seasons with the rangers.,0.14555326104164124
151,In addition to thirty six novels Dick wrote approximately short stories many of which appeared in science fiction magazines.,he wrote more than twenty books in which he wrote some of his best sf stories.,0.9996203780174255
152,The FSF is incorporated in Massachusetts USA.,in the united states the federal district of massachusetts is located in the massachusetts massachusetts.,0.16156437993049622
153,ORGANIZATION are a professional English football club based in LOCATION in the LOCATION Borough of LOCATION.,location is a football club based in location location. they play in the location.,0.3745870590209961
154,Fumichon is a commune in the Calvados d partement in the LOCATION region of LOCATION.,it is found in the region basse normandie in the calvados department in the northwest of location.,0.9961933493614197
155, LRB See also Separation of church and state and La cit. RRB ,in the united states the church of location and the state of louisiana lrb see rrb and the catholic church rrb.,0.9994680285453796
