,source_sentence,simplified_sentence,dae_score_pred
57,Texas A M University often referred to as A M or TAMU is a coeducational public research university located in College Station Texas. It is the flagship institution of the Texas A M University System.,a university is a public university in dallas texas.,0.9229110479354858
58,Dikes are mostly built using locally available materials and each has its own risk factor sand is prone to collapse due to oversaturation by water while dry peat is lighter than water making the barrier potentially unstable in very dry seasons.,however it is not possible to be wet enough to keep the water from being wet but it can be made by adding mud and sand to the sand so that it can not be wet.,0.7910279035568237
59,Italy purchased the city in and made Mogadishu the capital of Italian Somaliland.,in the late s the city became independent and became part of the somaliland.,0.995194137096405
60,Maquoketa LRB RRB is a city in Jackson county in the U.S. state of Iowa.,makah is a city in the u. s. state of iowa.,0.7442633509635925
61,Many civilians and military officers living or stationed in LOCATION and the LOCATION moved to LOCATION LOCATION and other cities of LOCATION LOCATION and LOCATION as well as LOCATION.,many people from location location and location were moved to location to location. they moved to the location.,0.693942666053772
62,Billericay LRB RRB is a small commuter town in Essex England with a population of.,it is an area of about. km lrb approximately. km rrb.,0.008570225909352303
63,PERSON LRB b. ORGANIZATION NUMBER November NUMBER d. LOCATION NUMBER July NUMBER RRB was a famous german composer and organist.,person lrb died number june number died location died number october number rrb was a german organist and organist.,0.5770760178565979
64,Kluisbergen is a municipality located in the Belgian province of East Flanders.,it is located in the belgian province of west flanders.,0.6774117350578308
65,Ian Russell McEwan CBE FRSA FRSL LRB born June RRB is an English novelist and screenwriter and one of Britain s most highly regarded writers.,john russell russell lrb born july rrb is an english writer and author. he is best known for his writing of history and politics.,0.9994721412658691
66,Ultratop is the official Belgian record charts.,the uk is the most popular chart chart in the united kingdom.,0.01300641056150198
67,The Best Buy version of the album contains two bonus tracks Hold On and an acoustic demo of Hate LRB I Really Do n t Like You RRB.,the album contains a cover of the song lrb o rrb and a new version of your enemy lrb you know rrb.,0.9996876120567322
68,This warning was discontinued within NUMBER hours.,it was also reported that the storm had been reported as being over number hours before number am.,0.0029479062650352716
69,It is the home of the Earl and Countess of Strathmore and Kinghorne and is open to the public.,it is the home of the prince of wales and st george i of england.,0.0012005683965981007
70,Electronic gear used by audiophiles can be bought at specialist shops and websites.,audiophiles can use audiophile audio equipment to sell their audio recordings. they can also be bought by shops.,0.9996994137763977
71,The Rocker is a comedy starring Rainn Wilson Josh Gad Teddy Geiger Emma Stone Christina Applegate and Jason Sudeikis.,the band is famous for their success with the hippie boy band elisha geiger starring elisha bainis and michael jordan.,0.9993680715560913
72,To the south of LOCATION are the LOCATION and the You LOCATION.,the location and location are the location of location.,0.4668681025505066
73,After the death of the child king Baldwin V his mother succeeds him as Sibylla of Jerusalem and appoints her disfavoured husband Guy de Lusignan king consort.,he is believed to be the son of king henry iv of jerusalem and queen constance of sicily.,0.5485841631889343
74,Most commonly nihilism is presented in the form of existential nihilism which argues that life is without objective meaning purpose or intrinsic value.,nihilism is a philosophy which describes the existence of selfless selfless experiences without meaning.,0.9998100996017456
75,Marie Antoinette LRB pronounced RRB LRB Vienna November Paris October RRB was an Archduchess of Austria and Queen of France and of Navarre.,she was a member of the house of medici lrb april october rrb and queen of austria rrb.,0.9995708465576172
76,The ORGANIZATION is open to the public.,the organization is open to all members of the organization.,0.3490504026412964
77,Cheese is produced throughout the world in wide ranging flavors textures and forms.,it is made of many different kinds of cheese and is made in many countries.,0.999737024307251
78,Outward appearance Throughout the series Harry is described as sporting his father s perpetually untidy black hair his mother s bright green eyes and a lightning bolt shaped scar on his forehead.,he is often seen with a bright red hair and a long red hair on his forehead.,0.4286666512489319
79,Billboard LRB Positive RRB link,positive reviews lrb o o o rrb,0.1461828500032425
80,he did his Phd in london. RRB ,he graduated from the royal college of london in.,0.9983440637588501
81,NUMBER ndash PERSON French painter and graphic artist LRB d. NUMBER RRB ,person lrb born number october number rrb is a french painter and painter.,0.9806254506111145
82,No songs from the album have ever been performed live by Pink Floyd since although Roger Waters has played a number of the songs live on all of his subsequent solo tours starting with his very first such tour promoting The Pros and Cons of Hitchhiking in.,the song has also been used in some of the tours of the band s tours.,0.005435681901872158
83,He then attended the Methodist affiliated Boston University earning an A.B. in and went on to graduate from Boston University School of Law in.,he went to harvard university where he studied law at the university of massachusetts where he was admitted to the bar in.,0.999713122844696
84,It is the band s only album produced by Rick Rubin.,it was the second album by the band rick rick rick rubins.,0.520317554473877
85,The dealer shuffles the cards the player on the chair to their right cuts and the dealer deals the appropriate number of cards to the players one at a time beginning with the player to their left.,the players leave the game at the end of the game with the player who plays the cards with the players.,0.9758715629577637
86,The ORGANIZATION however turned disarmed soldiers and civilians over to the partisan forces.,the remnants of the militia were forced to leave the city and the remnants were expelled.,0.8871480822563171
87,They vary in size but are usually not much larger than the areola.,they are usually smaller than the rest of the body but are smaller in size.,0.8706849813461304
88,The first eyeborg was created in England in by Adam Montandon in collaboration with colourblind artist Neil Harbisson.,in the first edition of the blindfolded mirror was made by chris bruggett in. it was first shown in the uk in in.,0.9978357553482056
89,PERSON had experienced PERSON s tardiness stage fright and inability to remember lines during production of The Seven Year Itch.,person s performance was poor and person was badly hurt during the filming of location. person s voice was poor.,0.062226880341768265
90,The translation table rules established in this fashion are flushed after a short period without new traffic refreshing their state.,the rules are generally simple when the user must change their paddles and change their behavior.,0.0015949216904118657
91,Chess boxing is a hybrid sport which combines the sport of boxing with games of chess in alternating rounds.,chess is a sport which consists of chess boxing boxing and boxing.,0.9915764927864075
92,They are rebuilds with reconditioned engines of former Class NUMBER locomotives originally introduced in NUMBER.,they are now made of new stock stock number. they were rebuilt in number.,0.5961885452270508
93,His older brother died in and Charles Emmanuel then became heir apparent.,he was born in and died when charles ii died.,0.9873919486999512
94,It is a successor to the famous World War II Jeep vehicle by way of the Willys civilian Jeep LRB CJ RRB in the s later produced by Kaiser Jeep and by American Motors LRB AMC RRB.,the jeep minivan is a minivan produced by the american american motors company from to.,0.9959782361984253
95,PERSON LRB February NUMBER NUMBER September NUMBER NUMBER RRB was an American politician and jurist.,person lrb february number number september number number rrb was an american politician and politician.,0.8813511729240417
96,PERSON illegally entered the ring to enact revenge on Sniper and Recon on behalf of The ORGANIZATION PERSON also illegally entered to eliminate PERSON and so left his partner PERSON.,person was replaced by person who was also part of the organization s organization.,0.722965657711029
97,For example some animals can be entrained to a hour day but they can not be entrained to a hour day.,they can be trained to do this on a day or hours before working at a particular time.,0.021171974018216133
98,Pooh admits that this may happen but asks her to think about what will happen to Michael if she does n t tell.,he tells him about how he got to believe he did so he tells the doctor about what happened to him.,0.0016129384748637676
99,Porter Theodore M. LRB O O RRB Trust in Numbers The Pursuit of Objectivity in Science and Public Life Princeton University Press.,he wrote the princeton princeton princeton s princeton princeton criticality lrb princeton s.,0.25706323981285095
100,Gene Simmons is a solo album from the bass player and singer of American hard rock band Kiss.,simmons is a hard rock singer from the american hard rock band kiss.,0.915169894695282
101,The Maya cities of the northern lowlands in Yucat n continued to flourish for centuries more some of the important sites in this era were Chichen Itza Uxmal Edzn and Coba.,in the th century the mayatla lrb maya rrb and the maya were dominant in the region. they became the most important centers of the maya culture.,0.9967599511146545
102,PERSON has outlined us the road to the freedom And great PERSON is leading us through it.,person tells person how she is going to reach the end of the world.,0.6094661951065063
103,There is a lot of data O. that will take up a lot of space.,it can be called a big big hole. it will store a lot of information.,0.9998352527618408
104,Encino LRB Spanish for evergreen or holm oak RRB is a hilly district of the City of Los Angeles California United States.,el alto california lrb los angeles rrb is a city in los angeles california california.,0.5233463644981384
105,PERSON the protagonist of her novel was a bohemian.,person wrote a novel called the bohemian girl.,0.9997267723083496
106,Karl Marginson,he has also contributed articles to the web site karl paulins.,0.296129435300827
107,Perm LRB Gramota.,per capita income lrb gram gram per capita rrb,0.2167111188173294
108,After escaping from slavery into which she was born she made thirteen missions to rescue more than slaves using the network of antislavery activists and safe houses known as the Underground Railroad.,she was one of the first women to join the underground underground underground organization called the organization. she helped organize the organization and helped organize organization.,0.13189125061035156
109,His famous setting of It was a lover and his lass from As You Like It has never been established as having been used in a performance of Shakespeare s play though the possibility that it was is obvious.,he was also noted for playing the part of a lover of a woman in the play shakespeare s lover s dream.,0.9998043179512024
110,A derived binary relation between two sets is the subset relation also called set inclusion.,a set of sets of sets is a set set of set sets set sets.,0.0012885481119155884
111,Asperger syndrome is also called Asperger s syndrome LRB AS RRB Asperger LRB or Asperger s RRB disorder LRB AD RRB or just Asperger s.,asperger lrb rrb as well as as as an unnerger s ss rrb is a member of thenstnsterne lrb sd rrb.,0.8151843547821045
112,Oulens sous Echallens,sousens sous sous souss sur sous chalmes.,0.11536724120378494
113,As of Jyv skyl had a population of.,as of august number people lived in the town.,0.7621879577636719
114,Barbara Pierce Bush was born at Baylor University Medical Center in Dallas Texas.,she is also an american surgeon at the university of texas in houston texas.,0.7623475193977356
115,He won only games while appearing in out of Boston s games which was the only time he missed games as a member of the Bruins.,he played for boston bruins in the stanley cup game. he played in all of the games that played in his career.,0.9994861483573914
116,The memorial is managed by the ORGANIZATION which was established as per the Jallianwala Bagh National Memorial Act passed by the Government of LOCATION in NUMBER.,it was laid in number by the government of pakistan in number. it was also designated as the national heritage site.,0.0059216925874352455
117,Lourmarin is a commune in the LOCATION department in the Provence Alpes C te d Azur region in southeastern LOCATION.,it is found in the region provence alpes c te d azur in the location department in the south of location.,0.868924081325531
118,It lies west southwest of Bristol north of Plymouth and northwest of the county town of Exeter.,it is located on the western coast of the county of plymouth on the south west coast of plymouth.,0.9734888076782227
119,The four yellow arrows symbolize the native nations of LOCATION whereas their pointing into the four cardinal directions of the compass stands for the centralized emanating political power of LOCATION as the capital of the country.,the colors of the city are the symbols of the location and the location.,0.013177665881812572
120,After the fall of Saipan the Japanese high command predicted that the Allies would try to capture the Philippines which were strategically important because of their location between the oilfields of Southeast Asia and Japan.,the japanese navy used the kofu islands to defend the strategic location of the japanese empire. the japanese would eventually defeat the japanese.,0.8242367506027222
121,Aquincum originally a ORGANIZATION settlement was the direct ancestor of LOCATION becoming the Roman capital of LOCATION.,the roman empire became the capital of location.,0.5774430632591248
122,When the academy was founded the ballroom was the biggest room in Stockholm that could be heated and thus used in the winter so the king asked if he could borrow it.,when the hall was opened it was decided that it was to be locked and that the room was locked because it was cold and cold.,0.5070152282714844
123,Re runs still air on ORGANIZATION and The Comedy Network in LOCATION ORGANIZATION in the LOCATION.,in location location and location in location they are in the organization and organization.,0.5319234132766724
124,The White Nights Festival in LOCATION LOCATION is an annual international arts festival during the season of the midnight sun.,the festival is the annual annual festival in location location location.,0.7361655235290527
125,ORGANIZATION LRB pronounced AZ har the Noble Azhar RRB in LOCATION founded in NUMBER is the chief centre of Arabic literature and Sunni Islamic learning in the world and the world s second oldest surviving degree granting university.,organization lrb organization rrb is the oldest islamic university in location and the oldest in location.,0.3936256468296051
126,Two years later in NUMBER a combination of the physical standard from the ORGANIZATION of LOCATION and the ability standard from the ORGANIZATION led to the English Springer Spaniel breed being officially recognized by the ORGANIZATION.,in number the organization accepted the breed as an international breed. they now use the organization and the organization.,0.9983329772949219
127,In probability theory and statistics the normal distribution or Gaussian distribution is an absolutely continuous probability distribution whose cumulants of all orders above two are zero.,the average normal normal normal distribution of an average normal distribution is the same as that of a normal distribution. this is also called the symmetric distribution of uniformiate distributions.,0.0783856064081192
128,Survivor Africa is the third season of the United States reality show Survivor.,the third season of survivor africa is the second season of the american reality show survivor.,0.8739022016525269
129,Dracula is an epistolary novel written as a collection of realistic but completely fictional diary entries telegrams letters ship s logs and newspaper clippings all of which added a level of detailed realism to his story a skill he developed as a newspaper writer.,he wrote a book about his travels and wrote a series of short stories about his experiences and travel including a book of photographs and photographs.,0.987181544303894
130,These recent emigrants have most often fled to Australia Europe North America and Southeast Asia.,they come from northern asia asia asia and asia asia.,0.017357127740979195
131,Ry tei are typically a place where high level business or political meetings can take place discreetly.,many meetings are held in location or places where people live.,0.0031429347582161427
132,Walton decided to concentrate on the retail business instead of the shopping centers and opened larger stores which were called Walton s Family Center. ,they started as a small mall called the mall and later became the mall.,0.12898002564907074
133,At the same time the UKMET model had Tropical Depression Four E remaining offshore LOCATION.,on number august number the british organization announced that tropical depression number was becoming a tropical depression.,0.9997058510780334
134,PERSON finished seventh although he was later disqualified for an underweight car.,person was disqualified for his car. person was classified. he was disqualified.,0.058760058134794235
135,Immediately after being recruited by the CIA he served as an officer in the United States Air Force.,he was in the united states army in the early s.,0.009449142031371593
136,It is contested at the end of November at LOCATION in LOCATION LOCATION at a distance of NUMBER meters LRB about miles RRB over the grass.,it is about meters lrb about number meters rrb lrb number feet rrb long rrb in the location on the east side of location in location.,0.20490805804729462
137,With Nick voted out the former La Mina tribe attempted to flip some of the Casaya tribe members.,the casa casa casa made them their first ever immunity challenge. they got the immunity challenge after losing the tribal council.,0.4092300236225128
138,In September of she released her second single Strong Woman which also a commercial success.,she also released a second single called person. she released another single.,0.4080202877521515
139,The complaint accuses him of defamation and inciting violence against an ethnic group.,he said that a critic of the website said he was offended by the reports of the attacks by the organization and that there is a war against the organization.,0.9731539487838745
140,The history of Li vin begins very early.,the legend began in the beginning of the dynasty.,0.8929057121276855
141,A few parties now appear to have a spambot capable of spamming wikis from several different wiki engines analogous to the submitter scripts for guestbooks and blogs.,a wiki is a list of wiki pages that help create a web site with a server. there are some websites that offer wiki recipes for them.,0.0051207831129431725
142,On March Stallone saw the Muhammad Ali Chuck Wepner fight which inspired the foundation idea of Rocky.,the show was about the development of the rocky foundation which led to the founding of the rock foundation and the creation of the foundation.,0.9998261332511902
143,Nagorny tried to come to her assistance he was roughly pushed back by one of the commisars... Baroness Sophie Buxhoeveden told of her sad last glimpse of Anastasia Once standing on some steps at the door of a house close by I saw a hand and a pink sleeved arm opening the topmost pane.,when she was ten she took a picture of her mother at a small window of the front of a house. she said that she had a baby doll on her back.,0.008676685392856598
144,Reigning as PERSON or PERSON under the regency of the Hereditary Prince of LOCATION until he came of age in NUMBER the new duke also continued to use his British title PERSON of LOCATION. As a result of PERSON fighting for LOCATION against the British in the First World War he was stripped of his British titles in NUMBER.,person was the son of person the duke of location who had been deprived of the title of prince of location.,0.9955092668533325
145,Hoverflies are harmless to most other animals despite their mimicry of the black and yellow stripes of wasps which serves to ward off predators.,they can also be seen as enemies of insect prey. they also hide their wings from other predators.,0.9998188614845276
146,The town employs the Open Town Meeting form of government with a Town Manager and an elected member Board of Selectmen.,the town has a town meeting meeting meeting with the town meeting committee and a board meeting meeting.,0.13365072011947632
147,Designed as a ORGANIZATION test track in NUMBER by PERSON LOCATION is one of few circuits in the world to have a figure NUMBER layout with the back straight passing over the front section by means of an overpass.,it is a straight line of number straight line in location location location.,0.0008312666323035955
148,Some seedless plants can also be considered annuals even though they do not grow a flower.,they may also be called evergreens but they may not be called perennials.,0.8783780932426453
149,In New Super Mario Bros. PERSON is the boss of the first world which features a battle similar to that of Super Mario Bros..,in the game person is the first super mario bros. game to be made in super mario world.,0.9656869769096375
150,However he was assigned to the minors and would never play an NHL game for the Seals and was dealt to the Boston Bruins mid way through the season.,he played for the boston bruins and the tampa bay seals of the national hockey league.,0.9997678995132446
151,In addition to thirty six novels Dick wrote approximately short stories many of which appeared in science fiction magazines.,he wrote several books about science fiction and science fiction.,0.013304917141795158
152,The FSF is incorporated in Massachusetts USA.,the federation of massachusetts massachusetts is a state in the united states.,0.9920822978019714
153,ORGANIZATION are a professional English football club based in LOCATION in the LOCATION Borough of LOCATION.,organization is a football club which plays in location.,0.9956137537956238
154,Fumichon is a commune in the Calvados d partement in the LOCATION region of LOCATION.,it is found in the region basse normandie in the calvados department in the northwest of location.,0.9961933493614197
155, LRB See also Separation of church and state and La cit. RRB ,the church of location lrb also called the organization rrb is the third and most important church in location.,0.9988969564437866
156,Sportswear or activewear is clothing including footwear worn for sport or physical exercise.,sports is a sport that consists of sports activities such as athletic activities and athletic activities.,0.9035917520523071
157,For his first wish PERSON asks to become a prince so he can marry PERSON.,person asks person to marry him so he can marry person. person wants to marry person so person is married.,0.7453756332397461
158,These eventually became known as Articles of Agreement or the pirate s code.,these articles became known as the document of the peace of the covenants.,0.999321460723877
159,The tropics include all the areas on the LOCATION where the sun reaches a point directly overhead and a point directly underneath at least once during the solar year.,the surface of the sun is the highest point on the earth from which the sun passes through the center of the earth.,0.6076040863990784
160,In the Malay language the tapir is commonly referred to as cipan tenuk or badak tampong.,in singapore the term can also be used to mean the tangkorang or tangkora or the tampon.,0.9968264698982239
161,Zeulenroda Triebes is a German town in the district of Greiz in the state of Thuringia.,zinborn is a municipality of the district of thuringia in the german state of hesse in the north of germany.,0.9940339922904968
162,He also sang for the character PERSON in the movie Corpse Bride.,he is also the singer in the movie person s night of death.,0.905238151550293
163, Morning Glory is a song by English rock band Oasis written by Noel Gallagher and which was released on the band s second album LRB What s the Story RRB Morning Glory ?,it was written by oasis and is the second single from oasis s album oasis. it was released on september.,0.9992733597755432
164,Over of its supermarkets are located in Iowa with additional stores in Colorado Illinois Kansas Minnesota Missouri Nebraska and South Dakota with expansion under way into Wisconsin.,in the united states in the midwest and kansas state of kansas are located in the western part of the state of missouri.,0.3128052353858948
165,Real Madrid Club de F tbol LRB Royal Madrid Football Club RRB commonly known as Real Madrid is a professional football club based in Madrid Spain.,the madrid f. c. lrb f. rrb is a football club which plays in madrid spain.,0.9997005462646484
166,The rear treatment leaves the engine totally exposed to aid in cooling.,the side side of the body s side is heated so that it will not blow out and the heat inside.,0.019213763996958733
167,Because it is located east of the LOCATION the rain bearing westerly winds deposit rain and snow on the mountains leaving the Monaro region in a rain shadow.,the winds blow on the northern side of the city and blow away to the north by the sea front.,0.74908447265625
168,In general cultured pearls are less valuable than natural pearls whereas imitation pearls almost have no value.,they are also very different in their quality and quality.,0.05937415361404419
169,The name Brig is derived from Briva or bridge. ,it is a river that comes from the river bregger.,0.9807035326957703
170,NUMBER PERSON is a large main belt asteroid.,person is a large asteroid. it is a big belt asteroid.,0.4198146164417267
