source_sentence,pred,gold,sentence_id,bert_score_precision_pred_with_brevity_penalty
a.k.a. Pro Player Park LRB RRB ,the organization are a team in the organization in location.,The ORGANIZATION are a ORGANIZATION team in LOCATION LOCATION.,15,0.8587660193443298
He published partial research results in a NUMBER book.,he published several books in the field of history and in number.,He published some of his research in a NUMBER book.,16,0.9352887272834778
PERSON y Santib ez PERSON LRB LOCATION NUMBER September NUMBER Villanueva de los ORGANIZATION NUMBER September NUMBER RRB was a nobleman politician and writer of the Baroque era.,person lrb born december number number rrb was a spanish writer and poet.,PERSON y Santib ez PERSON LRB LOCATION September NUMBER NUMBER Villanueva de los ORGANIZATION September NUMBER NUMBER RRB was a nobleman politician and writer of the Spanish Golden Age.,17,0.3915121444825376
He currently plays for the Japanese team Yokohama F. Marinos.,he is also an honorary doctor of arts from the japanese national football team.,Tetsuya Enomoto LRB born May RRB is a Japanese football player.,18,0.9362756013870239
More decreases are planned in the future as the LOCATION hands over more and more of the security responsibility for defending the LOCATION to the Military of the ORGANIZATION.,in number there were number people who were americans.,There were NUMBER American military people but now there are about NUMBER.,19,0.2982940240339799
In modern usage sophism sophist and sophistry are derogatory terms due to the influence of many past philosophers.,the platonic school of philosophy is a type of philosophy which is thought to be too platonists or social sciences.,In modern usage sophism sophist and sophistry are derogatory terms due the influence of many philosophers in the past LRB sophism and platonism were enemy schools RRB.,20,0.94245845079422
Cadmium iodide CdI is a chemical compound of cadmium and iodine.,it is found in the chemical formula ca. it is the chemical compound of sulfur.,Cadmium iodide is a chemical compound. Its chemical formula is CdI.,21,0.9537608027458191
In professional wrestling a tag team consists of two wrestlers who are working together as a team LRB more than two is called a stable RRB.,they are a team of wrestlers lrb or teams rrb.,In professional wrestling a tag team is a team of two wrestlers who are working together as a team LRB more than two is called a stable RRB.,22,0.31882503564409215
One day when the pianist failed to arrive by show time PERSON took his place.,person played the piano when he was playing.,One day when the pianist did not arrive in time for the show PERSON played instead.,23,0.5521910531180245
His replacement was PERSON leaving the band with the line up they retain.,person was replaced by person. person became the replacement for person and person became person.,PERSON was his replacement.,24,0.9702017307281494
According to the movie ORGANIZATION Six Decades of Magic LRB O O RRB ORGANIZATION Six Decades of Magic LRB O O RRB PERSON could dribble the ball as many as six times a second.,he started the organization in number and he started a team called the organization.,Instead he started his own barnstorming team the ORGANIZATION.,25,0.4438716316223144
He bled to death after about an hour.,after the last minutes of the match person collapsed and died.,Fechter bled to death after about an hour.,26,0.9693452715873718
The first inhabitants settled in the territory of today s Ain about B.C..,the inhabitants of the area were converted to christianity in the th century.,The first inhabitants of the Ain arrived around B.C..,27,0.9657936096191406
Lost was the recipient of hundreds of US award nominations throughout its run and won numerous industry awards including the Emmy Award for US primetime Outstanding Drama Series in Best American Import at the British Academy Television Awards in the Hollywood Foreign Press Association Golden Globe Award for Best Drama in and a US Screen Actors Guild Award for Outstanding Ensemble in a Drama Series.,in it won an emmy award for best television drama in the united kingdom and the academy award in the category british television drama.,It won many awards including the Emmy Award for outstanding drama series in and best American import at the British Academy Television Awards also in.,28,0.31793937124219024
The track s reputation improved so much the Mile Race became part of the Formula One World Championship for NUMBER years LRB NUMBER NUMBER RRB even though none of the Indy drivers raced in Formula One and only ORGANIZATION s PERSON of the NUMBER drivers at the time raced in the NUMBER.,the number grand prix was a race held at location in the location.,The Mile Race became part of the Formula One World Championship for NUMBER years LRB NUMBER NUMBER RRB. None of the regular Indy drivers raced in Formula One.,29,0.19596349734526416
The stories became the basis of the animated television series produced by Cookie Jar Entertainment of Canada and Bee Train of Japan.,the animated series is a animated television series produced by organization for the united states.,The animated series is produced by Cookie Jar Entertainment of Canada and Bee Train of Japan.,30,0.7301684026431321
Wartburgkreis is a PERSON LRB district RRB in the west of LOCATION LOCATION.,it is bordered by location lrb location rrb in the west rrb lrb rheinwald rrb by the german state of location.,Wartburgkreis is a Landkreis LRB rural district RRB in the west of LOCATION LOCATION.,31,0.920176088809967
For example many different things can be red.,the color of things is different from other colors of things.,For example many different things can be the color red.,32,0.9355010390281677
Afrodisiac is the fourth studio album by American singer Brandy released by Atlantic Records on June on most international territories and on June LRB see in music RRB in Canada and the United States.,the album was released on february and was released in the united states on june.,Afrodisiac is the fourth studio album by American R B O pop singer Brandy released by Atlantic Records on June outside North America and on June LRB see in music RRB in Canada and the United States.,33,0.3361371749639511
Early life PERSON was born on NUMBER June NUMBER at LOCATION in LOCATION LOCATION.,person was born in location location location.,PERSON was born in LOCATION LOCATION LOCATION.,34,0.5246204980989783
The second place rider PERSON became the race s official winner.,person won the race and person became the champion of the season.,As PERSON forfeited his Tour title the second place rider PERSON became the race s official winner.,35,0.9425556659698486
Northampton Town Football Club LRB RRB LRB often simply known as Northampton or by their nickname The Cobblers after the local shoemaking industry RRB are an English professional football club based in Northampton Northamptonshire.,st. andrews football club is a football club which plays in the london county council.,Northampton Town F.C. is an English football club.,36,0.3193864022498523
Rawson E. Cicero a portrait LRB O O RRB p. Cicero used his knowledge of Greek to translate many of the theoretical concepts of Greek philosophy into Latin thus translating Greek philosophical works for a larger audience.,he was the first pope of the roman empire.,Works by Cicero,37,0.18243895606561142
The importance of such industry is still seen in the town in the present day in companies such as LOCATION and PERSON.,the town has many businesses in location and location such as location location.,Companies such as LOCATION and PERSON are still based in the town.,38,0.6658583980495647
In February an expedition led by Conservation International reported finding a population of the mammals as part of what they described as a Lost world of wildlife in the Foja Mountains of Papua Province Indonesia.,in the early s a group of people living in the area were reported to have been living in a small area of the kofun mountains near the coast of the south china sea.,In February of an expedition led by Conservation International reported finding a population of the mammals as part of what they described as a Lost world of wildlife in the Foja Mountains of Papua Province Indonesia.,39,0.7410597472547371
A cold seep LRB sometimes called a cold vent RRB is an area of the ocean floor where hydrogen sulfide methane and other hydrocarbon rich fluid seepage occurs often in the form of a brine pool.,the term hydrocarbons is also used for the sulfuric acid formed when the water flows into the ocean s surface.,A cold seep LRB sometimes called a cold vent RRB is an area of the ocean floor where hydrogen sulfide methane and other hydrocarbon rich liquids leak out of the Earth s crust often in the form of a brine pool.,40,0.5596259019027153
As long as sufficient values are received correctly the receiver can deduce what the original polynomial was and hence decode the original data.,the algorithm is still the same as the encoding of the algorithm. the algorithm uses the algorithm to produce the correct output.,As long as sufficient values are received correctly the receiver can deduce what the original polynomial was and decode the original data.,41,0.8617301123837631
The Retezat Mountains have many glacial lakes including the largest glacial lake in Romania Bucura Lake LRB lacul Bucura RRB which covers. ha and is situated at an altitude of metres.,the lake has a large area of water that is in the middle of the mountain.,The Retezat Mountains have many glacial lakes. The largest glacial lake in Romania Bucura Lake LRB lacul Bucura RRB is in these mountains.,42,0.3816652991732613
They were at first inspired by The Beatles and other sixties pop groups like The Kinks.,they were first formed in the mid s when the band formed a group of five members from the punk scene in london.,They were at first inspired by The Beatles and other typical sixties pop groups like The Kinks.,43,0.9801038503646851
The idea of holding a Pan American Games grew from the Central American Games which were first organized in the s.,the games are held every year every year.,From that time the Games are held every four years.,44,0.3538970617871536
The actual confidence interval is calculated by entering the measured masses in the formula.,the formula is calculated by using the formula in the formula. the calculated value of the measured interval is called the interval.,The actual confidence interval is calculated by entering the measured weights in the formula.,45,0.975725531578064
If the lock does n t open it means they ve counted wrong and they can go back and correct their mistakes.,it will make it easier for them to do n t n t lose.,If the lock does n t open it means they ve counted wrong and they can go back and fix their mistakes.,46,0.46214049543653213
In addition to writing all six Rocky films PERSON also wrote Cobra Driven and Rambo.,person lrb o o rrb,PERSON wrote all six Rocky films He also wrote Cobra Driven and Rambo.,47,0.20625137431280952
Edinho real name Edino Nazareth Filho LRB born June in Rio de Janeiro RRB was a football LRB soccer RRB player from Brazil.,he has played for brazil national team.,Edino Nazareth Filho LRB born June RRB is a former Brazilian football player.,48,0.2684485839634407
PERSON the sensible and reserved eldest daughter of Mr. and Mrs. PERSON.,person is the daughter of person and her second wife person.,PERSON the youngest daughter of Mr. and Mrs. PERSON.,49,0.8131058514118195
He has reported for Independent Television News LRB ITN RRB.,he has been interviewed by television news news and television television stations.,He has reported for Independent Television News.,50,0.9709809422492981
LOCATION is a chemical element with the symbol Sg and atomic number NUMBER.,it has the atomic number number and number number number.,It has the symbol ORGANIZATION. It has the atomic number NUMBER.,51,0.6837472105026245
 There is her little Balochi style face with pouting lips and insolent look in the eyes.,she says in the words of her mother and her mother., There is her... pouting lips and insolent look in the eyes.,52,0.5697058825330301
For example if the frequency of an allele is in a given population then among population members one in five chromosomes will carry that allele.,the genetic diversity of the population is the highest of all organisms in the world.,Allele frequencies may be used to describe genetic diversity in a population. If the frequency of any allele is above it is probable that natural selection is maintaining it at this level.,53,0.5616185193260511
A thermodynamic cycle consists of a series of thermodynamic processes transferring heat and work while varying pressure temperature and other state variables eventually returning a system to its initial state.,thermodynamic system is a process that is controlled by the system of the system.,A thermodynamic cycle is a series of thermodynamic processes which returns a system to its initial state.,54,0.3713780031249854
Her real name was Maria Jansson but she is known in history as Kisamor LRB The Mother in Kisa RRB after the place were she worked.,she was born on february number number in the location.,Her real name was Maria Jansson but she was always called Kisamor.,55,0.41202990825359637
She later held the title of Duchess of Teck by marriage.,the duke of duke duke duke of wackerberg was the heir of the duke duke.,She later married the Duke of Teck.,56,0.9738487601280212
Texas A M University often referred to as A M or TAMU is a coeducational public research university located in College Station Texas. It is the flagship institution of the Texas A M University System.,it is located in the city of dallas texas.,Texas A M University is a public university in College Station Texas.,57,0.18115589439868926
Dikes are mostly built using locally available materials and each has its own risk factor sand is prone to collapse due to oversaturation by water while dry peat is lighter than water making the barrier potentially unstable in very dry seasons.,location is a part of the location.,Availability of sand ,58,0.1418543008507275
Italy purchased the city in and made Mogadishu the capital of Italian Somaliland.,the somali pirates founded the town in the mid s during the italian rule of italy.,Italy bought the city in. They made Mogadiscio LRB Italian for Mogadishu RRB the capital of Italian Somaliland.,59,0.9475708603858948
Maquoketa LRB RRB is a city in Jackson county in the U.S. state of Iowa.,it is a city of iowa in the u. s. state of iowa.,Maquoketa is a city of Iowa in the United States.,60,0.6054271062215169
Many civilians and military officers living or stationed in LOCATION and the LOCATION moved to LOCATION LOCATION and other cities of LOCATION LOCATION and LOCATION as well as LOCATION.,location and location are also part of the military and civil government in location.,Many civilians and military officers in LOCATION and the LOCATION moved to LOCATION and other surrounding areas of LOCATION LOCATION and LOCATION.,61,0.4458148777484894
Billericay LRB RRB is a small commuter town in Essex England with a population of.,it was first used in the th century by the mongol empire.,The,62,0.611303761238005
PERSON LRB b. ORGANIZATION NUMBER November NUMBER d. LOCATION NUMBER July NUMBER RRB was a famous german composer and organist.,person lrb born number august number died location number november number rrb was a german composer and organist.,PERSON LRB born ORGANIZATION NUMBER November NUMBER died LOCATION NUMBER July NUMBER RRB was a famous German composer and organist.,63,0.8129493087295472
Kluisbergen is a municipality located in the Belgian province of East Flanders.,it is located in the north eastern part of location.,It is located at North East.,64,0.6433843872215174
Ian Russell McEwan CBE FRSA FRSL LRB born June RRB is an English novelist and screenwriter and one of Britain s most highly regarded writers.,he is best known for his controversial novel the hanging gardens lrb o o rrb and his many books.,Ian Russell McEwan CBE FRSA FRSL LRB born June RRB is an English novelist LRB sometimes nicknamed Ian Macabre because of the nature of his early work RRB.,65,0.5867228406540891
Ultratop is the official Belgian record charts.,it is the official name of the belgian national football team.,Ultratop is the name of the official Belgian record charts.,66,0.9655919671058655
The Best Buy version of the album contains two bonus tracks Hold On and an acoustic demo of Hate LRB I Really Do n t Like You RRB.,the album contains two of the songs lrb o o rrb rrb lrb rrb.,The Best Buy version of the album contains two bonus tracks Hold On and an acoustic demo of Hate LRB I Really Dont Like You RRB.,67,0.43802277858440697
This warning was discontinued within NUMBER hours.,the warning was removed from the warning warning and was removed.,This warning was removed within NUMBER hours.,68,0.9500473737716675
It is the home of the Earl and Countess of Strathmore and Kinghorne and is open to the public.,it is the main town of the county of queensdon in the north east of the kingdom of north west of england.,It is the home of the Earl and Countess of Strathmore and Kinghorne.,69,0.9383795857429504
Electronic gear used by audiophiles can be bought at specialist shops and websites.,there are many other websites such as websites for children of disabilities.,Other websites,70,0.8995120037032897
The Rocker is a comedy starring Rainn Wilson Josh Gad Teddy Geiger Emma Stone Christina Applegate and Jason Sudeikis.,the film s cast includes person and person.,Cast,71,0.35296173279102033
To the south of LOCATION are the LOCATION and the You LOCATION.,the location is a small river in location location location.,There is a mineral spring at LOCATION South of LOCATION are the LOCATION and the You LOCATION.,72,0.9215963454473586
After the death of the child king Baldwin V his mother succeeds him as Sibylla of Jerusalem and appoints her disfavoured husband Guy de Lusignan king consort.,david ii of jerusalem lrb died rrb,Baldwin V of Jerusalem LRB b. RRB ,73,0.21130512862265866
Most commonly nihilism is presented in the form of existential nihilism which argues that life is without objective meaning purpose or intrinsic value.,a philosopher is a philosophy that says that human nature is not something that can be perceived as different from naturalism.,Nihilism is the belief that values are falsely invented. The term nihilism can also be used to describe the idea that life or the world has no distinct meaning or purpose.,74,0.7803906597049032
Marie Antoinette LRB pronounced RRB LRB Vienna November Paris October RRB was an Archduchess of Austria and Queen of France and of Navarre.,maria maria theresa of austria lrb born vienna rrb is a french princess of austria and empress of austria of austria.,Marie Antoinette LRB born Maria Antonia Josepha Archduchess of Bavaria RRB LRB November in Vienna October in Paris RRB was an Archduchess of Austria and a Queen of France and Navarre.,75,0.779162055725674
The ORGANIZATION is open to the public.,the house is the home of the royal family. it is a museum.,The house is open to the public.,76,0.9490954279899597
Cheese is produced throughout the world in wide ranging flavors textures and forms.,it is made out of cheese and cheese.,Different types of cheese include ,77,0.40163157359663265
Outward appearance Throughout the series Harry is described as sporting his father s perpetually untidy black hair his mother s bright green eyes and a lightning bolt shaped scar on his forehead.,he is also seen in many stories including the dark knight in which he is seen as a young man with a scaring scar on his forehead and his nose.,Throughout the entire series Harry sports his father s perpetually untidy black hair his mother s green eyes and a lightning bolt shaped scar on his forehead because of his encounter with Lord Voldemort and round thick eyeglasses.,78,0.6672612593724178
Billboard LRB Positive RRB link,it was released in australia on june in australia.,This studio album was released June in the United States June in Australia and on May in Europe.,79,1.0000001192092896
he did his Phd in london. RRB ,it is owned by the united states energy department of energy.,Department of Renewable Energy,80,0.9481866955757141
NUMBER ndash PERSON French painter and graphic artist LRB d. NUMBER RRB ,person lrb born number may number rrb was a painter and painter.,NUMBER PERSON painter and graphic artist LRB d. NUMBER RRB ,81,0.8074951701694064
No songs from the album have ever been performed live by Pink Floyd since although Roger Waters has played a number of the songs live on all of his subsequent solo tours starting with his very first such tour promoting The Pros and Cons of Hitchhiking in.,the band has never recorded live with live with the band. they have never never performed live live.,None of the album s songs has ever been performed live by Pink Floyd though some have been performed live by Waters during solo tours.,82,0.3344976200776942
He then attended the Methodist affiliated Boston University earning an A.B. in and went on to graduate from Boston University School of Law in.,he was elected governor in and held office until january.,In Bates was elected Governor holding office from to.,83,0.3748882587973054
It is the band s only album produced by Rick Rubin.,the band is a heavy metal band from location lrb o o rrb. it is the second studio album by the band, LRB The Subliminal Verses RRB is the third studio album by American alternative metal rock band Slipknot.,84,0.9484914541244507
The dealer shuffles the cards the player on the chair to their right cuts and the dealer deals the appropriate number of cards to the players one at a time beginning with the player to their left.,the cards are dealt at the bottom of the deck.,The deck is then cut and the appropriate number of cards are dealt face down to the players.,85,0.22434595105599384
The ORGANIZATION however turned disarmed soldiers and civilians over to the partisan forces.,the organization made the organization a part of the organization s organization and the organization.,The ORGANIZATION then turned over a number of them to the partisan forces.,86,0.9361485838890076
They vary in size but are usually not much larger than the areola.,they are usually the same as those that are in the other parts of the world.,They vary in size and are usually not much larger than the persons areola.,87,0.9439816474914551
The first eyeborg was created in England in by Adam Montandon in collaboration with colourblind artist Neil Harbisson.,the first british telescope was invented in in. it was first used in in by the british artist claude montour.,The first eyeborg was made in England in by Adam Montandon in collaboration with colourblind artist Neil Harbisson.,88,0.902792588128882
PERSON had experienced PERSON s tardiness stage fright and inability to remember lines during production of The Seven Year Itch.,person s acting ability to portray person s illness was poor during the first half of the production s production.,PERSON had experienced PERSON s lateness stage fright and inability to remember lines during production of The Seven Year Itch.,89,0.854788807220757
The translation table rules established in this fashion are flushed after a short period without new traffic refreshing their state.,in this case the text can be changed to a new form of text using the original text.,The translation table rules established in the above way are cleared after a short period without new traffic refreshing their state.,90,0.6096974394538186
Chess boxing is a hybrid sport which combines the sport of boxing with games of chess in alternating rounds.,chess is a type of chess which consists of chess and chess chess.,Chess boxing is a mixed sport which puts together the sport of boxing with games of chess in every other round.,91,0.5914423559550885
They are rebuilds with reconditioned engines of former Class NUMBER locomotives originally introduced in NUMBER.,the locomotives were modified in number and some of them were modified to meet the requirements of the new class numbers in number.,They are rebuilds with new engines of older Class NUMBER locomotives originally introduced in NUMBER.,92,0.9599378108978271
His older brother died in and Charles Emmanuel then became heir apparent.,he died when king charles iv died and charles iii became king of piedmont.,His older brother the Prince of Piedmont died in and then Charles Emmanuel became Heir apparent.,93,0.8845857977867126
It is a successor to the famous World War II Jeep vehicle by way of the Willys civilian Jeep LRB CJ RRB in the s later produced by Kaiser Jeep and by American Motors LRB AMC RRB.,the minibus is a type of minivan that was built by the british company bru.,It replaced the Jeep CJ which came from the World War II Jeep or Willys MB.,94,0.3746194618471553
PERSON LRB February NUMBER NUMBER September NUMBER NUMBER RRB was an American politician and jurist.,person lrb born february number number in location location rrb was an american politician and civil rights activist.,PERSON LRB February NUMBER NUMBER September NUMBER NUMBER RRB was an American judge and politician.,95,0.966107189655304
PERSON illegally entered the ring to enact revenge on Sniper and Recon on behalf of The ORGANIZATION PERSON also illegally entered to eliminate PERSON and so left his partner PERSON.,he tried to escape but he turned up and tried to get back to the organization but he failed.,PERSON illegally entered the ring to get revenge on Sniper and Recon for The ORGANIZATION PERSON also illegally entered to eliminate PERSON and so his partner PERSON had to leave too.,96,0.48025354972252476
For example some animals can be entrained to a hour day but they can not be entrained to a hour day.,a horse can be trained to do this task if a person is able to do it.,Some animals can be entrained to a hour day but they can not be entrained to a hour day.,97,0.6541596031188965
Pooh admits that this may happen but asks her to think about what will happen to Michael if she does n t tell.,he says that he will not tell him if he does not know how to do it.,Pooh admits that this may happen but asks her to think about what will happen to Michael if she does not tell.,98,0.5852104019034993
Porter Theodore M. LRB O O RRB Trust in Numbers The Pursuit of Objectivity in Science and Public Life Princeton University Press.,in the book the princeton princeton princeton university studies lrb published in.,Porter Theodore M. LRB O O RRB Trust in Numbers The Pursuit of Objectivity in Science and Public Life Princeton University Press ,99,0.6204250829164372
Gene Simmons is a solo album from the bass player and singer of American hard rock band Kiss.,the album is a hard rock rock album by american hard rock band kiss. it was released in.,Gene Simmons is a solo album by Gene Simmons the bass player of the American hard rock heavy metal band Kiss.,100,0.9172793408875825
The Maya cities of the northern lowlands in Yucat n continued to flourish for centuries more some of the important sites in this era were Chichen Itza Uxmal Edzn and Coba.,it was also known as the incan plateau. this is because it was one of the most important centers of chola culture.,Some of the important sites in this era were Chichen Itza Uxmal Edzn and Coba.,101,0.6344931523005167
PERSON has outlined us the road to the freedom And great PERSON is leading us through it.,in the middle of the century person became the symbol of the light and the light of the sun.,Through tempests shined on us the sun of freedom And the great PERSON lit us the way.,102,0.9618452191352844
There is a lot of data O. that will take up a lot of space.,it has a large area of a lot of space to do it.,If there is a lot of data it will take up a lot of space.,103,0.7693439651343782
Encino LRB Spanish for evergreen or holm oak RRB is a hilly district of the City of Los Angeles California United States.,it is bordered by los angeles california and los angeles los angeles.,Encino California is a district of Los Angeles.,104,0.48863881333800385
PERSON the protagonist of her novel was a bohemian.,person s novel person lrb number rrb was a book by person.,PERSON the protagonist of PERSON s novel was a bohemian.,105,0.9380603432655334
Karl Marginson,it has a record of sales of.,FC,106,0.9999999403953552
Perm LRB Gramota.,it is located in the central part of moscow oblast.,Perm,107,0.9392948150634766
After escaping from slavery into which she was born she made thirteen missions to rescue more than slaves using the network of antislavery activists and safe houses known as the Underground Railroad.,she also helped help the children of the homeless.,She used the help of the Underground Railroad.,108,0.23181019116885695
His famous setting of It was a lover and his lass from As You Like It has never been established as having been used in a performance of Shakespeare s play though the possibility that it was is obvious.,it was written by shakespeare and shakespeare who wrote the play.,We do not know whether the two men worked together but Morley did set Shakespeare s words It was a lover and his lass from As You Like It.,109,0.30025939540107655
A derived binary relation between two sets is the subset relation also called set inclusion.,if a set of sets of set sets is not a subset of the same set.,A binary relation between two sets is the subset relation also called set inclusion.,110,0.6406994734121405
Asperger syndrome is also called Asperger s syndrome LRB AS RRB Asperger LRB or Asperger s RRB disorder LRB AD RRB or just Asperger s.,the person syndrome is a disease that can be caused by cold or mildness. it is also known as shock syndrome.,For a person with Asperger syndrome having Asperger syndrome is normal because they have had it all their life.,111,0.7271104179211517
Oulens sous Echallens,it was built by person and person of location and person.,Poliez Pittet,112,1.0000001192092896
As of Jyv skyl had a population of.,it is found in the municipality of leila county.,There are about NUMBER inhabitants in Jyv skyl. The ORGANIZATION skyl is popular and respected.,113,0.8552826642990112
Barbara Pierce Bush was born at Baylor University Medical Center in Dallas Texas.,she was born in los angeles california in.,Barbara Pierce Bush was born November at Baylor University Medical Center in Texas.,114,0.48431398250438545
He won only games while appearing in out of Boston s games which was the only time he missed games as a member of the Bruins.,he won the gold medal in the team tournament.,In the games he played Thompson won only.,115,0.34575362920761105
The memorial is managed by the ORGANIZATION which was established as per the Jallianwala Bagh National Memorial Act passed by the Government of LOCATION in NUMBER.,it was started in number by the indian government in location. it was declared a national heritage site in number.,The memorial is managed by ORGANIZATION which was established as per Jallianwala Bagh National Memorial Act passed by Government of LOCATION in year NUMBER.,116,0.6829816673430928
Lourmarin is a commune in the LOCATION department in the Provence Alpes C te d Azur region in southeastern LOCATION.,it is found in the region provence alpes c te d azur in the location department in the south of location.,Lourmarin is a commune of NUMBER people LRB NUMBER RRB. It is located in the region Provence Alpes C te d Azur in the LOCATION department in the south of LOCATION.,117,0.7894200112285285
It lies west southwest of Bristol north of Plymouth and northwest of the county town of Exeter.,it is found in the south west of the county and south east of tartu.,It is found west southwest of Bristol north of Plymouth and northwest of the county town of Exeter.,118,0.684117317199707
The four yellow arrows symbolize the native nations of LOCATION whereas their pointing into the four cardinal directions of the compass stands for the centralized emanating political power of LOCATION as the capital of the country.,the red deer lrb red deer rrb is the symbol of the indian nation of location.,The four yellow arrows are for the native people of LOCATION.,119,0.3204460144042969
After the fall of Saipan the Japanese high command predicted that the Allies would try to capture the Philippines which were strategically important because of their location between the oilfields of Southeast Asia and Japan.,the japanese navy had to take control of the area around the coast of the location to protect the japanese military forces.,After the fall of Saipan the Japanese commanders knew that the Allies would try to capture the Philippines next. The Philippines were very important because they were located between the oil fields of Southeast Asia and Japan.,120,0.5317610438664754
Aquincum originally a ORGANIZATION settlement was the direct ancestor of LOCATION becoming the Roman capital of LOCATION.,person lrb number m rrb is a mountain and is the highest mountain in location location.,Its highest place is PERSON LRB NUMBER m. RRB.,121,0.683139612359449
When the academy was founded the ballroom was the biggest room in Stockholm that could be heated and thus used in the winter so the king asked if he could borrow it.,it was built in the middle of the winter olympics. it was the biggest room in the world.,In the ballroom was the biggest room in Stockholm that could be heated and be used in the winter. The king asked if he could use it.,122,0.5089203198750814
Re runs still air on ORGANIZATION and The Comedy Network in LOCATION ORGANIZATION in the LOCATION.,he has also been featured in several video games including the simpsons video game series.,References,123,0.8643749173806639
The White Nights Festival in LOCATION LOCATION is an annual international arts festival during the season of the midnight sun.,many of the musicians of many countries have also performed and perform live with them.,Many famous Russian dancers singers musicians and actors take part as well as famous international guest stars.,124,0.632200742051715
ORGANIZATION LRB pronounced AZ har the Noble Azhar RRB in LOCATION founded in NUMBER is the chief centre of Arabic literature and Sunni Islamic learning in the world and the world s second oldest surviving degree granting university.,the organization lrb arabic rrb is the oldest university in location. it is one of the oldest and oldest in the location.,ORGANIZATION LRB pronounced AZ har the Noble Azhar RRB in LOCATION founded in NUMBER is the chief centre of Arabic literature and Sunni Islamic learning in the world and the world s second oldest surviving degree granting university.,125,0.477914256599328
