source_sentence,pred,gold,sentence_id,bert_score_precision_pred_with_brevity_penalty
They were at first inspired by The Beatles and other sixties pop groups like The Kinks.,they were the most famous bands from the late s and early s.,They were at first inspired by The Beatles and other typical sixties pop groups like The Kinks.,43,0.6759336899066793
The idea of holding a Pan American Games grew from the Central American Games which were first organized in the s.,in the united states the first international games were held in the city of location.,From that time the Games are held every four years.,44,0.7336890305343428
The actual confidence interval is calculated by entering the measured masses in the formula.,the measured mean of the gas is measured by the method used by the actual measurements in the ersatz.,The actual confidence interval is calculated by entering the measured weights in the formula.,45,0.975725531578064
If the lock does n t open it means they ve counted wrong and they can go back and correct their mistakes.,when the player s choice to move back to the game if they do wrong wrong if they turn up.,If the lock does n t open it means they ve counted wrong and they can go back and fix their mistakes.,46,0.8064804724284581
In addition to writing all six Rocky films PERSON also wrote Cobra Driven and Rambo.,he was also the main lead villain in the movie directed by person.,PERSON wrote all six Rocky films He also wrote Cobra Driven and Rambo.,47,0.7562550391469682
Edinho real name Edino Nazareth Filho LRB born June in Rio de Janeiro RRB was a football LRB soccer RRB player from Brazil.,monteiro lrb born july rrb is a brazilian football player.,Edino Nazareth Filho LRB born June RRB is a former Brazilian football player.,48,0.39923122743280925
PERSON the sensible and reserved eldest daughter of Mr. and Mrs. PERSON.,she was the eldest daughter of person and the eldest child of person.,PERSON the youngest daughter of Mr. and Mrs. PERSON.,49,0.9350717291235924
He has reported for Independent Television News LRB ITN RRB.,he has worked for bbc radio and television television including bbc radio n t lrb rrb and the independent newspaper.,He has reported for Independent Television News.,50,0.9709809422492981
LOCATION is a chemical element with the symbol Sg and atomic number NUMBER.,location is the atomic number and its atomic number is number.,It has the symbol ORGANIZATION. It has the atomic number NUMBER.,51,0.7437250359853108
 There is her little Balochi style face with pouting lips and insolent look in the eyes.,she is also a kind of girl in the karpat and is a kind girl in her country., There is her... pouting lips and insolent look in the eyes.,52,0.8378027684309266
For example if the frequency of an allele is in a given population then among population members one in five chromosomes will carry that allele.,in the case of chromosomes there is a total number of chromosomes and there are about number genes in each species.,Allele frequencies may be used to describe genetic diversity in a population. If the frequency of any allele is above it is probable that natural selection is maintaining it at this level.,53,0.7598368202646574
A thermodynamic cycle consists of a series of thermodynamic processes transferring heat and work while varying pressure temperature and other state variables eventually returning a system to its initial state.,thermodynamic equilibrium is a process where a system is stored in a liquid state lrb thermosynamic state rrb and then then changes to a slow rate of temperature.,A thermodynamic cycle is a series of thermodynamic processes which returns a system to its initial state.,54,0.7427560062499708
Her real name was Maria Jansson but she is known in history as Kisamor LRB The Mother in Kisa RRB after the place were she worked.,she was the mother of the first woman in the history of location.,Her real name was Maria Jansson but she was always called Kisamor.,55,0.48694443702697754
She later held the title of Duchess of Teck by marriage.,she was the wife of the duke of location and was married to the duke.,She later married the Duke of Teck.,56,0.9738487601280212
Texas A M University often referred to as A M or TAMU is a coeducational public research university located in College Station Texas. It is the flagship institution of the Texas A M University System.,the university of texas is a public university located in houston texas.,Texas A M University is a public university in College Station Texas.,57,0.31055296182632447
Dikes are mostly built using locally available materials and each has its own risk factor sand is prone to collapse due to oversaturation by water while dry peat is lighter than water making the barrier potentially unstable in very dry seasons.,this is due to the presence of sand which is not allowed to move through the surface but is possible to be avoided by water erosion.,Availability of sand ,58,0.5349933632084581
Italy purchased the city in and made Mogadishu the capital of Italian Somaliland.,in the middle of somaliland the somali city of ethiopia became the capital of the somaliland. it became part of ethiopia.,Italy bought the city in. They made Mogadiscio LRB Italian for Mogadishu RRB the capital of Italian Somaliland.,59,0.9475708603858948
Maquoketa LRB RRB is a city in Jackson county in the U.S. state of Iowa.,it is a city of iowa in the united states.,Maquoketa is a city of Iowa in the United States.,60,0.5297487179438274
Many civilians and military officers living or stationed in LOCATION and the LOCATION moved to LOCATION LOCATION and other cities of LOCATION LOCATION and LOCATION as well as LOCATION.,in location location location and location were part of the government of location.,Many civilians and military officers in LOCATION and the LOCATION moved to LOCATION and other surrounding areas of LOCATION LOCATION and LOCATION.,61,0.43532511591911316
Billericay LRB RRB is a small commuter town in Essex England with a population of.,it is a small town in the united kingdom.,The,62,0.43970972299575806
PERSON LRB b. ORGANIZATION NUMBER November NUMBER d. LOCATION NUMBER July NUMBER RRB was a famous german composer and organist.,person lrb july number number november number number rrb was a german composer and organist.,PERSON LRB born ORGANIZATION NUMBER November NUMBER died LOCATION NUMBER July NUMBER RRB was a famous German composer and organist.,63,0.6618702336559146
Kluisbergen is a municipality located in the Belgian province of East Flanders.,it is located in the belgian province of west flanders.,It is located at North East.,64,0.6805027172535281
Ian Russell McEwan CBE FRSA FRSL LRB born June RRB is an English novelist and screenwriter and one of Britain s most highly regarded writers.,it was born in inverness scotland lrb born july rrb is a scottish writer and writer.,Ian Russell McEwan CBE FRSA FRSL LRB born June RRB is an English novelist LRB sometimes nicknamed Ian Macabre because of the nature of his early work RRB.,65,0.5133824855723279
Ultratop is the official Belgian record charts.,the belgian national football club is the national football team of belgium.,Ultratop is the name of the official Belgian record charts.,66,0.9655919671058655
The Best Buy version of the album contains two bonus tracks Hold On and an acoustic demo of Hate LRB I Really Do n t Like You RRB.,the album is based on the music of the band s first album lrb o o rrb.,The Best Buy version of the album contains two bonus tracks Hold On and an acoustic demo of Hate LRB I Really Dont Like You RRB.,67,0.5110265750151414
This warning was discontinued within NUMBER hours.,on number february number was stopped by a warning of number mph.,This warning was removed within NUMBER hours.,68,0.9500473737716675
It is the home of the Earl and Countess of Strathmore and Kinghorne and is open to the public.,it is located in the royal park of windsor and the royal court of windsor on the north west of the royal palace and is on the south side of the park.,It is the home of the Earl and Countess of Strathmore and Kinghorne.,69,0.9383795857429504
Electronic gear used by audiophiles can be bought at specialist shops and websites.,electronic audiophiles are used by many shops and electronic shops such as electronic shops.,Other websites,70,0.9823617935180664
The Rocker is a comedy starring Rainn Wilson Josh Gad Teddy Geiger Emma Stone Christina Applegate and Jason Sudeikis.,the band was formed in april and is the lead singer and best friend john mattei and songwriter matt beckham. they are best known for their comedy comedy comedy pop rock.,Cast,71,0.9603842496871948
To the south of LOCATION are the LOCATION and the You LOCATION.,the location and location are the same as the location.,There is a mineral spring at LOCATION South of LOCATION are the LOCATION and the You LOCATION.,72,0.8447966499934121
After the death of the child king Baldwin V his mother succeeds him as Sibylla of Jerusalem and appoints her disfavoured husband Guy de Lusignan king consort.,after the death of john iv of antioch he took over the throne of antioch and became king of the byzantine empire.,Baldwin V of Jerusalem LRB b. RRB ,73,0.7022788098341303
Most commonly nihilism is presented in the form of existential nihilism which argues that life is without objective meaning purpose or intrinsic value.,in philosophy philosophy philosophy is about the expression of self expression in a non existentismism. it is considered to be non non existential.,Nihilism is the belief that values are falsely invented. The term nihilism can also be used to describe the idea that life or the world has no distinct meaning or purpose.,74,0.9104557696557203
Marie Antoinette LRB pronounced RRB LRB Vienna November Paris October RRB was an Archduchess of Austria and Queen of France and of Navarre.,anastasia lrb born october rrb was a french princess of france and queen of france of france.,Marie Antoinette LRB born Maria Antonia Josepha Archduchess of Bavaria RRB LRB November in Vienna October in Paris RRB was an Archduchess of Austria and a Queen of France and Navarre.,75,0.6193339417306639
The ORGANIZATION is open to the public.,the organization is open to public public. it is open and open to the public.,The house is open to the public.,76,0.9490954279899597
Cheese is produced throughout the world in wide ranging flavors textures and forms.,it is made of different kinds of foods grown in the region. it is grown in different regions throughout the world.,Different types of cheese include ,77,0.9259839057922363
Outward appearance Throughout the series Harry is described as sporting his father s perpetually untidy black hair his mother s bright green eyes and a lightning bolt shaped scar on his forehead.,he is most famous as a young man who looks like a cartoonish figure on his face and has a bright eye on his eyes.,Throughout the entire series Harry sports his father s perpetually untidy black hair his mother s green eyes and a lightning bolt shaped scar on his forehead because of his encounter with Lord Voldemort and round thick eyeglasses.,78,0.5309895937259381
Billboard LRB Positive RRB link,lrb lrb rrb rrb lrb o rrb,This studio album was released June in the United States June in Australia and on May in Europe.,79,0.8064517090397496
he did his Phd in london. RRB ,he completed his phd in physics from london.,Department of Renewable Energy,80,0.9481866955757141
NUMBER ndash PERSON French painter and graphic artist LRB d. NUMBER RRB ,person lrb d. number rrb is a french painter.,NUMBER PERSON painter and graphic artist LRB d. NUMBER RRB ,81,0.5677700415253639
No songs from the album have ever been performed live by Pink Floyd since although Roger Waters has played a number of the songs live on all of his subsequent solo tours starting with his very first such tour promoting The Pros and Cons of Hitchhiking in.,the band has performed live on many of the world s biggest tours of all time and has also performed live live at the same time for many years including the band s live tour of the show.,None of the album s songs has ever been performed live by Pink Floyd though some have been performed live by Waters during solo tours.,82,0.6188205971437342
He then attended the Methodist affiliated Boston University earning an A.B. in and went on to graduate from Boston University School of Law in.,he studied law at the university of virginia and was admitted to the bar in.,In Bates was elected Governor holding office from to.,83,0.4998510117297406
It is the band s only album produced by Rick Rubin.,the album is the first album by the band s studio album. it was released on the album label., LRB The Subliminal Verses RRB is the third studio album by American alternative metal rock band Slipknot.,84,0.9484914541244507
The dealer shuffles the cards the player on the chair to their right cuts and the dealer deals the appropriate number of cards to the players one at a time beginning with the player to their left.,the players play one card from the deck of each player. the two players play the same cards as the other player.,The deck is then cut and the appropriate number of cards are dealt face down to the players.,85,0.5462336199624197
The ORGANIZATION however turned disarmed soldiers and civilians over to the partisan forces.,the germans were forced to move to the town. they refused to leave.,The ORGANIZATION then turned over a number of them to the partisan forces.,86,0.6817603817452556
They vary in size but are usually not much larger than the areola.,it is very small in size but are smaller than the smaller ones.,They vary in size and are usually not much larger than the persons areola.,87,0.9010733907872981
The first eyeborg was created in England in by Adam Montandon in collaboration with colourblind artist Neil Harbisson.,in the united kingdom he was the first artist to be awarded a gold medal by the royal academy.,The first eyeborg was made in England in by Adam Montandon in collaboration with colourblind artist Neil Harbisson.,88,0.7785550760010541
PERSON had experienced PERSON s tardiness stage fright and inability to remember lines during production of The Seven Year Itch.,person s treatment of the head was difficult to prevent the treatment of person s head.,PERSON had experienced PERSON s lateness stage fright and inability to remember lines during production of The Seven Year Itch.,89,0.6523388265632093
The translation table rules established in this fashion are flushed after a short period without new traffic refreshing their state.,the standard rules were changed to use the same system in the use of the current rules.,The translation table rules established in the above way are cleared after a short period without new traffic refreshing their state.,90,0.639080448584123
Chess boxing is a hybrid sport which combines the sport of boxing with games of chess in alternating rounds.,chess chess is a sport played in the summer of bc.,Chess boxing is a mixed sport which puts together the sport of boxing with games of chess in every other round.,91,0.4549556584269912
They are rebuilds with reconditioned engines of former Class NUMBER locomotives originally introduced in NUMBER.,in number number locomotives were built from number to number. they were rebuilt in number.,They are rebuilds with new engines of older Class NUMBER locomotives originally introduced in NUMBER.,92,0.7799494713544846
His older brother died in and Charles Emmanuel then became heir apparent.,he was the son of charles iii and his wife died in.,His older brother the Prince of Piedmont died in and then Charles Emmanuel became Heir apparent.,93,0.6179982970838678
It is a successor to the famous World War II Jeep vehicle by way of the Willys civilian Jeep LRB CJ RRB in the s later produced by Kaiser Jeep and by American Motors LRB AMC RRB.,it was built by the british company organization lrb built in by the united states rrb. it was also used by american military vehicles.,It replaced the Jeep CJ which came from the World War II Jeep or Willys MB.,94,0.6743150313248795
PERSON LRB February NUMBER NUMBER September NUMBER NUMBER RRB was an American politician and jurist.,person lrb january number number july number number rrb was an american politician and politician.,PERSON LRB February NUMBER NUMBER September NUMBER NUMBER RRB was an American judge and politician.,95,0.9467850458621978
PERSON illegally entered the ring to enact revenge on Sniper and Recon on behalf of The ORGANIZATION PERSON also illegally entered to eliminate PERSON and so left his partner PERSON.,person s return to the ring was signed by the organization s person to replace person who had left.,PERSON illegally entered the ring to get revenge on Sniper and Recon for The ORGANIZATION PERSON also illegally entered to eliminate PERSON and so his partner PERSON had to leave too.,96,0.5167945806796733
For example some animals can be entrained to a hour day but they can not be entrained to a hour day.,in this way they can be set off for a day if they are not able to shift into a set time.,Some animals can be entrained to a hour day but they can not be entrained to a hour day.,97,0.8465594863891601
Pooh admits that this may happen but asks her to think about what will happen to Michael if she does n t tell.,he says that if if you think think that the doctor will think it it would be to say that if the doctor does not think it will not happen.,Pooh admits that this may happen but asks her to think about what will happen to Michael if she does not tell.,98,0.9607931971549988
Porter Theodore M. LRB O O RRB Trust in Numbers The Pursuit of Objectivity in Science and Public Life Princeton University Press.,in mathematics the princeton university press lrb o. o. rrb is a book published by the university of cambridge in.,Porter Theodore M. LRB O O RRB Trust in Numbers The Pursuit of Objectivity in Science and Public Life Princeton University Press ,99,0.8625421884448029
Gene Simmons is a solo album from the bass player and singer of American hard rock band Kiss.,he is the lead singer of the american heavy metal band kiss.,Gene Simmons is a solo album by Gene Simmons the bass player of the American hard rock heavy metal band Kiss.,100,0.6254177324233516
The Maya cities of the northern lowlands in Yucat n continued to flourish for centuries more some of the important sites in this era were Chichen Itza Uxmal Edzn and Coba.,in the mayan maya maya had a population of thousands of people living in the region.,Some of the important sites in this era were Chichen Itza Uxmal Edzn and Coba.,101,0.46752127011617023
PERSON has outlined us the road to the freedom And great PERSON is leading us through it.,person says that person is the leader of the world. it is the way to make it.,Through tempests shined on us the sun of freedom And the great PERSON lit us the way.,102,0.8321582232968191
There is a lot of data O. that will take up a lot of space.,it is a huge amount of space space that is needed for a large volume of space.,If there is a lot of data it will take up a lot of space.,103,0.9657722115516663
Encino LRB Spanish for evergreen or holm oak RRB is a hilly district of the City of Los Angeles California United States.,it is a city of los angeles california in the united states.,Encino California is a district of Los Angeles.,104,0.4249033159460903
PERSON the protagonist of her novel was a bohemian.,person was a bohemian bohemian writer and a writer.,PERSON the protagonist of PERSON s novel was a bohemian.,105,0.9380603432655334
Karl Marginson,bretton was elected to the senate in.,FC,106,0.9999999403953552
Perm LRB Gramota.,gram gram gramm is a gram gram.,Perm,107,0.9392948150634766
After escaping from slavery into which she was born she made thirteen missions to rescue more than slaves using the network of antislavery activists and safe houses known as the Underground Railroad.,she was brought into the organization as a child of the united states government and led the organization to establish the organization in location.,She used the help of the Underground Railroad.,108,0.6861581658598167
His famous setting of It was a lover and his lass from As You Like It has never been established as having been used in a performance of Shakespeare s play though the possibility that it was is obvious.,in it was written by shakespeare. it was said that the play was written in a play by shakespeare in the time of shakespeare s time.,We do not know whether the two men worked together but Morley did set Shakespeare s words It was a lover and his lass from As You Like It.,109,0.6051381661160158
A derived binary relation between two sets is the subset relation also called set inclusion.,a set of set sets is a set set of sets set set set sets.,A binary relation between two sets is the subset relation also called set inclusion.,110,0.5881831231324569
Asperger syndrome is also called Asperger s syndrome LRB AS RRB Asperger LRB or Asperger s RRB disorder LRB AD RRB or just Asperger s.,as per perl lrb lrb o o rrb aspert rrb is a german stage actor who was born in lrb aster rrb lrb rrb.,For a person with Asperger syndrome having Asperger syndrome is normal because they have had it all their life.,111,0.6799828908336696
Oulens sous Echallens,villers is a commune. it is located in the valais department in the north of france.,Poliez Pittet,112,1.0000001192092896
As of Jyv skyl had a population of.,it was estimated to be a city and was estimated as of as of.,There are about NUMBER inhabitants in Jyv skyl. The ORGANIZATION skyl is popular and respected.,113,0.8552826642990112
Barbara Pierce Bush was born at Baylor University Medical Center in Dallas Texas.,she was born in dallas texas texas.,Barbara Pierce Bush was born November at Baylor University Medical Center in Texas.,114,0.40359498542032124
He won only games while appearing in out of Boston s games which was the only time he missed games as a member of the Bruins.,in number he played for the boston bruins in the game of the first half of the season.,In the games he played Thompson won only.,115,0.6607736024856566
The memorial is managed by the ORGANIZATION which was established as per the Jallianwala Bagh National Memorial Act passed by the Government of LOCATION in NUMBER.,in number the government of location was set up by the resolution of location in number. it was signed by the state government in number by the organization of pakistan.,The memorial is managed by ORGANIZATION which was established as per Jallianwala Bagh National Memorial Act passed by Government of LOCATION in year NUMBER.,116,0.9765439629554749
Lourmarin is a commune in the LOCATION department in the Provence Alpes C te d Azur region in southeastern LOCATION.,it is found in the region provence alpes c te d azur in the location department in the south of location.,Lourmarin is a commune of NUMBER people LRB NUMBER RRB. It is located in the region Provence Alpes C te d Azur in the LOCATION department in the south of LOCATION.,117,0.7894200112285285
It lies west southwest of Bristol north of Plymouth and northwest of the county town of Exeter.,it is located around the town of plymouth on the west of the county of devon.,It is found west southwest of Bristol north of Plymouth and northwest of the county town of Exeter.,118,0.7746622562408447
The four yellow arrows symbolize the native nations of LOCATION whereas their pointing into the four cardinal directions of the compass stands for the centralized emanating political power of LOCATION as the capital of the country.,the colors of the city are the colors representing the nation of location and the location of location.,The four yellow arrows are for the native people of LOCATION.,119,0.4286485647226309
After the fall of Saipan the Japanese high command predicted that the Allies would try to capture the Philippines which were strategically important because of their location between the oilfields of Southeast Asia and Japan.,in the early s the japanese forces attacked the oil fields of the central asian coast. the japanese did not stop the japanese invasion of location.,After the fall of Saipan the Japanese commanders knew that the Allies would try to capture the Philippines next. The Philippines were very important because they were located between the oil fields of Southeast Asia and Japan.,120,0.6355192963282267
