,source_sentence,simplified_sentence,dae_score_pred
50,He has reported for Independent Television News -LRB- ITN -RRB- .,He has reported for Independent Television News -LRB- ITN -RRB- .,0.9997403025627136
51,LOCATION@1 is a chemical element with the symbol Sg and atomic number NUMBER@1 .,LOCATION@1 is a chemical element with the symbol Sg and atomic number NUMBER@1 .,0.999917209148407
52,'' There is her little Balochi-style face with pouting lips and insolent look in the eyes .,There is her little Balochi-style face with pouting lips and insolent look in the eyes .,0.9994663000106812
53,"For example , if the frequency of an allele is 20 % in a given population , then among population members , one in five chromosomes will carry that allele .","For example , if the frequency of an allele is 20 % in a given population , then among population members , one in five chromosomes will carry that allele .",0.9999223351478577
54,"A thermodynamic cycle consists of a series of thermodynamic processes transferring heat and work , while varying pressure , temperature , and other state variables , eventually returning a system to its initial state .","A thermodynamic cycle consists of a series of thermodynamic processes transferring heat and work , while varying pressure , temperature , and other state variables , eventually returning a system to its initial state .",0.9999217987060547
55,"Her real name was Maria Jansson , but she is known in history as Kisamor -LRB- '' The Mother in Kisa '' -RRB- after the place were she worked .","Her real name was Maria Jansson , but she is known in history as Kisamor -LRB- '' The Mother in Kisa '' -RRB- after the place were she worked .",0.9999318718910217
56,She later held the title of Duchess of Teck by marriage .,She later held the title of Duchess of Teck by marriage .,0.9999024868011475
57,"Texas A&M University , often referred to as A&M or TAMU , is a coeducational public research university located in College Station , Texas . It is the flagship institution of the Texas A&M University System .",It is the flagship institution of the Texas A&M University System .,0.9993284344673157
58,"Dikes are mostly built using locally available materials and each has its own risk factor : sand is prone to collapse due to oversaturation by water while dry peat is lighter than water , making the barrier potentially unstable in very dry seasons .","Dikes are mostly built using locally available materials and each has its own risk factor : sand is prone to collapse due to oversaturation by water while dry peat is lighter than water , making the barrier potentially unstable in very dry seasons .",0.999904453754425
59,Italy purchased the city in 1905 and made Mogadishu the capital of Italian Somaliland .,Italy purchased the city in 1905 and made Mogadishu the capital of Italian Somaliland .,0.9999260306358337
60,Maquoketa -LRB- -RRB- is a city in Jackson county in the U.S. state of Iowa .,Maquoketa -LRB- -RRB- is a city in Jackson county in the U.S.,0.976977527141571
61,"Many civilians and military officers living or stationed in LOCATION@1 and the LOCATION@2 moved to LOCATION@3 , LOCATION@4 and other cities of LOCATION@5 , LOCATION@6 , and LOCATION@7 , as well as LOCATION@8 .","Many civilians and military officers living or stationed in LOCATION@1 and the LOCATION@2 moved to LOCATION@3 , LOCATION@4 and other cities of LOCATION@5 , LOCATION@6 , and LOCATION@7 , as well as LOCATION@8 .",0.9999394416809082
62,"Billericay -LRB- -RRB- is a small commuter town in Essex , England with a population of 40,000 .","Billericay -LRB- -RRB- is a small commuter town in Essex , England with a population of 40,000 .",0.9999279379844666
63,PERSON@1 -LRB- b. ORGANIZATION@1 NUMBER@1 November NUMBER@2 -- d. LOCATION@1 NUMBER@3 July NUMBER@4 -RRB- was a famous german composer and organist .,LOCATION@1 NUMBER@3 July NUMBER@4 -RRB- was a famous german composer and organist .,0.9992688298225403
64,Kluisbergen is a municipality located in the Belgian province of East Flanders .,Kluisbergen is a municipality in the Belgian province of East Flanders.,0.9690490961074829
65,"Ian Russell McEwan CBE , FRSA , FRSL -LRB- born 21 June 1948 -RRB- is an English novelist and screenwriter , and one of Britain 's most highly regarded writers .",Ian Russell McEwan CBE FRSA FRSL -LRB- born 21 June 1948 -RRB- is an English novelist and screenwriter .,0.9994688034057617
66,Ultratop is the official Belgian record charts .,Ultratop is the official Belgian record charts .,0.9999152421951294
67,The Best Buy version of the album contains two bonus tracks : '' Hold On '' and an acoustic demo of '' Hate -LRB- I Really Do n't Like You -RRB- '' .,The Best Buy version of the album contains two bonus tracks : '' Hold On '' and an acoustic demo of '' Hate -LRB- I Really Do n't Like You -RRB- '' .,0.9999290704727173
68,This warning was discontinued within NUMBER@1 hours .,This warning was discontinued within NUMBER@1 hours .,0.9997855424880981
69,"It is the home of the Earl and Countess of Strathmore and Kinghorne , and is open to the public .","It is the home of the Earl and Countess of Strathmore and Kinghorne , and is open to the public .",0.9999291300773621
70,Electronic gear used by audiophiles can be bought at specialist shops and websites .,Electronic gear used by audiophiles can be bought at specialist shops and websites .,0.9999028444290161
71,"The Rocker is a 2008 comedy starring Rainn Wilson , Josh Gad , Teddy Geiger , Emma Stone , Christina Applegate and Jason Sudeikis .","The Rocker is a 2008 comedy starring Rainn Wilson , Josh Gad , Teddy Geiger , Emma Stone , Christina Applegate and Jason Sudeikis .",0.9999262690544128
72,To the south of LOCATION@1 are the LOCATION@2 and the You LOCATION@3 .,To the south of LOCATION@1 are the LOCATION@2 and the You LOCATION@3 .,0.9998961687088013
73,"After the death of the child-king Baldwin V , his mother succeeds him as Sibylla of Jerusalem and appoints her disfavoured husband Guy de Lusignan king consort .","After the death of the child-king Baldwin V , his mother succeeds him as Sibylla of Jerusalem and appoints her disfavoured husband Guy de Lusignan king consort .",0.9999234080314636
74,"Most commonly , nihilism is presented in the form of existential nihilism which argues that life is without objective meaning , purpose , or intrinsic value .","Most commonly , nihilism is presented in the form of existential nihilism which argues that life is without objective meaning , purpose , or intrinsic value .",0.9999350309371948
75,"Marie Antoinette -LRB- pronounced ; ; -RRB- ; -LRB- Vienna , 2 November 1755 -- Paris , 16 October 1793 -RRB- was an Archduchess of Austria and Queen of France and of Navarre .","Marie Antoinette -LRB- pronounced ; ; -RRB- ; -LRB- Vienna , 2 November 1755 -- Paris , 16 October 1793 -RRB- was an Archduchess of Austria and Queen of France and of Navarre .",0.9998872876167297
76,The ORGANIZATION@1 is open to the public .,The ORGANIZATION@1 is open to the public .,0.9998939633369446
77,"Cheese is produced throughout the world in wide-ranging flavors , textures , and forms .","Cheese is produced throughout the world in wide-ranging flavors , textures , and forms .",0.999899685382843
78,"Outward appearance Throughout the series , Harry is described as sporting his father 's perpetually untidy black hair , his mother 's bright green eyes , and a lightning bolt-shaped scar on his forehead .","Outward appearance Throughout the series , Harry is described as sporting his father 's perpetually untidy black hair , his mother 's bright green eyes , and a lightning bolt-shaped scar on his forehead .",0.9999399185180664
79,Billboard -LRB- Positive -RRB- link,Billboard -LRB- Positive -RRB- link,0.9994277954101562
80,he did his Phd in london . -RRB-,he did his Phd in london .,0.9907576441764832
81,"NUMBER@1 & ndash ; PERSON@1 , French painter and graphic artist -LRB- d. NUMBER@2 -RRB-","NUMBER@1 & ndash ; PERSON@1 , French painter and graphic artist -LRB- d.",0.9835751056671143
82,"No songs from the album have ever been performed live by Pink Floyd since , although Roger Waters has played a number of the songs live on all of his subsequent solo tours , starting with his very first such tour promoting The Pros and Cons of Hitchhiking in 1984 .","No songs from the album have ever been performed live by Pink Floyd since , although Roger Waters has played a number of the songs live on all of his subsequent solo tours , starting with his very first such tour promoting The Pros and Cons of Hitchhiking in 1984 .",0.9999351501464844
83,"He then attended the Methodist-affiliated Boston University , earning an A.B. in 1882 , and went on to graduate from Boston University School of Law in 1885 .","in 1882 , and went on to graduate from Boston University School of Law in 1885 .",0.9799666404724121
84,It is the band 's only album produced by Rick Rubin .,It is the band 's only album produced by Rick Rubin .,0.9999081492424011
85,"The dealer shuffles the cards , the player on the chair to their right cuts , and the dealer deals the appropriate number of cards to the players one at a time , beginning with the player to their left .","The dealer shuffles the cards , the player on the chair to their right cuts , and the dealer deals the appropriate number of cards to the players one at a time , beginning with the player to their left .",0.9999253153800964
86,"The ORGANIZATION@1 , however , turned disarmed soldiers and civilians over to the partisan forces .","The ORGANIZATION@1 , however , turned disarmed soldiers and civilians over to the partisan forces .",0.9999196529388428
87,"They vary in size , but are usually not much larger than the areola .","They vary in size , but are usually not much larger than the areola .",0.9999186992645264
88,The first eyeborg was created in England in 2003 by Adam Montandon in collaboration with colourblind artist Neil Harbisson .,The first eyeborg was created in England in 2003 by Adam Montandon in collaboration with colourblind artist Neil Harbisson .,0.9999496936798096
89,"PERSON@1 had experienced PERSON@2 's tardiness , stage fright , and inability to remember lines during production of The Seven Year Itch .","PERSON@1 had experienced PERSON@2 's tardiness , stage fright , and inability to remember lines during production of The Seven Year Itch .",0.9999008178710938
90,The translation table rules established in this fashion are flushed after a short period without new traffic refreshing their state .,The translation table rules established in this fashion are flushed after a short period without new traffic refreshing their state .,0.9999088048934937
91,Chess boxing is a hybrid sport which combines the sport of boxing with games of chess in alternating rounds .,Chess boxing is a hybrid sport which combines the sport of boxing with games of chess in alternating rounds .,0.99994295835495
92,"They are rebuilds , with reconditioned engines , of former Class NUMBER@1 locomotives , originally introduced in NUMBER@2 .","They are rebuilds , with reconditioned engines , of former Class NUMBER@1 locomotives , originally introduced in NUMBER@2 .",0.9998992681503296
93,His older brother died in 1715 and Charles Emmanuel then became heir apparent .,His older brother died in 1715 and Charles Emmanuel then became heir apparent .,0.9999257922172546
94,"It is a successor to the famous World War II ` Jeep ' vehicle by way of the Willys civilian Jeep -LRB- CJ -RRB- in the 1950s , later produced by Kaiser-Jeep and by American Motors -LRB- AMC -RRB- .","It is a successor to the famous World War II  Jeep ' vehicle by way of the Willys civilian Jeep -LRB- CJ -RRB- in the 1950s , later produced by Kaiser-Jeep and by American Motors -LRB- AMC -RRB- .",0.9989144206047058
95,"PERSON@1 -LRB- February NUMBER@1 , NUMBER@2 â '' September NUMBER@3 , NUMBER@4 -RRB- was an American politician and jurist .","PERSON@1 -LRB- February NUMBER@1 , NUMBER@2 , NUMBER@3 , NUMBER@4 -RRB- was an American politician and jurist .",0.9298926591873169
96,"PERSON@1 illegally entered the ring to enact revenge on Sniper and Recon on behalf of The ORGANIZATION@1 , PERSON@2 also illegally entered to eliminate PERSON@3 , and so left his partner PERSON@4 .","PERSON@1 illegally entered the ring to enact revenge on Sniper and Recon on behalf of The ORGANIZATION@1 , PERSON@2 also illegally entered to eliminate PERSON@3 , and so left his partner PERSON@4 .",0.9999139904975891
97,"For example , some animals can be entrained to a 22-hour day , but they can not be entrained to a 20-hour day .","For example , some animals can be entrained to a 22-hour day , but they can not be entrained to a 20-hour day .",0.9998788833618164
98,"Pooh admits that this may happen , but asks her to think about what will happen to Michael if she does n't tell .","Pooh admits that this may happen , but asks her to think about what will happen to Michael if she does n't tell .",0.9999166131019592
99,"Porter , Theodore M. -LRB-/O1995/O-RRB- : Trust in Numbers : The Pursuit of Objectivity in Science and Public Life , Princeton University Press , 1995 .","-LRB-/O1995/O-RRB- : Trust in Numbers : The Pursuit of Objectivity in Science and Public Life , Princeton University Press , 1995 .",0.9998031258583069
100,Gene Simmons is a 1978 solo album from the bass player and singer of American hard rock band Kiss .,Gene Simmons is a 1978 solo album from the bass player and singer of American hard rock band Kiss .,0.9999293088912964
101,"The Maya cities of the northern lowlands in Yucatán continued to flourish for centuries more ; some of the important sites in this era were Chichen Itza , Uxmal , Edzná , and Coba .","The Maya cities of the northern lowlands in Yucatn continued to flourish for centuries more ; some of the important sites in this era were Chichen Itza , Uxmal , Edzn , and Coba .",0.9150667190551758
102,PERSON@1 has outlined us the road to the freedom And great PERSON@2 is leading us through it .,PERSON@1 has outlined us the road to the freedom And great PERSON@2 is leading us through it .,0.9998953938484192
103,"There is a lot of data/O. , that will take up a lot of space .",", that will take up a lot of space .",0.9882403612136841
104,"Encino -LRB- Spanish for evergreen or holm oak -RRB- is a hilly district of the City of Los Angeles , California , United States .","Encino -LRB- Spanish for evergreen or holm oak -RRB- is a hilly district of the City of Los Angeles , California , United States .",0.9999380111694336
105,"PERSON@1 , the protagonist of her novel , was a bohemian .","PERSON@1 , the protagonist of her novel , was a bohemian .",0.999891459941864
106,Karl Marginson,Karl Marginson,0.9981591105461121
107,Perm -LRB- ; Gramota .,Perm -LRB- ; Gramota .,0.9998297691345215
108,"After escaping from slavery , into which she was born , she made thirteen missions to rescue more than 70 slaves using the network of antislavery activists and safe houses known as the Underground Railroad .","After escaping from slavery , into which she was born , she made thirteen missions to rescue more than 70 slaves using the network of antislavery activists and safe houses known as the Underground Railroad .",0.9999173879623413
109,"His famous setting of '' It was a lover and his lass '' from As You Like It has never been established as having been used in a performance of Shakespeare 's play , though the possibility that it was is obvious .","His famous setting of '' It was a lover and his lass '' from As You Like It has never been established as having been used in a performance of Shakespeare 's play , though the possibility that it was is obvious .",0.9999130368232727
110,"A derived binary relation between two sets is the subset relation , also called set inclusion .","A derived binary relation between two sets is the subset relation , also called set inclusion .",0.9999288320541382
111,"Asperger syndrome is also called Asperger 's syndrome -LRB- AS -RRB- , Asperger -LRB- or Asperger 's -RRB- disorder -LRB- AD -RRB- , or just Asperger 's .","Asperger syndrome is also called Asperger 's syndrome -LRB- AS -RRB- , Asperger -LRB- or Asperger 's -RRB- disorder -LRB- AD -RRB- , or just Asperger 's .",0.999567449092865
112,Oulens-sous-Echallens,Oulens-sous-Echallens,0.9998725652694702
113,"As of , JyvÃ skylÃ had a population of .","As of , Jyv skyl had a population of .",0.5627908706665039
114,"Barbara Pierce Bush was born at Baylor University Medical Center in Dallas , Texas .","Barbara Pierce Bush was born at Baylor University Medical Center in Dallas , Texas .",0.999914824962616
115,"He won only 13 games while appearing in 43 out of Boston 's 48 games , which was the only time he missed games as a member of the Bruins .","He won only 13 games while appearing in 43 out of Boston 's 48 games , which was the only time he missed games as a member of the Bruins .",0.9999337196350098
116,"The memorial is managed by the ORGANIZATION@1 , which was established as per the Jallianwala Bagh National Memorial Act passed by the Government of LOCATION@1 in NUMBER@1 .","The memorial is managed by the ORGANIZATION@1 , which was established as per the Jallianwala Bagh National Memorial Act passed by the Government of LOCATION@1 in NUMBER@1 .",0.9999333620071411
117,Lourmarin is a commune in the LOCATION@1 department in the Provence-Alpes-C Ã te d'Azur region in southeastern LOCATION@2 .,Lourmarin is a commune in the LOCATION@1 department in the Provence-Alpes-C  te d'Azur region in southeastern LOCATION@2 .,0.9545263051986694
118,"It lies west southwest of Bristol , north of Plymouth and northwest of the county town of Exeter .","It lies west southwest of Bristol , north of Plymouth and northwest of the county town of Exeter .",0.999888002872467
119,"The four yellow arrows symbolize the native nations of LOCATION@1 , whereas their pointing into the four cardinal directions of the compass stands for the centralized emanating political power of LOCATION@2 , as the capital of the country .","The four yellow arrows symbolize the native nations of LOCATION@1 , whereas their pointing into the four cardinal directions of the compass stands for the centralized emanating political power of LOCATION@2 , as the capital of the country .",0.9999414682388306
120,"After the fall of Saipan , the Japanese high command predicted that the Allies would try to capture the Philippines , which were strategically important because of their location between the oilfields of Southeast Asia and Japan .","After the fall of Saipan , the Japanese high command predicted that the Allies would try to capture the Philippines , which were strategically important because of their location between the oilfields of Southeast Asia and Japan .",0.9999510049819946
121,"Aquincum , originally a ORGANIZATION@1 settlement , was the direct ancestor of LOCATION@1 , becoming the Roman capital of LOCATION@2 .","Aquincum , originally a ORGANIZATION@1 settlement , was the direct ancestor of LOCATION@1 , becoming the Roman capital of LOCATION@2 .",0.9999303221702576
122,"When the academy was founded , the ballroom was the biggest room in Stockholm that could be heated and thus used in the winter , so the king asked if he could borrow it .","When the academy was founded , the ballroom was the biggest room in Stockholm that could be heated and thus used in the winter , so the king asked if he could borrow it .",0.9999197721481323
123,"Re-runs still air on ORGANIZATION@1 and The Comedy Network in LOCATION@1 , ORGANIZATION@2 in the LOCATION@2 .","Re-runs still air on ORGANIZATION@1 and The Comedy Network in LOCATION@1 , ORGANIZATION@2 in the LOCATION@2 .",0.9998540878295898
